confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__klebsiella_pneumoniae,g__transaldolase,g__aspartate ammonia-lyase,0.37,1,1,0.37,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,0.76,0.97,0.38,0.280136,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,0.31,1,0.87,0.2697,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,0.88,0.4,0.67,0.23584,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.47,0.43,0.2021,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,0.57,1,0.35,0.1995,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,0.88,0.22,0.1936,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__triose-phosphate isomerase,g__rna helicase,1,1,0.19,0.19,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00289,1,0.72,0.26,0.1872,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__uridine kinase,0.22,1,0.76,0.1672,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00619,g__glutamate decarboxylase,0.17,0.97,0.97,0.159953,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__phosphoglycerate kinase,0.97,0.4,0.33,0.12804,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.13,0.97,1,0.1261,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,0.12,1,1,0.12,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,1,0.12,1,0.12,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,0.12,1,1,0.12,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__methionyl aminopeptidase,0.72,0.98,0.17,0.119952,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00630,m__hmdb00089,1,0.96,0.11,0.1056,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,0.1,1,1,0.1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,0.12,1,0.83,0.0996,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__pyruvate carboxylase,1,0.1,0.95,0.095,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00043,m__hmdb02322,0.9,0.66,0.15,0.0891,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,g__acetyl-coa c-acetyltransferase,0.66,1,0.13,0.0858,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb02322,0.57,0.18,0.73,0.074898,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb02322,0.57,0.18,0.69,0.070794,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,0.12,0.31,1,0.0372,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00030,g__thymidylate synthase,1,0.24,0.14,0.0336,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb02322,g__acetyl-coa c-acetyltransferase,0.18,0.99,0.13,0.023166,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.1,0.22,0.99,0.02178,DBN_,GM,TGM
s__bifidobacterium_longum,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,0.46,0.1,0.35,0.0161,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,0.12,1,0.13,0.0156,DBN_,GM,TGM
s__bacteroides_dorei,s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,1,0.99,1,0.99,DBN_,TG,TTG
s__sutterella_wadsworthensis,g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,1,0.92,1,0.92,DBN_,TG,TTG
s__bacteroides_vulgatus,s__eubacterium_siraeum,s__alistipes_shahii,1,0.82,0.76,0.6232,DBN_,TG,TTG
s__bacteroides_vulgatus,s__alistipes_shahii,g__methionyl aminopeptidase,0.82,0.35,0.93,0.26691,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,1,0.41,0.54,0.2214,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,s__roseburia_inulinivorans,1,1,0.21,0.21,DBN_,TG,TTG
s__dialister_invisus,s__akkermansia_muciniphila,s__ruminococcus_torques,0.28,0.92,0.6,0.15456,DBN_,TG,TTG
s__dialister_invisus,g__dna helicase,s__akkermansia_muciniphila,1,0.28,0.33,0.0924,DBN_,TG,TTG
s__c2likevirus_unclassified,g__3-hydroxybutyryl-coa dehydrogenase,s__faecalibacterium_prausnitzii,0.41,1,0.13,0.0533,DBN_,TG,TTG
