confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
m__hmdb00289,s__bacteroides_caccae,s__ruminococcus_torques,0.4,0.2,0.2,0.016,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_xylanisolvens,s__bacteroides_ovatus,0.2,0.2,0.4,0.016,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_ovatus,s__bacteroides_xylanisolvens,0.2,0.2,0.4,0.016,PyCausal_,T,TM
m__hmdb00289,s__clostridium_bolteae,s__bacteroides_uniformis,0.2,0.4,0.2,0.016,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_uniformis,s__clostridium_bolteae,0.4,0.2,0.2,0.016,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_caccae,s__odoribacter_splanchnicus,0.4,0.2,0.2,0.016,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_caccae,s__eubacterium_rectale,0.4,0.2,0.2,0.016,PyCausal_,T,TM
m__hmdb00289,s__eubacterium_rectale,s__bacteroides_caccae,0.2,0.4,0.2,0.016,PyCausal_,T,TM
m__hmdb00251,s__akkermansia_muciniphila,s__bacteroides_xylanisolvens,0.2,0.2,0.4,0.016,PyCausal_,T,TM
m__hmdb00251,s__bacteroides_xylanisolvens,s__akkermansia_muciniphila,0.2,0.2,0.4,0.016,PyCausal_,T,TM
m__hmdb00014,s__bacteroides_ovatus,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00014,s__bacteroides_ovatus,s__bacteroides_uniformis,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00014,s__bacteroides_uniformis,s__bacteroides_ovatus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00195,s__bacteroides_stercoris,s__bacteroides_ovatus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_stercoris,s__bacteroides_ovatus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_xylanisolvens,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00209,s__faecalibacterium_prausnitzii,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb01149,s__faecalibacterium_prausnitzii,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb01149,s__alistipes_shahii,s__faecalibacterium_prausnitzii,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00209,s__alistipes_shahii,s__faecalibacterium_prausnitzii,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb02322,s__bacteroides_uniformis,s__bacteroides_fragilis,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__ruminococcus_torques,s__bacteroides_xylanisolvens,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_xylanisolvens,s__ruminococcus_torques,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__ruminococcus_torques,s__bacteroides_faecis,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__bacteroides_faecis,s__ruminococcus_torques,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb01257,s__bacteroides_finegoldii,s__bacteroides_caccae,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__odoribacter_splanchnicus,s__ruminococcus_torques,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__ruminococcus_torques,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__odoribacter_splanchnicus,s__eubacterium_rectale,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00289,s__eubacterium_rectale,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00097,s__bacteroides_stercoris,s__clostridium_clostridioforme,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00097,s__clostridium_clostridioforme,s__bacteroides_stercoris,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb01257,s__bacteroides_caccae,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
m__hmdb00056,s__bacteroides_caccae,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TM
s__haemophilus_parainfluenzae,s__escherichia_coli,s__bifidobacterium_longum,0.2,0.2,0.2,0.008,PyCausal_,T,TM
s__haemophilus_parainfluenzae,s__bifidobacterium_longum,s__escherichia_coli,0.2,0.2,0.2,0.008,PyCausal_,T,TM
g__dna_helicase,s__bacteroides_finegoldii,s__bacteroides_caccae,0.8,0.2,0.2,0.032,PyCausal_,T,TG
g__fructosebisphosphate_aldolase,s__bacteroides_caccae,s__ruminococcus_torques,0.2,0.6,0.2,0.024,PyCausal_,T,TG
g__peptidylprolyl_isomerase,s__eubacterium_ventriosum,s__faecalibacterium_prausnitzii,0.2,0.2,0.4,0.016,PyCausal_,T,TG
g__glucose1phosphate_adenylyltransferase,s__bacteroides_fragilis,s__roseburia_intestinalis,0.2,0.2,0.4,0.016,PyCausal_,T,TG
g__histidine_kinase,s__bacteroides_fragilis,s__roseburia_intestinalis,0.2,0.2,0.4,0.016,PyCausal_,T,TG
g__histidine_kinase,s__roseburia_intestinalis,s__bacteroides_fragilis,0.2,0.2,0.4,0.016,PyCausal_,T,TG
g__glucose1phosphate_adenylyltransferase,s__roseburia_intestinalis,s__bacteroides_fragilis,0.2,0.2,0.4,0.016,PyCausal_,T,TG
g__peroxiredoxin,s__ruminococcus_torques,s__bacteroides_xylanisolvens,0.4,0.2,0.2,0.016,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_xylanisolvens,s__ruminococcus_torques,0.2,0.4,0.2,0.016,PyCausal_,T,TG
g__phosphatidate_cytidylyltransferase,s__ruminococcus_torques,s__bacteroides_faecis,0.2,0.4,0.2,0.016,PyCausal_,T,TG
g__phosphatidate_cytidylyltransferase,s__bacteroides_faecis,s__ruminococcus_torques,0.4,0.2,0.2,0.016,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_caccae,s__ruminococcus_torques,0.2,0.4,0.2,0.016,PyCausal_,T,TG
g__dna_helicase,s__bacteroides_caccae,s__eubacterium_rectale,0.2,0.4,0.2,0.016,PyCausal_,T,TG
g__dna_helicase,s__eubacterium_rectale,s__bacteroides_caccae,0.4,0.2,0.2,0.016,PyCausal_,T,TG
g__phosphoglycerate_kinase,s__bacteroides_ovatus,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_xylanisolvens,s__bacteroides_uniformis,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__triosephosphate_isomerase,s__bacteroides_xylanisolvens,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__transaldolase,s__bacteroides_thetaiotaomicron,s__bacteroides_cellulosilyticus,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__3hydroxybutyrylcoa_dehydrogenase,s__faecalibacterium_prausnitzii,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__transaldolase,s__faecalibacterium_prausnitzii,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__shikimate_kinase,s__faecalibacterium_prausnitzii,s__alistipes_shahii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__shikimate_kinase,s__alistipes_shahii,s__faecalibacterium_prausnitzii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__3hydroxybutyrylcoa_dehydrogenase,s__alistipes_shahii,s__faecalibacterium_prausnitzii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__transaldolase,s__alistipes_shahii,s__faecalibacterium_prausnitzii,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__shikimate_kinase,s__ruminococcus_torques,s__roseburia_inulinivorans,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__rna_helicase,s__bacteroides_caccae,s__ruminococcus_torques,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_finegoldii,s__bacteroides_caccae,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__dna_helicase,s__roseburia_intestinalis,s__bacteroides_caccae,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__thymidylate_synthase,s__clostridium_bolteae,s__bacteroides_uniformis,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__dihydrolipoyl_dehydrogenase,s__clostridium_bolteae,s__bacteroides_uniformis,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__thymidylate_synthase,s__bacteroides_uniformis,s__clostridium_bolteae,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__dihydrolipoyl_dehydrogenase,s__bacteroides_uniformis,s__clostridium_bolteae,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__shikimate_kinase,s__odoribacter_splanchnicus,s__ruminococcus_torques,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__shikimate_kinase,s__ruminococcus_torques,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__superoxide_dismutase,s__bacteroides_caccae,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_caccae,s__eubacterium_rectale,0.2,0.2,0.2,0.008,PyCausal_,T,TG
g__peroxiredoxin,s__eubacterium_rectale,s__bacteroides_caccae,0.2,0.2,0.2,0.008,PyCausal_,T,TG
