confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__clostridium_asparagiforme,s__bacteroides_xylanisolvens,s__bacteroides_faecis,0.77,1,0.53,0.4081,DBN_,T,TT
s__parabacteroides_unclassified,s__odoribacter_splanchnicus,s__roseburia_inulinivorans,1,0.68,0.6,0.408,DBN_,T,TT
s__peptostreptococcaceae_noname_unclassified,s__escherichia_coli,s__haemophilus_parainfluenzae,0.3,1,1,0.3,DBN_,T,TT
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,s__bacteroides_ovatus,0.98,0.34,0.76,0.253232,DBN_,T,TT
s__dialister_invisus,s__bacteroides_ovatus,s__ruminococcus_torques,1,1,0.19,0.19,DBN_,T,TT
s__parabacteroides_distasonis,s__faecalibacterium_prausnitzii,s__eubacterium_siraeum,1,1,0.19,0.19,DBN_,T,TT
s__bacteroides_vulgatus,s__eubacterium_ventriosum,s__streptococcus_parasanguinis,0.62,1,0.28,0.1736,DBN_,T,TT
s__parabacteroides_distasonis,s__eubacterium_rectale,s__klebsiella_pneumoniae,0.17,0.99,1,0.1683,DBN_,T,TT
s__peptostreptococcaceae_noname_unclassified,s__eubacterium_rectale,s__escherichia_coli,0.89,0.3,0.52,0.13884,DBN_,T,TT
s__parabacteroides_distasonis,s__eubacterium_rectale,s__akkermansia_muciniphila,0.17,0.8,1,0.136,DBN_,T,TT
s__parabacteroides_distasonis,s__faecalibacterium_prausnitzii,s__clostridium_clostridioforme,1,0.18,0.72,0.1296,DBN_,T,TT
s__clostridium_asparagiforme,s__bacteroides_faecis,s__bacteroides_xylanisolvens,1,0.77,0.16,0.1232,DBN_,T,TT
s__parabacteroides_distasonis,s__roseburia_inulinivorans,s__eubacterium_siraeum,1,1,0.12,0.12,DBN_,T,TT
s__sutterella_wadsworthensis,s__bacteroides_thetaiotaomicron,s__faecalibacterium_prausnitzii,1,0.13,0.9,0.117,DBN_,T,TT
s__bacteroides_vulgatus,s__bacteroides_cellulosilyticus,s__streptococcus_parasanguinis,0.95,1,0.12,0.114,DBN_,T,TT
s__dialister_invisus,s__ruminococcus_torques,s__akkermansia_muciniphila,1,1,0.11,0.11,DBN_,T,TT
s__lachnospiraceae_bacterium_1_1_57faa,s__roseburia_inulinivorans,s__ruminococcus_torques,1,0.73,0.15,0.1095,DBN_,T,TT
s__bacteroides_vulgatus,s__eubacterium_siraeum,s__bacteroides_faecis,0.71,0.95,0.16,0.10792,DBN_,T,TT
s__veillonella_dispar,s__bacteroides_stercoris,s__haemophilus_parainfluenzae,1,1,0.1,0.1,DBN_,T,TT
s__parabacteroides_unclassified,s__roseburia_inulinivorans,s__eubacterium_siraeum,0.68,1,0.12,0.0816,DBN_,T,TT
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__bacteroides_finegoldii,0.21,1,0.27,0.0567,DBN_,T,TT
s__parabacteroides_distasonis,s__roseburia_inulinivorans,s__eubacterium_rectale,1,0.17,0.24,0.0408,DBN_,T,TT
s__oscillibacter_unclassified,s__odoribacter_splanchnicus,s__eubacterium_rectale,0.1,0.57,0.6,0.0342,DBN_,T,TT
s__sutterella_wadsworthensis,s__haemophilus_parainfluenzae,s__faecalibacterium_prausnitzii,1,0.13,0.12,0.0156,DBN_,T,TT
s__streptococcus_thermophilus,s__odoribacter_splanchnicus,s__streptococcus_parasanguinis,0.13,0.6,0.14,0.01092,DBN_,T,TT
m__hmdb00097,s__bacteroides_cellulosilyticus,s__bacteroides_xylanisolvens,1,1,0.68,0.68,DBN_,T,TM
m__hmdb00209,s__roseburia_intestinalis,s__alistipes_shahii,0.94,0.76,0.95,0.67868,DBN_,T,TM
m__hmdb00239,s__roseburia_intestinalis,s__bacteroides_ovatus,0.46,1,1,0.46,DBN_,T,TM
m__hmdb01257,s__clostridium_clostridioforme,s__bacteroides_uniformis,0.97,0.42,0.97,0.395178,DBN_,T,TM
m__hmdb00097,s__bacteroides_thetaiotaomicron,s__eubacterium_siraeum,0.22,0.99,1,0.2178,DBN_,T,TM
m__hmdb00097,s__bacteroides_fragilis,s__bacteroides_xylanisolvens,0.74,1,0.23,0.1702,DBN_,T,TM
m__hmdb00097,s__bacteroides_cellulosilyticus,s__bacteroides_thetaiotaomicron,1,0.22,0.76,0.1672,DBN_,T,TM
m__hmdb00764,s__ruminococcus_torques,s__akkermansia_muciniphila,0.88,1,0.11,0.0968,DBN_,T,TM
m__hmdb00289,s__bacteroides_uniformis,s__bacteroides_finegoldii,1,0.34,0.24,0.0816,DBN_,T,TM
m__hmdb00043,s__bifidobacterium_longum,s__bacteroides_stercoris,0.11,1,0.73,0.0803,DBN_,T,TM
m__hmdb01149,s__bifidobacterium_longum,s__escherichia_coli,0.14,0.99,0.49,0.067914,DBN_,T,TM
m__hmdb01149,s__alistipes_shahii,s__akkermansia_muciniphila,0.51,0.31,0.32,0.050592,DBN_,T,TM
m__hmdb00251,s__bacteroides_ovatus,s__ruminococcus_torques,0.27,0.82,0.19,0.042066,DBN_,T,TM
m__hmdb00097,s__bacteroides_cellulosilyticus,s__streptococcus_parasanguinis,1,0.16,0.12,0.0192,DBN_,T,TM
m__hmdb00097,s__bacteroides_thetaiotaomicron,s__akkermansia_muciniphila,0.22,0.11,0.47,0.011374,DBN_,T,TM
g__beta-lactamase,s__bacteroides_thetaiotaomicron,s__bacteroides_xylanisolvens,1,1,1,1,DBN_,T,TG
g__beta-lactamase,s__bacteroides_xylanisolvens,s__bacteroides_thetaiotaomicron,1,1,1,1,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,s__eubacterium_rectale,1,0.99,1,0.99,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__klebsiella_pneumoniae,1,0.96,0.7,0.672,DBN_,T,TG
g__superoxide dismutase,s__clostridium_clostridioforme,s__bacteroides_uniformis,0.76,0.88,0.97,0.648736,DBN_,T,TG
g__thymidylate synthase,s__alistipes_shahii,s__bacteroides_uniformis,0.67,0.95,1,0.6365,DBN_,T,TG
g__pyruvate carboxylase,s__bacteroides_xylanisolvens,s__haemophilus_parainfluenzae,1,0.66,0.94,0.6204,DBN_,T,TG
g__triose-phosphate isomerase,s__bacteroides_finegoldii,s__bacteroides_cellulosilyticus,1,0.87,0.67,0.5829,DBN_,T,TG
g__thymidylate synthase,s__alistipes_shahii,s__roseburia_inulinivorans,0.67,0.87,0.94,0.547926,DBN_,T,TG
g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,s__bacteroides_uniformis,s__eubacterium_siraeum,0.55,0.97,0.97,0.517495,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bifidobacterium_longum,s__roseburia_inulinivorans,0.8,0.71,0.91,0.51688,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,1,0.71,0.55,0.3905,DBN_,T,TG
g__triose-phosphate isomerase,s__akkermansia_muciniphila,s__bacteroides_finegoldii,0.34,1,1,0.34,DBN_,T,TG
g__shikimate kinase,s__bifidobacterium_longum,s__roseburia_inulinivorans,0.3,1,0.91,0.273,DBN_,T,TG
g__beta-lactamase,s__bacteroides_xylanisolvens,s__bacteroides_faecis,1,0.49,0.53,0.2597,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__bacteroides_caccae,s__bacteroides_faecis,0.52,1,0.49,0.2548,DBN_,T,TG
g__transaldolase,s__bacteroides_ovatus,s__bacteroides_finegoldii,1,0.93,0.27,0.2511,DBN_,T,TG
g__thymidylate synthase,s__clostridium_bolteae,s__bacteroides_stercoris,0.27,0.9,0.89,0.21627,DBN_,T,TG
g__thymidylate synthase,s__bacteroides_stercoris,s__clostridium_bolteae,0.9,0.27,0.83,0.20169,DBN_,T,TG
g__peroxiredoxin,s__eubacterium_rectale,s__escherichia_coli,0.36,1,0.52,0.1872,DBN_,T,TG
g__thymidylate synthase,s__alistipes_shahii,s__clostridium_bolteae,0.67,0.27,1,0.1809,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__roseburia_inulinivorans,s__eubacterium_rectale,0.71,0.99,0.24,0.168696,DBN_,T,TG
g__dephospho-coa kinase,s__haemophilus_parainfluenzae,s__bacteroides_stercoris,0.16,1,0.97,0.1552,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__eubacterium_rectale,s__bacteroides_thetaiotaomicron,0.99,1,0.14,0.1386,DBN_,T,TG
g__thymidylate synthase,s__bacteroides_stercoris,s__bacteroides_uniformis,0.9,0.95,0.16,0.1368,DBN_,T,TG
g__histidine kinase,s__clostridium_bolteae,s__bifidobacterium_longum,0.62,0.2,0.96,0.11904,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__bacteroides_faecis,s__klebsiella_pneumoniae,0.51,0.96,0.22,0.107712,DBN_,T,TG
g__shikimate kinase,s__faecalibacterium_prausnitzii,s__eubacterium_siraeum,0.95,0.56,0.19,0.10108,DBN_,T,TG
g__triose-phosphate isomerase,s__ruminococcus_torques,s__bacteroides_cellulosilyticus,0.15,0.87,0.7,0.09135,DBN_,T,TG
g__beta-lactamase,s__odoribacter_splanchnicus,s__clostridium_clostridioforme,0.99,0.19,0.46,0.086526,DBN_,T,TG
g__peroxiredoxin,s__eubacterium_rectale,s__klebsiella_pneumoniae,0.36,0.22,1,0.0792,DBN_,T,TG
g__beta-lactamase,s__bacteroides_faecis,s__bacteroides_xylanisolvens,0.49,1,0.16,0.0784,DBN_,T,TG
g__thymidylate synthase,s__clostridium_bolteae,s__akkermansia_muciniphila,0.27,0.29,0.98,0.076734,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__ruminococcus_torques,s__klebsiella_pneumoniae,0.65,0.96,0.11,0.06864,DBN_,T,TG
g__shikimate kinase,s__roseburia_inulinivorans,s__eubacterium_siraeum,1,0.56,0.12,0.0672,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__bacteroides_faecis,s__clostridium_bolteae,0.51,1,0.13,0.0663,DBN_,T,TG
g__histidine kinase,s__ruminococcus_torques,s__bacteroides_cellulosilyticus,0.65,0.14,0.7,0.0637,DBN_,T,TG
g__thymidylate synthase,s__alistipes_shahii,s__akkermansia_muciniphila,0.67,0.29,0.32,0.062176,DBN_,T,TG
g__methionyl aminopeptidase,s__bacteroides_faecis,s__bacteroides_ovatus,0.97,0.2,0.28,0.05432,DBN_,T,TG
g__methionyl aminopeptidase,s__bacteroides_ovatus,s__bacteroides_finegoldii,0.2,0.96,0.27,0.05184,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__bacteroides_cellulosilyticus,s__haemophilus_parainfluenzae,0.82,0.18,0.35,0.05166,DBN_,T,TG
g__histidine kinase,s__bacteroides_faecis,s__clostridium_bolteae,0.48,0.62,0.13,0.038688,DBN_,T,TG
g__pyruvate carboxylase,s__bacteroides_cellulosilyticus,s__haemophilus_parainfluenzae,0.15,0.66,0.35,0.03465,DBN_,T,TG
g__phosphoglycerate kinase,s__bacteroides_ovatus,s__ruminococcus_torques,1,0.15,0.19,0.0285,DBN_,T,TG
g__methionyl aminopeptidase,s__eubacterium_siraeum,s__bacteroides_faecis,0.13,0.97,0.16,0.020176,DBN_,T,TG
g__histidine kinase,s__bacteroides_faecis,s__bacteroides_ovatus,0.48,0.15,0.28,0.02016,DBN_,T,TG
g__histidine kinase,s__bacteroides_ovatus,s__ruminococcus_torques,0.15,0.65,0.19,0.018525,DBN_,T,TG
g__phosphoglycerate kinase,s__faecalibacterium_prausnitzii,s__ruminococcus_torques,0.49,0.15,0.25,0.018375,DBN_,T,TG
g__beta-lactamase,s__eubacterium_siraeum,s__bacteroides_faecis,0.22,0.49,0.16,0.017248,DBN_,T,TG
g__dephospho-coa kinase,s__bacteroides_stercoris,s__haemophilus_parainfluenzae,1,0.16,0.1,0.016,DBN_,T,TG
g__dephospho-coa kinase,s__bacteroides_cellulosilyticus,s__haemophilus_parainfluenzae,0.27,0.16,0.35,0.01512,DBN_,T,TG
g__uridine kinase,s__eubacterium_siraeum,s__bacteroides_faecis,0.18,0.52,0.16,0.014976,DBN_,T,TG
g__endopeptidase clp,s__alistipes_shahii,s__roseburia_inulinivorans,0.12,0.13,0.94,0.014664,DBN_,T,TG
g__dihydrolipoyl dehydrogenase,s__ruminococcus_torques,s__akkermansia_muciniphila,0.35,0.35,0.11,0.013475,DBN_,T,TG
g__endopeptidase clp,s__bacteroides_cellulosilyticus,s__streptococcus_parasanguinis,0.11,0.75,0.12,0.0099,DBN_,T,TG
g__triose-phosphate isomerase,s__ruminococcus_torques,s__akkermansia_muciniphila,0.15,0.34,0.11,0.00561,DBN_,T,TG
g__histidine kinase,s__bacteroides_ovatus,s__bacteroides_cellulosilyticus,0.15,0.14,0.26,0.00546,DBN_,T,TG
g__endopeptidase clp,s__escherichia_coli,s__bacteroides_cellulosilyticus,0.1,0.11,0.38,0.00418,DBN_,T,TG
g__histidine kinase,s__bacteroides_cellulosilyticus,s__streptococcus_parasanguinis,0.14,0.12,0.12,0.002016,DBN_,T,TG
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__transaldolase,g__aspartate ammonia-lyase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__dephospho-coa kinase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_stercoris,g__thymidylate synthase,g__dephospho-coa kinase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__uridine kinase,g__dephospho-coa kinase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__dephospho-coa kinase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__endopeptidase clp,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,1,1,1,1,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_uniformis,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__glutamate dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__l-serine ammonia-lyase,1,1,1,1,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__l-serine ammonia-lyase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__phosphatidate cytidylyltransferase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__phosphatidate cytidylyltransferase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,1,1,1,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__superoxide dismutase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,m__hmdb01257,1,1,1,1,DBN_,GM,TGM
s__eubacterium_ventriosum,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,1,0.99,0.99,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__endopeptidase clp,0.99,1,1,0.99,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__glucose-1-phosphate adenylyltransferase,0.99,1,1,0.99,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__histidine kinase,0.99,1,1,0.99,DBN_,GM,TGM
s__bacteroides_stercoris,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,0.99,1,0.99,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__dephospho-coa kinase,0.98,1,1,0.98,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__uridine kinase,g__pyruvate carboxylase,1,1,0.98,0.98,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__pyruvate carboxylase,1,1,0.98,0.98,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__5-formyltetrahydrofolate cyclo-ligase,g__superoxide dismutase,0.98,1,1,0.98,DBN_,GM,TGM
s__bacteroides_uniformis,g__uridine kinase,g__pyruvate carboxylase,0.99,1,0.98,0.9702,DBN_,GM,TGM
s__clostridium_clostridioforme,g__l-serine ammonia-lyase,m__hmdb00630,1,1,0.97,0.97,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,1,1,0.97,0.97,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__pyruvate carboxylase,0.98,1,0.98,0.9604,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__phosphatidate cytidylyltransferase,0.97,0.99,1,0.9603,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.96,0.99,0.9504,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__dna-directed rna polymerase,1,0.99,0.95,0.9405,DBN_,GM,TGM
s__bifidobacterium_longum,g__phosphopyruvate hydratase,g__superoxide dismutase,0.96,0.97,1,0.9312,DBN_,GM,TGM
s__eubacterium_ventriosum,g__shikimate kinase,g__peptidylprolyl isomerase,1,1,0.92,0.92,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00289,g__phosphatidate cytidylyltransferase,0.99,0.91,1,0.9009,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__beta-lactamase,1,0.91,0.98,0.8918,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,0.89,0.89,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,1,1,0.89,0.89,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00056,0.87,1,1,0.87,DBN_,GM,TGM
s__bacteroides_xylanisolvens,g__5-formyltetrahydrofolate cyclo-ligase,g__superoxide dismutase,1,0.85,1,0.85,DBN_,GM,TGM
s__clostridium_clostridioforme,g__transaldolase,g__aldose 1-epimerase,1,1,0.84,0.84,DBN_,GM,TGM
s__eubacterium_ventriosum,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.84,0.99,0.8316,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__transaldolase,g__phosphopyruvate hydratase,1,0.98,0.84,0.8232,DBN_,GM,TGM
s__bifidobacterium_longum,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.82,1,0.82,DBN_,GM,TGM
s__clostridium_clostridioforme,g__transaldolase,g__aldose 1-epimerase,1,1,0.82,0.82,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00764,g__dna helicase,1,0.82,1,0.82,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__endopeptidase clp,1,1,0.82,0.82,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__histidine kinase,1,0.85,0.96,0.816,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00056,g__aldose 1-epimerase,1,0.92,0.88,0.8096,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.97,0.83,0.8051,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,g__uridine kinase,1,0.78,1,0.78,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__dna helicase,0.77,1,1,0.77,DBN_,GM,TGM
s__bacteroides_ovatus,g__dna helicase,m__hmdb00239,1,0.77,1,0.77,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__thymidylate synthase,0.97,1,0.79,0.7663,DBN_,GM,TGM
s__bacteroides_stercoris,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,1,0.76,0.76,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,g__peroxiredoxin,1,1,0.76,0.76,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.98,0.76,0.7448,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,g__peptidylprolyl isomerase,1,1,0.74,0.74,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,1,0.74,1,0.74,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,1,1,0.73,0.73,DBN_,GM,TGM
s__eubacterium_rectale,g__methionyl aminopeptidase,g__endopeptidase clp,1,1,0.73,0.73,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,g__peptidylprolyl isomerase,1,1,0.73,0.73,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__phosphoglycerate kinase,1,1,0.73,0.73,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.82,0.89,0.7298,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,1,0.99,0.73,0.7227,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,0.71,1,1,0.71,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.93,1,0.76,0.7068,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.93,0.76,0.7068,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__peroxiredoxin,0.99,1,0.71,0.7029,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.96,1,0.73,0.7008,DBN_,GM,TGM
s__roseburia_inulinivorans,g__glucose-1-phosphate adenylyltransferase,g__transaldolase,1,0.94,0.74,0.6956,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__dihydrolipoyl dehydrogenase,0.68,1,1,0.68,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,0.68,1,1,0.68,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,1,0.68,0.68,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,1,0.68,0.68,DBN_,GM,TGM
