confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__parabacteroides_distasonis,s__eubacterium_rectale,s__bacteroides_ovatus,0.64,0.59,0.85,0.32096,DBN_,T,TT
s__sutterella_wadsworthensis,s__roseburia_intestinalis,s__haemophilus_parainfluenzae,0.6,0.88,0.52,0.27456,DBN_,T,TT
s__ruminococcus_obeum,s__bacteroides_xylanisolvens,s__clostridium_bolteae,0.86,1,0.27,0.2322,DBN_,T,TT
s__dorea_formicigenerans,s__ruminococcus_torques,s__eubacterium_ventriosum,0.23,1,0.97,0.2231,DBN_,T,TT
s__bacteroides_massiliensis,s__bifidobacterium_longum,s__bacteroides_faecis,0.31,1,0.7,0.217,DBN_,T,TT
s__bacteroides_eggerthii,s__streptococcus_parasanguinis,s__clostridium_clostridioforme,0.98,1,0.22,0.2156,DBN_,T,TT
s__bacteroides_massiliensis,s__roseburia_intestinalis,s__bacteroides_faecis,0.25,1,0.78,0.195,DBN_,T,TT
s__dorea_formicigenerans,s__ruminococcus_torques,s__bacteroides_faecis,0.23,0.91,0.89,0.186277,DBN_,T,TT
s__parabacteroides_distasonis,s__roseburia_inulinivorans,s__eubacterium_rectale,1,0.64,0.25,0.16,DBN_,T,TT
s__bacteroides_eggerthii,s__alistipes_shahii,s__eubacterium_ventriosum,0.98,0.13,1,0.1274,DBN_,T,TT
s__clostridium_symbiosum,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,0.18,0.84,0.83,0.125496,DBN_,T,TT
s__ruminococcus_lactaris,s__bacteroides_caccae,s__odoribacter_splanchnicus,1,0.12,1,0.12,DBN_,T,TT
s__bacteroides_vulgatus,s__alistipes_shahii,s__eubacterium_ventriosum,0.12,1,1,0.12,DBN_,T,TT
s__veillonella_unclassified,s__bifidobacterium_longum,s__clostridium_clostridioforme,1,0.12,0.81,0.0972,DBN_,T,TT
s__ruminococcus_obeum,s__ruminococcus_torques,s__alistipes_shahii,0.87,0.79,0.14,0.096222,DBN_,T,TT
s__bacteroides_dorei,s__roseburia_intestinalis,s__bacteroides_faecis,0.13,0.81,0.78,0.082134,DBN_,T,TT
s__parabacteroides_distasonis,s__faecalibacterium_prausnitzii,s__eubacterium_siraeum,0.22,1,0.31,0.0682,DBN_,T,TT
s__peptostreptococcaceae_noname_unclassified,s__haemophilus_parainfluenzae,s__escherichia_coli,0.11,0.6,1,0.066,DBN_,T,TT
s__peptostreptococcaceae_noname_unclassified,s__bifidobacterium_longum,s__faecalibacterium_prausnitzii,0.1,0.98,0.66,0.06468,DBN_,T,TT
s__parabacteroides_unclassified,s__bacteroides_finegoldii,s__eubacterium_ventriosum,0.44,0.17,0.72,0.053856,DBN_,T,TT
s__bacteroides_dorei,s__roseburia_intestinalis,s__bacteroides_uniformis,0.13,0.35,1,0.0455,DBN_,T,TT
s__anaerostipes_hadrus,s__bacteroides_uniformis,s__escherichia_coli,0.29,0.35,0.36,0.03654,DBN_,T,TT
s__bacteroides_massiliensis,s__bifidobacterium_longum,s__faecalibacterium_prausnitzii,0.31,0.13,0.66,0.026598,DBN_,T,TT
s__bacteroides_massiliensis,s__faecalibacterium_prausnitzii,s__roseburia_intestinalis,0.13,0.25,0.47,0.015275,DBN_,T,TT
s__ruminococcus_bromii,s__bacteroides_caccae,s__streptococcus_parasanguinis,1,0.1,0.15,0.015,DBN_,T,TT
s__bacteroides_eggerthii,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,0.85,0.13,0.13,0.014365,DBN_,T,TT
s__peptostreptococcaceae_noname_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,0.1,0.11,0.83,0.00913,DBN_,T,TT
m__hmdb01257,s__clostridium_bolteae,s__odoribacter_splanchnicus,1,0.89,0.95,0.8455,DBN_,T,TM
m__hmdb00056,s__eubacterium_rectale,s__ruminococcus_torques,0.79,1,0.99,0.7821,DBN_,T,TM
m__hmdb00056,s__bacteroides_caccae,s__bacteroides_uniformis,1,0.96,0.75,0.72,DBN_,T,TM
m__hmdb00020,s__roseburia_intestinalis,s__eubacterium_rectale,0.78,0.94,0.55,0.40326,DBN_,T,TM
m__hmdb00239,s__bacteroides_faecis,s__bacteroides_ovatus,0.36,1,1,0.36,DBN_,T,TM
m__hmdb00030,s__bacteroides_finegoldii,s__eubacterium_ventriosum,0.96,0.52,0.72,0.359424,DBN_,T,TM
m__hmdb01257,s__bifidobacterium_longum,s__clostridium_bolteae,0.78,1,0.46,0.3588,DBN_,T,TM
m__hmdb00043,s__bacteroides_stercoris,s__eubacterium_ventriosum,0.81,1,0.28,0.2268,DBN_,T,TM
m__hmdb01257,s__odoribacter_splanchnicus,s__clostridium_bolteae,0.89,1,0.24,0.2136,DBN_,T,TM
m__hmdb00056,s__bacteroides_uniformis,s__eubacterium_rectale,0.96,0.79,0.28,0.212352,DBN_,T,TM
m__hmdb02322,s__bacteroides_fragilis,s__bacteroides_ovatus,1,0.94,0.15,0.141,DBN_,T,TM
m__hmdb01257,s__eubacterium_rectale,s__bacteroides_ovatus,0.17,0.84,0.85,0.12138,DBN_,T,TM
m__hmdb01257,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,0.89,1,0.13,0.1157,DBN_,T,TM
m__hmdb02322,s__bacteroides_faecis,s__bacteroides_ovatus,0.1,0.94,1,0.094,DBN_,T,TM
m__hmdb00020,s__alistipes_shahii,s__bacteroides_caccae,0.18,0.33,0.93,0.055242,DBN_,T,TM
m__hmdb00056,s__bacteroides_faecis,s__odoribacter_splanchnicus,0.26,0.8,0.17,0.03536,DBN_,T,TM
m__hmdb00619,s__odoribacter_splanchnicus,s__bacteroides_xylanisolvens,0.19,0.31,0.59,0.034751,DBN_,T,TM
m__hmdb00630,s__streptococcus_parasanguinis,s__clostridium_clostridioforme,0.59,0.26,0.22,0.033748,DBN_,T,TM
m__hmdb00030,s__akkermansia_muciniphila,s__eubacterium_siraeum,1,0.14,0.23,0.0322,DBN_,T,TM
m__hmdb01257,s__bifidobacterium_longum,s__eubacterium_rectale,0.78,0.17,0.19,0.025194,DBN_,T,TM
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__alistipes_shahii,1,1,1,1,DBN_,T,TG
g__rna helicase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,1,1,1,1,DBN_,T,TG
g__glutamate decarboxylase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,0.99,1,1,0.99,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__odoribacter_splanchnicus,1,1,0.95,0.95,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bifidobacterium_longum,s__roseburia_inulinivorans,1,0.95,0.96,0.912,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__alistipes_shahii,s__odoribacter_splanchnicus,1,1,0.86,0.86,DBN_,T,TG
g__superoxide dismutase,s__bacteroides_caccae,s__bacteroides_uniformis,0.87,0.86,0.75,0.56115,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__clostridium_bolteae,s__odoribacter_splanchnicus,0.57,1,0.95,0.5415,DBN_,T,TG
g__shikimate kinase,s__bifidobacterium_longum,s__roseburia_inulinivorans,0.51,1,0.96,0.4896,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__ruminococcus_torques,s__streptococcus_parasanguinis,0.97,0.57,0.88,0.486552,DBN_,T,TG
g__aspartate ammonia-lyase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,1,0.43,1,0.43,DBN_,T,TG
g__dna-directed rna polymerase,s__bacteroides_finegoldii,s__eubacterium_ventriosum,0.85,0.57,0.72,0.34884,DBN_,T,TG
g__dna-directed rna polymerase,s__alistipes_shahii,s__bacteroides_finegoldii,0.36,0.85,0.75,0.2295,DBN_,T,TG
g__dna-directed rna polymerase,s__alistipes_shahii,s__eubacterium_ventriosum,0.36,0.57,1,0.2052,DBN_,T,TG
g__3-methyl-2-oxobutanoate hydroxymethyltransferase,s__bacteroides_stercoris,s__eubacterium_siraeum,1,0.77,0.24,0.1848,DBN_,T,TG
g__glutamate decarboxylase,s__eubacterium_rectale,s__klebsiella_pneumoniae,0.19,0.99,0.96,0.180576,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__roseburia_inulinivorans,s__eubacterium_rectale,0.95,0.7,0.25,0.16625,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__streptococcus_parasanguinis,1,0.57,0.28,0.1596,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bifidobacterium_longum,s__eubacterium_rectale,1,0.7,0.19,0.133,DBN_,T,TG
g__shikimate kinase,s__roseburia_inulinivorans,s__eubacterium_rectale,1,0.5,0.25,0.125,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__ruminococcus_torques,s__eubacterium_ventriosum,0.97,0.11,0.97,0.103499,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__bacteroides_fragilis,s__odoribacter_splanchnicus,0.66,1,0.15,0.099,DBN_,T,TG
g__superoxide dismutase,s__clostridium_bolteae,s__bifidobacterium_longum,0.58,0.12,0.8,0.05568,DBN_,T,TG
g__glutamate decarboxylase,s__eubacterium_rectale,s__streptococcus_parasanguinis,0.19,1,0.26,0.0494,DBN_,T,TG
g__shikimate kinase,s__bifidobacterium_longum,s__eubacterium_rectale,0.51,0.5,0.19,0.04845,DBN_,T,TG
g__superoxide dismutase,s__bifidobacterium_longum,s__clostridium_bolteae,0.12,0.58,0.46,0.032016,DBN_,T,TG
g__uridine kinase,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,1,0.21,0.13,0.0273,DBN_,T,TG
g__dephospho-coa kinase,s__bacteroides_faecis,s__odoribacter_splanchnicus,0.13,1,0.17,0.0221,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,1,0.11,0.13,0.0143,DBN_,T,TG
g__superoxide dismutase,s__clostridium_bolteae,s__bacteroides_faecis,0.58,0.1,0.15,0.0087,DBN_,T,TG
g__superoxide dismutase,s__bifidobacterium_longum,s__bacteroides_faecis,0.12,0.1,0.7,0.0084,DBN_,T,TG
s__anaerotruncus_colihominis,m__hmdb00056,s__bacteroides_caccae,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__ruminococcus_torques,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,m__hmdb00056,s__ruminococcus_torques,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,m__hmdb00056,1,1,1,1,DBN_,TM,TTM
s__c2likevirus_unclassified,s__eubacterium_rectale,s__roseburia_inulinivorans,1,1,1,1,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00043,s__bacteroides_ovatus,1,0.99,1,0.99,DBN_,TM,TTM
s__veillonella_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,1,0.99,0.99,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.99,0.99,DBN_,TM,TTM
s__c2likevirus_unclassified,s__haemophilus_parainfluenzae,s__faecalibacterium_prausnitzii,0.98,1,1,0.98,DBN_,TM,TTM
s__c2likevirus_unclassified,s__eubacterium_rectale,s__escherichia_coli,1,1,0.96,0.96,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_stercoris,1,1,0.94,0.94,DBN_,TM,TTM
s__clostridium_citroniae,m__hmdb00239,s__bacteroides_ovatus,0.88,1,1,0.88,DBN_,TM,TTM
s__clostridium_citroniae,s__bacteroides_ovatus,m__hmdb00239,1,0.88,1,0.88,DBN_,TM,TTM
s__bacteroides_dorei,s__bacteroides_ovatus,m__hmdb00014,0.84,1,1,0.84,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,s__roseburia_intestinalis,0.83,0.97,1,0.8051,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00630,0.79,1,1,0.79,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00089,0.79,1,1,0.79,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00089,s__clostridium_clostridioforme,1,0.79,1,0.79,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb02322,0.79,1,0.97,0.7663,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00296,0.79,0.93,0.98,0.720006,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__bacteroides_faecis,0.99,1,0.69,0.6831,DBN_,TM,TTM
s__anaerostipes_hadrus,s__roseburia_inulinivorans,m__hmdb00764,0.99,1,0.66,0.6534,DBN_,TM,TTM
s__bacteroides_eggerthii,m__hmdb00289,s__streptococcus_parasanguinis,0.97,1,0.58,0.5626,DBN_,TM,TTM
s__clostridium_asparagiforme,s__odoribacter_splanchnicus,m__hmdb00619,1,0.47,0.99,0.4653,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00030,0.49,0.89,1,0.4361,DBN_,TM,TTM
s__eubacterium_eligens,s__clostridium_clostridioforme,m__hmdb02322,0.44,0.99,0.97,0.422532,DBN_,TM,TTM
s__dorea_formicigenerans,s__eubacterium_ventriosum,m__hmdb00043,0.88,0.43,1,0.3784,DBN_,TM,TTM
s__bacteroides_dorei,m__hmdb00043,s__bacteroides_ovatus,0.45,0.84,1,0.378,DBN_,TM,TTM
s__bacteroides_dorei,s__eubacterium_ventriosum,m__hmdb00014,0.37,1,1,0.37,DBN_,TM,TTM
s__bacteroides_eggerthii,s__ruminococcus_torques,m__hmdb00289,0.4,0.97,0.94,0.36472,DBN_,TM,TTM
s__anaerostipes_hadrus,m__hmdb00251,s__roseburia_inulinivorans,0.38,0.99,0.94,0.353628,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__akkermansia_muciniphila,0.98,0.8,0.42,0.32928,DBN_,TM,TTM
s__bacteroides_eggerthii,m__hmdb00209,s__bacteroides_xylanisolvens,0.69,0.54,0.69,0.257094,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,m__hmdb00209,0.83,0.36,0.86,0.256968,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00014,0.79,0.33,0.98,0.255486,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00195,s__odoribacter_splanchnicus,0.25,1,0.99,0.2475,DBN_,TM,TTM
s__oscillibacter_unclassified,s__eubacterium_siraeum,m__hmdb00239,0.36,0.71,0.86,0.219816,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00630,s__clostridium_clostridioforme,1,0.79,0.26,0.2054,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,m__hmdb00043,0.46,0.43,0.92,0.181976,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00630,0.17,0.98,1,0.1666,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00014,0.17,1,0.98,0.1666,DBN_,TM,TTM
s__bacteroides_dorei,s__eubacterium_ventriosum,m__hmdb00043,0.37,0.45,1,0.1665,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00089,0.17,0.94,1,0.1598,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00089,s__clostridium_clostridioforme,0.94,0.17,1,0.1598,DBN_,TM,TTM
s__eubacterium_eligens,m__hmdb02322,s__bacteroides_stercoris,0.99,0.33,0.47,0.153549,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00239,s__bacteroides_ovatus,0.15,0.99,1,0.1485,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,m__hmdb00239,0.99,0.15,1,0.1485,DBN_,TM,TTM
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,m__hmdb00195,0.94,0.86,0.18,0.145512,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00619,s__bacteroides_xylanisolvens,0.47,0.97,0.31,0.141329,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00209,0.49,0.3,0.86,0.12642,DBN_,TM,TTM
s__parabacteroides_unclassified,s__klebsiella_pneumoniae,s__clostridium_clostridioforme,1,0.17,0.74,0.1258,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,s__alistipes_shahii,m__hmdb00030,0.9,0.13,1,0.117,DBN_,TM,TTM
s__bacteroides_massiliensis,s__eubacterium_ventriosum,m__hmdb00043,0.11,1,1,0.11,DBN_,TM,TTM
s__anaerostipes_hadrus,s__eubacterium_siraeum,m__hmdb00251,0.29,0.38,0.99,0.109098,DBN_,TM,TTM
s__clostridium_symbiosum,s__roseburia_intestinalis,m__hmdb00020,0.32,0.34,1,0.1088,DBN_,TM,TTM
s__veillonella_unclassified,m__hmdb01149,s__haemophilus_parainfluenzae,0.1,1,1,0.1,DBN_,TM,TTM
s__veillonella_unclassified,s__bacteroides_fragilis,s__bifidobacterium_longum,0.83,1,0.12,0.0996,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,m__hmdb00030,0.83,0.12,1,0.0996,DBN_,TM,TTM
s__anaerostipes_hadrus,s__roseburia_inulinivorans,m__hmdb00195,0.99,0.1,1,0.099,DBN_,TM,TTM
s__lachnospiraceae_bacterium_5_1_63faa,m__hmdb01257,s__bacteroides_ovatus,1,0.11,0.84,0.0924,DBN_,TM,TTM
s__bacteroides_dorei,s__bacteroides_ovatus,m__hmdb00209,0.84,0.15,0.72,0.09072,DBN_,TM,TTM
s__veillonella_unclassified,m__hmdb01149,s__bifidobacterium_longum,0.1,1,0.9,0.09,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00619,s__odoribacter_splanchnicus,0.47,1,0.19,0.0893,DBN_,TM,TTM
s__dorea_formicigenerans,m__hmdb01149,s__eubacterium_ventriosum,0.26,0.88,0.39,0.089232,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00056,s__odoribacter_splanchnicus,0.99,0.11,0.8,0.08712,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,m__hmdb00239,0.63,0.71,0.14,0.062622,DBN_,TM,TTM
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,s__akkermansia_muciniphila,0.94,0.12,0.53,0.059784,DBN_,TM,TTM
s__oscillibacter_unclassified,s__eubacterium_siraeum,m__hmdb00097,0.36,0.16,0.99,0.057024,DBN_,TM,TTM
s__bacteroides_vulgatus,m__hmdb01149,s__eubacterium_ventriosum,0.38,0.37,0.39,0.054834,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,m__hmdb00195,0.63,0.79,0.11,0.054747,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00239,s__bacteroides_faecis,0.15,1,0.36,0.054,DBN_,TM,TTM
s__barnesiella_intestinihominis,m__hmdb00030,s__eubacterium_ventriosum,0.64,0.16,0.52,0.053248,DBN_,TM,TTM
s__lachnospiraceae_bacterium_5_1_63faa,s__bacteroides_ovatus,m__hmdb01257,0.11,1,0.48,0.0528,DBN_,TM,TTM
s__ruminococcus_bromii,s__odoribacter_splanchnicus,m__hmdb00619,0.11,0.45,0.99,0.049005,DBN_,TM,TTM
s__veillonella_unclassified,s__bacteroides_fragilis,m__hmdb01149,0.83,0.1,0.59,0.04897,DBN_,TM,TTM
s__parabacteroides_unclassified,s__klebsiella_pneumoniae,m__hmdb00764,1,0.3,0.16,0.048,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__clostridium_clostridioforme,0.98,0.17,0.26,0.043316,DBN_,TM,TTM
s__bacteroides_eggerthii,s__alistipes_shahii,m__hmdb01257,0.11,0.74,0.52,0.042328,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00764,s__klebsiella_pneumoniae,0.3,1,0.13,0.039,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,m__hmdb00097,s__bacteroides_faecis,0.36,0.94,0.11,0.037224,DBN_,TM,TTM
s__alistipes_putredinis,s__eubacterium_siraeum,m__hmdb00097,0.2,0.14,0.99,0.02772,DBN_,TM,TTM
s__oscillibacter_unclassified,m__hmdb00097,s__eubacterium_siraeum,0.16,0.36,0.48,0.027648,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__bacteroides_fragilis,m__hmdb01149,0.21,0.17,0.59,0.021063,DBN_,TM,TTM
s__oscillibacter_unclassified,m__hmdb00097,s__bacteroides_cellulosilyticus,0.16,0.63,0.16,0.016128,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,m__hmdb02322,s__bacteroides_faecis,0.16,0.94,0.1,0.01504,DBN_,TM,TTM
s__alistipes_putredinis,m__hmdb00097,s__eubacterium_siraeum,0.14,0.2,0.48,0.01344,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,s__bacteroides_faecis,0.46,0.15,0.17,0.01173,DBN_,TM,TTM
s__bacteroides_eggerthii,s__ruminococcus_torques,s__alistipes_shahii,0.4,0.11,0.26,0.01144,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00619,s__odoribacter_splanchnicus,0.45,0.11,0.19,0.009405,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00289,s__odoribacter_splanchnicus,0.22,0.11,0.11,0.002662,DBN_,TM,TTM
s__eubacterium_ventriosum,m__hmdb00043,g__acetyl-coa c-acetyltransferase,1,1,1,1,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__superoxide dismutase,1,1,1,1,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00089,m__hmdb00630,1,1,1,1,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,1,1,1,1,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,m__hmdb01149,1,1,1,1,DBN_,GM,TGM
s__eubacterium_ventriosum,m__hmdb00043,g__acetyl-coa c-acetyltransferase,1,1,0.99,0.99,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,g__dihydrolipoyl dehydrogenase,0.97,1,1,0.97,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00089,1,1,0.97,0.97,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,m__hmdb00630,0.97,0.96,1,0.9312,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__dephospho-coa kinase,0.91,1,0.99,0.9009,DBN_,GM,TGM
s__alistipes_shahii,g__methionyl aminopeptidase,m__hmdb00030,1,1,0.9,0.9,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__thymidylate synthase,1,0.92,0.97,0.8924,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__pyruvate carboxylase,0.95,0.97,0.94,0.86621,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00209,m__hmdb00097,1,1,0.86,0.86,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__pyruvate carboxylase,0.95,0.97,0.93,0.856995,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__peptidylprolyl isomerase,0.95,0.9,1,0.855,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dna-directed rna polymerase,g__rna helicase,0.99,1,0.85,0.8415,DBN_,GM,TGM
s__alistipes_shahii,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.93,1,0.9,0.837,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__fructose-bisphosphate aldolase,1,1,0.83,0.83,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00014,g__aspartate ammonia-lyase,0.88,0.91,0.99,0.792792,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__transaldolase,0.79,1,1,0.79,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,m__hmdb00089,0.99,0.82,0.97,0.787446,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.85,1,0.9,0.765,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,m__hmdb00630,0.79,0.96,1,0.7584,DBN_,GM,TGM
