confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
m__hmdb00056,s__bacteroides_faecis,s__odoribacter_splanchnicus,0.21,0.77,0.11,0.017787,DBN_,T,TM
m__hmdb00630,s__streptococcus_parasanguinis,s__clostridium_clostridioforme,0.6,0.16,0.1,0.0096,DBN_,T,TM
g__5-formyltetrahydrofolate cyclo-ligase,s__alistipes_shahii,s__clostridium_bolteae,1,1,0.99,0.99,DBN_,T,TG
g__rna helicase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,0.99,1,1,0.99,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__alistipes_shahii,1,1,0.98,0.98,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__eubacterium_rectale,s__roseburia_inulinivorans,0.7,0.93,1,0.651,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__odoribacter_splanchnicus,1,1,0.65,0.65,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__alistipes_shahii,s__odoribacter_splanchnicus,1,1,0.57,0.57,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__clostridium_bolteae,s__odoribacter_splanchnicus,0.5,1,0.65,0.325,DBN_,T,TG
g__dna-directed rna polymerase,s__bacteroides_finegoldii,s__eubacterium_ventriosum,0.8,0.48,0.71,0.27264,DBN_,T,TG
g__dna-directed rna polymerase,s__alistipes_shahii,s__eubacterium_ventriosum,0.38,0.48,1,0.1824,DBN_,T,TG
g__superoxide dismutase,s__bacteroides_caccae,s__bacteroides_uniformis,0.84,0.87,0.22,0.160776,DBN_,T,TG
g__beta-lactamase,s__bacteroides_thetaiotaomicron,s__bacteroides_xylanisolvens,0.12,1,1,0.12,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__roseburia_inulinivorans,s__eubacterium_rectale,0.93,0.7,0.18,0.11718,DBN_,T,TG
g__shikimate kinase,s__eubacterium_rectale,s__roseburia_inulinivorans,0.2,0.51,1,0.102,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,0.1,0.93,1,0.093,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__eubacterium_rectale,s__bacteroides_thetaiotaomicron,0.7,0.1,0.89,0.0623,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__roseburia_inulinivorans,s__bacteroides_thetaiotaomicron,0.93,0.1,0.39,0.03627,DBN_,T,TG
g__shikimate kinase,s__roseburia_inulinivorans,s__eubacterium_rectale,0.51,0.2,0.18,0.01836,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,s__eubacterium_rectale,0.1,0.7,0.24,0.0168,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,s__bifidobacterium_longum,0.1,0.84,0.11,0.00924,DBN_,T,TG
s__anaerotruncus_colihominis,m__hmdb00056,s__bacteroides_caccae,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__ruminococcus_torques,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,m__hmdb00056,s__ruminococcus_torques,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,m__hmdb00056,1,1,1,1,DBN_,TM,TTM
s__c2likevirus_unclassified,s__escherichia_coli,s__faecalibacterium_prausnitzii,0.99,1,1,0.99,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.98,0.98,DBN_,TM,TTM
s__c2likevirus_unclassified,s__eubacterium_rectale,s__roseburia_inulinivorans,1,0.98,0.98,0.9604,DBN_,TM,TTM
s__c2likevirus_unclassified,s__eubacterium_rectale,s__escherichia_coli,1,0.99,0.91,0.9009,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_stercoris,1,1,0.9,0.9,DBN_,TM,TTM
s__clostridium_citroniae,m__hmdb00239,s__bacteroides_ovatus,0.81,1,1,0.81,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00043,s__bacteroides_ovatus,1,0.81,1,0.81,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00630,0.73,1,1,0.73,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00089,0.73,1,1,0.73,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00089,s__clostridium_clostridioforme,1,0.73,1,0.73,DBN_,TM,TTM
s__dorea_formicigenerans,s__eubacterium_ventriosum,m__hmdb00043,0.99,0.68,1,0.6732,DBN_,TM,TTM
s__dorea_formicigenerans,m__hmdb00043,s__eubacterium_ventriosum,0.68,0.99,1,0.6732,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb02322,0.73,0.94,0.89,0.610718,DBN_,TM,TTM
s__clostridium_citroniae,s__bacteroides_ovatus,m__hmdb00239,1,0.81,0.69,0.5589,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__bacteroides_faecis,0.81,1,0.67,0.5427,DBN_,TM,TTM
s__veillonella_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,1,0.53,0.53,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00030,0.45,0.91,1,0.4095,DBN_,TM,TTM
s__bacteroides_dorei,s__eubacterium_ventriosum,m__hmdb00014,0.43,1,0.77,0.3311,DBN_,TM,TTM
s__clostridium_asparagiforme,s__odoribacter_splanchnicus,m__hmdb00619,1,0.33,0.99,0.3267,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00296,0.73,0.46,0.97,0.325726,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00630,0.24,0.99,1,0.2376,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00089,0.24,0.96,1,0.2304,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00089,s__clostridium_clostridioforme,0.96,0.24,1,0.2304,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__akkermansia_muciniphila,0.99,0.66,0.33,0.215622,DBN_,TM,TTM
s__parabacteroides_unclassified,s__klebsiella_pneumoniae,s__clostridium_clostridioforme,1,0.24,0.72,0.1728,DBN_,TM,TTM
s__bacteroides_eggerthii,m__hmdb00289,s__streptococcus_parasanguinis,0.98,1,0.16,0.1568,DBN_,TM,TTM
s__bacteroides_dorei,s__eubacterium_ventriosum,m__hmdb00043,0.43,0.31,1,0.1333,DBN_,TM,TTM
s__bacteroides_dorei,m__hmdb00043,s__eubacterium_ventriosum,0.31,0.43,1,0.1333,DBN_,TM,TTM
s__veillonella_unclassified,m__hmdb01149,s__haemophilus_parainfluenzae,0.15,1,0.84,0.126,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00630,s__clostridium_clostridioforme,1,0.73,0.16,0.1168,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00056,s__odoribacter_splanchnicus,0.99,0.15,0.77,0.114345,DBN_,TM,TTM
s__veillonella_unclassified,s__bacteroides_fragilis,s__bifidobacterium_longum,0.67,1,0.17,0.1139,DBN_,TM,TTM
s__anaerostipes_hadrus,s__eubacterium_siraeum,m__hmdb00251,0.32,0.35,0.95,0.1064,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__bacteroides_fragilis,m__hmdb01149,0.33,0.62,0.52,0.106392,DBN_,TM,TTM
s__eubacterium_eligens,s__clostridium_clostridioforme,m__hmdb02322,0.12,0.98,0.89,0.104664,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00239,s__bacteroides_ovatus,0.11,0.81,1,0.0891,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00209,0.45,0.34,0.52,0.07956,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00014,0.24,1,0.27,0.0648,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,m__hmdb00239,0.81,0.11,0.69,0.061479,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00619,s__odoribacter_splanchnicus,0.33,1,0.18,0.0594,DBN_,TM,TTM
s__ruminococcus_bromii,s__odoribacter_splanchnicus,m__hmdb00619,0.15,0.38,0.99,0.05643,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,m__hmdb00195,0.54,0.74,0.14,0.055944,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00195,s__odoribacter_splanchnicus,0.19,1,0.29,0.0551,DBN_,TM,TTM
s__veillonella_unclassified,s__bacteroides_fragilis,m__hmdb01149,0.67,0.15,0.52,0.05226,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__clostridium_clostridioforme,0.99,0.24,0.16,0.038016,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,m__hmdb00097,s__bacteroides_faecis,0.3,0.96,0.12,0.03456,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,m__hmdb00195,0.57,0.12,0.41,0.028044,DBN_,TM,TTM
s__anaerostipes_hadrus,m__hmdb00251,s__eubacterium_siraeum,0.35,0.32,0.16,0.01792,DBN_,TM,TTM
s__parabacteroides_unclassified,s__klebsiella_pneumoniae,m__hmdb00764,1,0.12,0.14,0.0168,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00619,s__odoribacter_splanchnicus,0.38,0.15,0.18,0.01026,DBN_,TM,TTM
s__alistipes_putredinis,s__eubacterium_siraeum,m__hmdb00097,0.27,0.1,0.35,0.00945,DBN_,TM,TTM
s__alistipes_putredinis,m__hmdb00097,s__eubacterium_siraeum,0.1,0.27,0.27,0.00729,DBN_,TM,TTM
s__eubacterium_ventriosum,m__hmdb00043,g__acetyl-coa c-acetyltransferase,1,1,1,1,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00089,m__hmdb00630,1,1,1,1,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,1,1,1,1,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__superoxide dismutase,1,1,0.98,0.98,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00089,1,1,0.96,0.96,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__dephospho-coa kinase,0.94,1,1,0.94,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,g__dihydrolipoyl dehydrogenase,0.91,1,1,0.91,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00030,1,0.94,0.95,0.893,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,m__hmdb01149,0.87,1,0.99,0.8613,DBN_,GM,TGM
s__alistipes_shahii,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.94,1,0.89,0.8366,DBN_,GM,TGM
s__alistipes_shahii,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.94,1,0.87,0.8178,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,m__hmdb01149,0.87,1,0.89,0.7743,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__fructose-bisphosphate aldolase,1,1,0.76,0.76,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.81,1,0.89,0.7209,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.81,1,0.87,0.7047,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__uridine kinase,0.94,1,0.64,0.6016,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__aldose 1-epimerase,g__triose-phosphate isomerase,0.99,0.85,0.71,0.597465,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00209,m__hmdb00097,1,0.87,0.68,0.5916,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.98,0.6,1,0.588,DBN_,GM,TGM
s__bacteroides_fragilis,g__aspartate ammonia-lyase,g__peroxiredoxin,1,1,0.58,0.58,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__dna helicase,0.56,1,1,0.56,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.98,0.6,0.94,0.55272,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__l-serine ammonia-lyase,0.94,1,0.58,0.5452,DBN_,GM,TGM
s__akkermansia_muciniphila,g__methionyl aminopeptidase,g__dephospho-coa kinase,1,0.68,0.8,0.544,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__peptidylprolyl isomerase,0.7,0.77,1,0.539,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__transaldolase,0.52,1,1,0.52,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__pyruvate carboxylase,0.7,0.74,0.97,0.50246,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00764,1,0.8,0.61,0.488,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__pyruvate carboxylase,0.7,0.74,0.94,0.48692,DBN_,GM,TGM
s__bacteroides_stercoris,g__methionyl aminopeptidase,g__dephospho-coa kinase,0.59,1,0.8,0.472,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__rna helicase,0.44,1,1,0.44,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__peptidylprolyl isomerase,0.44,0.99,1,0.4356,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00209,m__hmdb00097,1,0.87,0.48,0.4176,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00056,g__transaldolase,0.6,0.87,0.77,0.40194,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__phosphoglycerate kinase,0.65,0.82,0.73,0.38909,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,g__phosphoglycerate kinase,0.87,0.91,0.46,0.364182,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__phosphopyruvate hydratase,0.87,0.91,0.46,0.364182,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.94,0.9,0.43,0.36378,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00056,g__transaldolase,0.6,0.87,0.63,0.32886,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00764,1,0.8,0.38,0.304,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00296,1,0.49,0.62,0.3038,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__thymidylate synthase,0.98,0.33,0.93,0.300762,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__triose-phosphate isomerase,0.44,0.85,0.8,0.2992,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__thymidylate synthase,0.6,1,0.48,0.288,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__rna helicase,g__fructose-bisphosphate aldolase,1,1,0.28,0.28,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,m__hmdb00056,1,0.6,0.46,0.276,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__glutamate dehydrogenase,0.94,1,0.29,0.2726,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__triose-phosphate isomerase,0.44,0.85,0.72,0.26928,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.99,1,0.27,0.2673,DBN_,GM,TGM
s__bacteroides_finegoldii,g__5-formyltetrahydrofolate cyclo-ligase,m__hmdb00764,0.44,0.8,0.75,0.264,DBN_,GM,TGM
s__ruminococcus_torques,g__3-hydroxybutyryl-coa dehydrogenase,g__dna helicase,0.41,0.64,0.97,0.254528,DBN_,GM,TGM
s__akkermansia_muciniphila,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.34,1,0.7,0.238,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,m__hmdb00014,0.94,0.38,0.66,0.235752,DBN_,GM,TGM
s__haemophilus_parainfluenzae,m__hmdb01149,m__hmdb02322,0.72,0.99,0.33,0.235224,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,1,0.85,0.27,0.2295,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__histidine kinase,0.6,0.38,0.99,0.22572,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00296,g__3-hydroxybutyryl-coa dehydrogenase,0.73,0.6,0.49,0.21462,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__dna-directed rna polymerase,0.98,0.22,0.95,0.20482,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,g__dna-directed rna polymerase,0.91,0.22,1,0.2002,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__glutamate dehydrogenase,0.94,1,0.21,0.1974,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__phosphopyruvate hydratase,0.7,0.85,0.33,0.19635,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00020,1,0.6,0.32,0.192,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,g__dephospho-coa kinase,1,1,0.19,0.19,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00289,g__shikimate kinase,0.99,1,0.19,0.1881,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__dna helicase,0.18,1,0.97,0.1746,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00619,g__3-hydroxybutyryl-coa dehydrogenase,0.81,0.56,0.38,0.172368,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.52,0.33,0.1716,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,1,0.85,0.2,0.17,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,1,0.16,0.16,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__dihydrolipoyl dehydrogenase,0.87,1,0.18,0.1566,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb01257,m__hmdb00296,1,0.19,0.8,0.152,DBN_,GM,TGM
s__eubacterium_siraeum,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00619,0.56,0.81,0.33,0.149688,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.81,0.18,1,0.1458,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,g__histidine kinase,0.8,0.38,0.46,0.13984,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.81,0.18,0.94,0.137052,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,m__hmdb00296,0.8,0.28,0.61,0.13664,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__thymidylate synthase,0.81,0.17,0.93,0.128061,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__triose-phosphate isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.85,1,0.15,0.1275,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__aldose 1-epimerase,0.44,0.99,0.29,0.126324,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphoglycerate kinase,g__histidine kinase,0.82,0.16,0.95,0.12464,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__endopeptidase clp,g__triose-phosphate isomerase,0.72,0.88,0.19,0.120384,DBN_,GM,TGM
s__eubacterium_siraeum,g__phosphoglycerate kinase,m__hmdb00097,0.91,0.87,0.15,0.118755,DBN_,GM,TGM
s__roseburia_intestinalis,g__glutamate decarboxylase,g__fructose-bisphosphate aldolase,0.84,0.92,0.15,0.11592,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,1,1,0.11,0.11,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00289,g__transaldolase,0.99,0.99,0.11,0.107811,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__histidine kinase,0.65,0.16,0.99,0.10296,DBN_,GM,TGM
s__roseburia_intestinalis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,0.92,1,0.11,0.1012,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__fructose-bisphosphate aldolase,1,1,0.1,0.1,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00030,m__hmdb00239,1,0.1,1,0.1,DBN_,GM,TGM
s__clostridium_bolteae,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.77,0.48,0.27,0.099792,DBN_,GM,TGM
s__bacteroides_faecis,g__glutamate decarboxylase,g__aldose 1-epimerase,0.4,0.86,0.29,0.09976,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.99,1,0.1,0.099,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00030,m__hmdb00239,1,0.1,0.99,0.099,DBN_,GM,TGM
s__eubacterium_siraeum,g__3-hydroxybutyryl-coa dehydrogenase,g__dna helicase,0.56,0.18,0.97,0.097776,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00056,g__thymidylate synthase,0.6,0.33,0.49,0.09702,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,g__transaldolase,1,0.87,0.11,0.0957,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__rna helicase,g__dna helicase,1,0.34,0.28,0.0952,DBN_,GM,TGM
s__haemophilus_parainfluenzae,m__hmdb01149,m__hmdb02322,0.72,0.99,0.13,0.092664,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb00619,g__glutamate decarboxylase,0.21,0.44,1,0.0924,DBN_,GM,TGM
s__clostridium_bolteae,g__pyruvate carboxylase,m__hmdb01257,0.74,0.23,0.5,0.0851,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb01257,g__glutamate dehydrogenase,0.53,1,0.16,0.0848,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.82,0.1,0.082,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dephospho-coa kinase,g__glutamate dehydrogenase,0.68,1,0.12,0.0816,DBN_,GM,TGM
s__bacteroides_uniformis,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.22,0.41,0.89,0.080278,DBN_,GM,TGM
s__bacteroides_uniformis,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.22,0.41,0.87,0.078474,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.52,0.15,0.078,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb00619,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.21,1,0.37,0.0777,DBN_,GM,TGM
