confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
g__thymidylate_synthase,s__eubacterium_rectale,s__bacteroides_caccae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__transaldolase,s__bacteroides_faecis,s__alistipes_shahii,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__5formyltetrahydrofolate_cycloligase,s__bacteroides_faecis,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__transaldolase,s__bacteroides_faecis,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__uridine_kinase,s__bacteroides_faecis,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__thymidylate_synthase,s__bacteroides_faecis,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__methionyl_aminopeptidase,s__bacteroides_faecis,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__phosphatidate_cytidylyltransferase,s__bacteroides_stercoris,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_stercoris,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__phosphatidate_cytidylyltransferase,s__clostridium_bolteae,s__bacteroides_stercoris,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__peroxiredoxin,s__clostridium_bolteae,s__bacteroides_stercoris,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__glutamate_decarboxylase,s__bacteroides_cellulosilyticus,s__bacteroides_thetaiotaomicron,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__acetylcoa_cacetyltransferase,s__bacteroides_cellulosilyticus,s__bacteroides_thetaiotaomicron,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__glutamate_decarboxylase,s__bacteroides_thetaiotaomicron,s__bacteroides_cellulosilyticus,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__acetylcoa_cacetyltransferase,s__bacteroides_thetaiotaomicron,s__bacteroides_cellulosilyticus,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__phosphatidate_cytidylyltransferase,s__bacteroides_ovatus,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__acetylcoa_cacetyltransferase,s__bacteroides_ovatus,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__phosphatidate_cytidylyltransferase,s__ruminococcus_torques,s__bacteroides_ovatus,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__acetylcoa_cacetyltransferase,s__ruminococcus_torques,s__bacteroides_ovatus,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__dna_helicase,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__dna_helicase,s__haemophilus_parainfluenzae,s__bifidobacterium_longum,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__betalactamase,s__bacteroides_caccae,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__lserine_ammonialyase,s__bacteroides_caccae,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__thymidylate_synthase,s__bacteroides_caccae,s__eubacterium_rectale,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__betalactamase,s__bacteroides_caccae,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__methionyl_aminopeptidase,s__bacteroides_caccae,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__thymidylate_synthase,s__bacteroides_caccae,s__ruminococcus_torques,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__betalactamase,s__ruminococcus_torques,s__bacteroides_caccae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__thymidylate_synthase,s__ruminococcus_torques,s__bacteroides_caccae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__methionyl_aminopeptidase,s__ruminococcus_torques,s__bacteroides_caccae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__pyruvate_carboxylase,s__bacteroides_thetaiotaomicron,s__haemophilus_parainfluenzae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__pyruvate_carboxylase,s__haemophilus_parainfluenzae,s__bacteroides_thetaiotaomicron,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__betalactamase,s__clostridium_bolteae,s__bacteroides_caccae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__lserine_ammonialyase,s__clostridium_bolteae,s__bacteroides_caccae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__transaldolase,s__clostridium_bolteae,s__bifidobacterium_longum,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__aspartate_ammonialyase,s__clostridium_bolteae,s__bifidobacterium_longum,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__peroxiredoxin,s__clostridium_bolteae,s__bifidobacterium_longum,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__transaldolase,s__bifidobacterium_longum,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__aspartate_ammonialyase,s__bifidobacterium_longum,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
g__peroxiredoxin,s__bifidobacterium_longum,s__clostridium_bolteae,0.25,0.25,0.2,0.0125,PyCausal_,T,TG
