confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__haemophilus_parainfluenzae,g__uridine kinase,g__pyruvate carboxylase,1,1,1,1,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__superoxide dismutase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,1,1,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,m__hmdb00030,1,1,1,1,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,m__hmdb01257,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.99,1,0.99,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.99,0.99,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,1,1,0.99,0.99,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__pyruvate carboxylase,1,0.99,1,0.99,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,1,0.98,0.98,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,0.99,1,0.98,0.9702,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,0.98,1,0.99,0.9702,DBN_,GM,TGM
s__eubacterium_ventriosum,g__shikimate kinase,g__peptidylprolyl isomerase,0.96,1,0.97,0.9312,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__uridine kinase,g__pyruvate carboxylase,1,1,0.93,0.93,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__pyruvate carboxylase,1,0.99,0.93,0.9207,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.91,1,1,0.91,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.99,0.9,0.891,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,1,1,0.86,0.86,DBN_,GM,TGM
s__bacteroides_stercoris,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,0.87,0.98,0.8526,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__phosphatidate cytidylyltransferase,0.98,0.87,1,0.8526,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00056,0.84,1,1,0.84,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00056,0.84,1,0.99,0.8316,DBN_,GM,TGM
s__clostridium_clostridioforme,g__transaldolase,g__aldose 1-epimerase,0.97,1,0.82,0.7954,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.99,0.8,0.99,0.78408,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__dna helicase,0.77,1,1,0.77,DBN_,GM,TGM
s__bacteroides_ovatus,g__dna helicase,m__hmdb00239,1,0.77,1,0.77,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__beta-lactamase,1,0.78,0.98,0.7644,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__dna-directed rna polymerase,0.99,0.86,0.89,0.757746,DBN_,GM,TGM
s__eubacterium_rectale,g__methionyl aminopeptidase,g__endopeptidase clp,1,1,0.75,0.75,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,g__peptidylprolyl isomerase,1,0.91,0.73,0.6643,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,g__peptidylprolyl isomerase,1,0.91,0.71,0.6461,DBN_,GM,TGM
s__eubacterium_rectale,g__superoxide dismutase,m__hmdb00056,0.96,1,0.64,0.6144,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.61,1,0.61,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,0.61,1,1,0.61,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,0.98,0.62,0.6076,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,0.61,1,0.99,0.6039,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__dihydrolipoyl dehydrogenase,0.61,1,0.98,0.5978,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__glucose-1-phosphate adenylyltransferase,0.56,1,1,0.56,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__histidine kinase,0.56,1,1,0.56,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__endopeptidase clp,0.56,1,0.98,0.5488,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__uridine kinase,1,1,0.53,0.53,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.94,1,0.53,0.4982,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,0.61,1,0.81,0.4941,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,1,0.77,0.64,0.4928,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.98,0.49,0.4802,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__glutamate dehydrogenase,0.97,1,0.47,0.4559,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,1,0.71,0.64,0.4544,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.73,0.97,0.64,0.453184,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__fructose-bisphosphate aldolase,0.61,1,0.73,0.4453,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__beta-lactamase,1,0.78,0.57,0.4446,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.44,0.44,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__uridine kinase,0.8,1,0.53,0.424,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,0.98,1,0.43,0.4214,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__l-serine ammonia-lyase,0.94,1,0.44,0.4136,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00014,m__hmdb00030,1,1,0.4,0.4,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__phosphoglycerate kinase,0.57,0.81,0.86,0.397062,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb02322,0.71,0.65,0.82,0.37843,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb02322,0.71,0.65,0.8,0.3692,DBN_,GM,TGM
s__bifidobacterium_longum,g__peroxiredoxin,g__uridine kinase,0.77,1,0.47,0.3619,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__rna helicase,1,1,0.36,0.36,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__glucose-1-phosphate adenylyltransferase,0.56,1,0.64,0.3584,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.36,1,0.99,0.3564,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,0.98,0.36,0.3528,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.97,0.36,0.3492,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.99,0.8,0.44,0.34848,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00030,g__thymidylate synthase,0.96,0.99,0.36,0.342144,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__peroxiredoxin,0.56,0.98,0.62,0.340256,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__methionyl aminopeptidase,0.91,1,0.36,0.3276,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,0.97,0.97,0.34,0.319906,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__uridine kinase,0.97,1,0.32,0.3104,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,0.97,0.97,0.32,0.301088,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__beta-lactamase,1,0.78,0.38,0.2964,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00289,1,0.98,0.3,0.294,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__5-formyltetrahydrofolate cyclo-ligase,0.61,0.81,0.57,0.281637,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__3-hydroxybutyryl-coa dehydrogenase,0.98,0.58,0.48,0.272832,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,0.71,1,0.37,0.2627,DBN_,GM,TGM
s__bacteroides_stercoris,g__phosphatidate cytidylyltransferase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.87,1,0.3,0.261,DBN_,GM,TGM
s__escherichia_coli,g__dihydrolipoyl dehydrogenase,g__aspartate ammonia-lyase,1,0.61,0.42,0.2562,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__phosphoglycerate kinase,1,0.71,0.36,0.2556,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__pyruvate carboxylase,0.25,1,1,0.25,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__3-hydroxybutyryl-coa dehydrogenase,0.57,1,0.41,0.2337,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__pyruvate carboxylase,0.25,1,0.93,0.2325,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.23,1,0.23,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,1,0.23,1,0.23,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__dephospho-coa kinase,0.25,0.91,1,0.2275,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb00020,0.71,0.56,0.57,0.226632,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.23,0.98,0.2254,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00030,g__thymidylate synthase,0.96,0.99,0.23,0.218592,DBN_,GM,TGM
s__alistipes_shahii,g__methionyl aminopeptidase,g__thymidylate synthase,1,1,0.21,0.21,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.61,1,0.33,0.2013,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__histidine kinase,1,0.2,0.99,0.198,DBN_,GM,TGM
s__bacteroides_fragilis,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.3,1,0.64,0.192,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,1,1,0.19,0.19,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__peroxiredoxin,0.56,0.98,0.34,0.186592,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,g__shikimate kinase,0.64,0.45,0.64,0.18432,DBN_,GM,TGM
s__bifidobacterium_longum,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.18,1,0.18,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__transaldolase,0.23,1,0.77,0.1771,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00619,g__glutamate decarboxylase,0.17,1,1,0.17,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__transaldolase,g__phosphopyruvate hydratase,1,0.65,0.25,0.1625,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.45,0.36,1,0.162,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00619,g__glutamate decarboxylase,0.17,1,0.94,0.1598,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.45,0.36,0.97,0.15714,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.98,1,0.16,0.1568,DBN_,GM,TGM
s__clostridium_clostridioforme,g__transaldolase,m__hmdb00289,0.97,0.96,0.16,0.148992,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__triose-phosphate isomerase,g__rna helicase,1,1,0.14,0.14,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.8,0.18,0.9,0.1296,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__peroxiredoxin,g__l-serine ammonia-lyase,0.23,1,0.54,0.1242,DBN_,GM,TGM
s__clostridium_clostridioforme,g__peptidylprolyl isomerase,g__transaldolase,0.91,0.97,0.14,0.123578,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__phosphoglycerate kinase,0.98,0.9,0.14,0.12348,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,m__hmdb00239,0.64,0.77,0.25,0.1232,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__peptidylprolyl isomerase,0.94,0.13,0.97,0.118534,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__methionyl aminopeptidase,0.98,1,0.12,0.1176,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,0.8,0.2,0.73,0.1168,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__rna helicase,1,1,0.11,0.11,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__shikimate kinase,0.77,0.45,0.31,0.107415,DBN_,GM,TGM
s__eubacterium_rectale,g__superoxide dismutase,g__methionyl aminopeptidase,0.96,1,0.11,0.1056,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.99,0.1,0.099,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__aspartate ammonia-lyase,0.23,1,0.42,0.0966,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.13,0.73,0.0949,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00056,g__aldose 1-epimerase,1,0.34,0.26,0.0884,DBN_,GM,TGM
s__clostridium_clostridioforme,g__peptidylprolyl isomerase,g__transaldolase,0.91,0.97,0.1,0.08827,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,g__acetyl-coa c-acetyltransferase,0.71,1,0.12,0.0852,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb02322,g__acetyl-coa c-acetyltransferase,0.65,1,0.13,0.0845,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,g__acetyl-coa c-acetyltransferase,0.64,1,0.13,0.0832,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,1,0.13,0.64,0.0832,DBN_,GM,TGM
s__bacteroides_uniformis,g__glutamate dehydrogenase,g__uridine kinase,0.2,0.75,0.53,0.0795,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,0.99,0.22,0.36,0.078408,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb02322,g__acetyl-coa c-acetyltransferase,0.65,1,0.12,0.078,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__acetyl-coa c-acetyltransferase,0.99,0.13,0.6,0.07722,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,g__acetyl-coa c-acetyltransferase,0.64,1,0.12,0.0768,DBN_,GM,TGM
s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00020,0.58,0.56,0.23,0.074704,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.13,0.56,0.0728,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00043,m__hmdb02322,0.92,0.64,0.12,0.070656,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,0.8,0.2,0.43,0.0688,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,g__endopeptidase clp,0.61,1,0.11,0.0671,DBN_,GM,TGM
s__roseburia_intestinalis,g__acetyl-coa c-acetyltransferase,g__aldose 1-epimerase,0.66,0.52,0.17,0.058344,DBN_,GM,TGM
s__eubacterium_rectale,g__acetyl-coa c-acetyltransferase,g__aldose 1-epimerase,1,0.34,0.17,0.0578,DBN_,GM,TGM
s__bifidobacterium_longum,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.12,0.77,0.62,0.057288,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.13,0.43,0.0559,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb01149,m__hmdb00020,0.1,0.93,0.57,0.05301,DBN_,GM,TGM
s__bacteroides_stercoris,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.1,1,0.53,0.053,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00020,g__transaldolase,0.41,0.97,0.13,0.051701,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__phosphopyruvate hydratase,0.23,0.65,0.34,0.05083,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__phosphoglycerate kinase,1,0.13,0.36,0.0468,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__acetyl-coa c-acetyltransferase,g__aspartate ammonia-lyase,0.13,0.73,0.46,0.043654,DBN_,GM,TGM
s__bifidobacterium_longum,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,0.77,0.12,0.43,0.039732,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__ribulose-phosphate 3-epimerase,0.23,0.77,0.21,0.037191,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb02322,m__hmdb00030,0.2,1,0.18,0.036,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__dna-directed rna polymerase,g__peptidylprolyl isomerase,1,0.17,0.2,0.034,DBN_,GM,TGM
s__bifidobacterium_longum,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.12,0.77,0.36,0.033264,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00097,0.36,0.28,0.33,0.033264,DBN_,GM,TGM
s__bacteroides_fragilis,g__peroxiredoxin,g__aspartate ammonia-lyase,1,0.3,0.11,0.033,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__dna-directed rna polymerase,g__peptidylprolyl isomerase,1,0.17,0.18,0.0306,DBN_,GM,TGM
s__bifidobacterium_longum,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.21,0.22,0.64,0.029568,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,g__acetyl-coa c-acetyltransferase,0.12,1,0.22,0.0264,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.13,0.2,0.026,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__endopeptidase clp,0.23,1,0.11,0.0253,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,m__hmdb00289,0.25,0.98,0.1,0.0245,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,m__hmdb00097,0.77,0.28,0.11,0.023716,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,m__hmdb00296,0.77,0.12,0.24,0.022176,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,g__phosphopyruvate hydratase,0.11,0.59,0.34,0.022066,DBN_,GM,TGM
s__bifidobacterium_longum,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__acetyl-coa c-acetyltransferase,0.18,0.2,0.6,0.0216,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb02322,g__transaldolase,0.2,0.97,0.1,0.0194,DBN_,GM,TGM
s__bifidobacterium_longum,g__acetyl-coa c-acetyltransferase,g__aspartate ammonia-lyase,0.2,0.21,0.46,0.01932,DBN_,GM,TGM
s__bifidobacterium_longum,g__peroxiredoxin,g__aspartate ammonia-lyase,0.77,0.21,0.11,0.017787,DBN_,GM,TGM
s__bifidobacterium_longum,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,0.38,0.12,0.37,0.016872,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.8,0.18,0.1,0.0144,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,0.11,0.14,0.81,0.012474,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00296,g__acetyl-coa c-acetyltransferase,0.12,1,0.1,0.012,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00097,m__hmdb00619,0.28,0.17,0.23,0.010948,DBN_,GM,TGM
s__bifidobacterium_longum,m__hmdb01149,g__acetyl-coa c-acetyltransferase,0.38,0.2,0.12,0.00912,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00097,m__hmdb00619,0.28,0.17,0.14,0.006664,DBN_,GM,TGM
