confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__ruminococcus_lactaris,s__bacteroides_caccae,s__odoribacter_splanchnicus,1,0.81,1,0.81,DBN_,T,TT
s__clostridium_asparagiforme,s__alistipes_shahii,s__odoribacter_splanchnicus,0.81,1,1,0.81,DBN_,T,TT
s__veillonella_unclassified,s__bacteroides_fragilis,s__bifidobacterium_longum,1,1,0.8,0.8,DBN_,T,TT
s__ruminococcus_obeum,s__ruminococcus_torques,s__alistipes_shahii,0.96,0.87,0.88,0.734976,DBN_,T,TT
s__parabacteroides_distasonis,s__eubacterium_rectale,s__bacteroides_ovatus,0.86,0.9,0.87,0.67338,DBN_,T,TT
s__peptostreptococcaceae_noname_unclassified,s__faecalibacterium_prausnitzii,s__escherichia_coli,0.99,0.64,0.99,0.627264,DBN_,T,TT
s__c2likevirus_unclassified,s__bacteroides_uniformis,s__escherichia_coli,1,1,0.6,0.6,DBN_,T,TT
s__clostridium_symbiosum,s__roseburia_intestinalis,s__haemophilus_parainfluenzae,0.94,1,0.63,0.5922,DBN_,T,TT
s__streptococcus_thermophilus,s__bacteroides_uniformis,s__escherichia_coli,0.98,1,0.6,0.588,DBN_,T,TT
s__bacteroides_massiliensis,s__bifidobacterium_longum,s__bacteroides_faecis,0.64,1,0.78,0.4992,DBN_,T,TT
s__ruminococcus_gnavus,s__roseburia_intestinalis,s__haemophilus_parainfluenzae,0.95,0.78,0.63,0.46683,DBN_,T,TT
s__parabacteroides_distasonis,s__eubacterium_rectale,s__klebsiella_pneumoniae,0.86,0.49,1,0.4214,DBN_,T,TT
s__streptococcus_thermophilus,s__roseburia_inulinivorans,s__bifidobacterium_longum,1,0.99,0.42,0.4158,DBN_,T,TT
s__lachnospiraceae_bacterium_5_1_63faa,s__bacteroides_ovatus,s__bacteroides_stercoris,1,1,0.4,0.4,DBN_,T,TT
s__eubacterium_eligens,s__bacteroides_stercoris,s__clostridium_clostridioforme,0.38,1,1,0.38,DBN_,T,TT
s__clostridiales_bacterium_1_7_47faa,s__bacteroides_uniformis,s__bacteroides_caccae,0.36,0.99,1,0.3564,DBN_,T,TT
s__clostridiales_bacterium_1_7_47faa,s__bacteroides_caccae,s__bacteroides_uniformis,0.99,0.36,0.98,0.349272,DBN_,T,TT
s__alistipes_onderdonkii,s__bacteroides_ovatus,s__bacteroides_stercoris,0.87,1,0.4,0.348,DBN_,T,TT
s__clostridium_symbiosum,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,0.38,1,0.91,0.3458,DBN_,T,TT
s__sutterella_wadsworthensis,s__roseburia_intestinalis,s__haemophilus_parainfluenzae,0.58,0.93,0.63,0.339822,DBN_,T,TT
s__ruminococcus_obeum,s__bacteroides_xylanisolvens,s__clostridium_bolteae,0.89,1,0.36,0.3204,DBN_,T,TT
s__alistipes_putredinis,s__bacteroides_uniformis,s__eubacterium_siraeum,0.33,0.91,1,0.3003,DBN_,T,TT
s__bacteroides_massiliensis,s__roseburia_intestinalis,s__bacteroides_faecis,0.33,1,0.82,0.2706,DBN_,T,TT
s__parabacteroides_distasonis,s__roseburia_inulinivorans,s__eubacterium_siraeum,1,1,0.26,0.26,DBN_,T,TT
s__eubacterium_eligens,s__clostridium_clostridioforme,s__bacteroides_stercoris,1,0.38,0.62,0.2356,DBN_,T,TT
s__clostridium_symbiosum,s__roseburia_intestinalis,s__bacteroides_uniformis,0.94,0.24,1,0.2256,DBN_,T,TT
s__veillonella_unclassified,s__bifidobacterium_longum,s__clostridium_clostridioforme,1,0.22,0.99,0.2178,DBN_,T,TT
s__subdoligranulum_unclassified,s__alistipes_shahii,s__bacteroides_ovatus,0.79,0.27,1,0.2133,DBN_,T,TT
s__parabacteroides_distasonis,s__roseburia_inulinivorans,s__eubacterium_rectale,1,0.86,0.24,0.2064,DBN_,T,TT
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__bacteroides_cellulosilyticus,1,0.2,1,0.2,DBN_,T,TT
s__streptococcus_thermophilus,s__roseburia_inulinivorans,s__bacteroides_thetaiotaomicron,1,0.21,0.95,0.1995,DBN_,T,TT
s__parabacteroides_distasonis,s__bacteroides_faecis,s__bacteroides_ovatus,0.2,0.9,1,0.18,DBN_,T,TT
s__streptococcus_thermophilus,s__bacteroides_thetaiotaomicron,s__escherichia_coli,0.21,1,0.81,0.1701,DBN_,T,TT
s__parabacteroides_distasonis,s__faecalibacterium_prausnitzii,s__eubacterium_siraeum,0.63,1,0.26,0.1638,DBN_,T,TT
s__dorea_formicigenerans,s__ruminococcus_torques,s__eubacterium_ventriosum,0.17,1,0.95,0.1615,DBN_,T,TT
s__anaerotruncus_colihominis,s__eubacterium_rectale,s__clostridium_bolteae,0.95,0.22,0.75,0.15675,DBN_,T,TT
s__dorea_formicigenerans,s__ruminococcus_torques,s__bacteroides_faecis,0.17,0.99,0.8,0.13464,DBN_,T,TT
s__parabacteroides_distasonis,s__bacteroides_ovatus,s__eubacterium_rectale,0.9,0.86,0.17,0.13158,DBN_,T,TT
s__anaerotruncus_colihominis,s__eubacterium_rectale,s__bacteroides_caccae,0.95,1,0.12,0.114,DBN_,T,TT
s__parabacteroides_distasonis,s__faecalibacterium_prausnitzii,s__bacteroides_ovatus,0.63,0.9,0.2,0.1134,DBN_,T,TT
s__parabacteroides_unclassified,s__akkermansia_muciniphila,s__clostridium_clostridioforme,1,1,0.1,0.1,DBN_,T,TT
s__bacteroides_eggerthii,s__alistipes_shahii,s__eubacterium_ventriosum,0.99,0.1,1,0.099,DBN_,T,TT
s__clostridium_symbiosum,s__faecalibacterium_prausnitzii,s__roseburia_intestinalis,0.13,0.94,0.79,0.096538,DBN_,T,TT
s__parabacteroides_distasonis,s__bacteroides_ovatus,s__bacteroides_faecis,0.9,0.2,0.5,0.09,DBN_,T,TT
s__bacteroides_dorei,s__roseburia_intestinalis,s__bacteroides_faecis,0.12,0.88,0.82,0.086592,DBN_,T,TT
s__anaerostipes_hadrus,s__bacteroides_uniformis,s__escherichia_coli,0.32,0.45,0.6,0.0864,DBN_,T,TT
s__bacteroides_massiliensis,s__bifidobacterium_longum,s__faecalibacterium_prausnitzii,0.64,0.14,0.94,0.084224,DBN_,T,TT
s__bacteroides_eggerthii,s__akkermansia_muciniphila,s__clostridium_clostridioforme,0.67,1,0.1,0.067,DBN_,T,TT
s__parabacteroides_distasonis,s__faecalibacterium_prausnitzii,s__klebsiella_pneumoniae,0.63,0.49,0.19,0.058653,DBN_,T,TT
s__bacteroides_dorei,s__roseburia_intestinalis,s__bacteroides_uniformis,0.12,0.43,1,0.0516,DBN_,T,TT
s__oscillibacter_unclassified,s__bacteroides_ovatus,s__bacteroides_cellulosilyticus,0.5,1,0.1,0.05,DBN_,T,TT
s__clostridium_symbiosum,s__bifidobacterium_longum,s__faecalibacterium_prausnitzii,0.38,0.13,0.94,0.046436,DBN_,T,TT
s__streptococcus_thermophilus,s__bacteroides_thetaiotaomicron,s__bifidobacterium_longum,0.21,0.99,0.21,0.043659,DBN_,T,TT
s__alistipes_putredinis,s__odoribacter_splanchnicus,s__bacteroides_xylanisolvens,0.15,0.29,1,0.0435,DBN_,T,TT
s__streptococcus_thermophilus,s__bifidobacterium_longum,s__bacteroides_thetaiotaomicron,0.99,0.21,0.18,0.037422,DBN_,T,TT
s__anaerostipes_hadrus,s__bacteroides_ovatus,s__bacteroides_stercoris,0.15,0.61,0.4,0.0366,DBN_,T,TT
s__bacteroides_massiliensis,s__faecalibacterium_prausnitzii,s__roseburia_intestinalis,0.14,0.33,0.79,0.036498,DBN_,T,TT
s__bacteroides_eggerthii,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,0.87,0.1,0.37,0.03219,DBN_,T,TT
s__anaerostipes_hadrus,s__bacteroides_uniformis,s__bacteroides_ovatus,0.32,0.15,0.63,0.03024,DBN_,T,TT
s__lachnospiraceae_bacterium_1_1_57faa,s__alistipes_shahii,s__bacteroides_faecis,0.15,1,0.17,0.0255,DBN_,T,TT
s__streptococcus_thermophilus,s__bacteroides_uniformis,s__bacteroides_thetaiotaomicron,0.98,0.21,0.1,0.02058,DBN_,T,TT
s__eubacterium_hallii,s__clostridium_bolteae,s__bacteroides_faecis,0.78,0.17,0.11,0.014586,DBN_,T,TT
s__anaerotruncus_colihominis,s__bacteroides_cellulosilyticus,s__clostridium_bolteae,0.2,0.22,0.15,0.0066,DBN_,T,TT
m__hmdb00056,s__bacteroides_caccae,s__bacteroides_uniformis,1,0.97,0.98,0.9506,DBN_,T,TM
m__hmdb00056,s__eubacterium_rectale,s__ruminococcus_torques,0.91,1,1,0.91,DBN_,T,TM
m__hmdb01257,s__clostridium_bolteae,s__odoribacter_splanchnicus,1,0.86,0.97,0.8342,DBN_,T,TM
m__hmdb00043,s__bacteroides_stercoris,s__eubacterium_ventriosum,0.88,1,0.72,0.6336,DBN_,T,TM
m__hmdb00020,s__roseburia_intestinalis,s__eubacterium_rectale,0.99,1,0.63,0.6237,DBN_,T,TM
m__hmdb00030,s__eubacterium_rectale,s__bacteroides_ovatus,0.81,0.84,0.87,0.591948,DBN_,T,TM
m__hmdb00056,s__alistipes_shahii,s__bacteroides_caccae,0.49,1,1,0.49,DBN_,T,TM
m__hmdb00020,s__eubacterium_rectale,s__haemophilus_parainfluenzae,1,0.47,1,0.47,DBN_,T,TM
m__hmdb01257,s__bifidobacterium_longum,s__clostridium_bolteae,0.92,1,0.5,0.46,DBN_,T,TM
m__hmdb00239,s__bacteroides_faecis,s__bacteroides_ovatus,0.45,1,1,0.45,DBN_,T,TM
m__hmdb00056,s__alistipes_shahii,s__odoribacter_splanchnicus,0.49,0.84,1,0.4116,DBN_,T,TM
m__hmdb00043,s__bacteroides_ovatus,s__bacteroides_stercoris,1,0.88,0.4,0.352,DBN_,T,TM
m__hmdb01257,s__odoribacter_splanchnicus,s__clostridium_bolteae,0.86,1,0.39,0.3354,DBN_,T,TM
m__hmdb01257,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,0.86,1,0.37,0.3182,DBN_,T,TM
m__hmdb00030,s__bacteroides_finegoldii,s__eubacterium_ventriosum,0.98,0.46,0.7,0.31556,DBN_,T,TM
m__hmdb00630,s__streptococcus_parasanguinis,s__clostridium_clostridioforme,0.76,0.42,0.94,0.300048,DBN_,T,TM
m__hmdb00020,s__roseburia_intestinalis,s__haemophilus_parainfluenzae,0.99,0.47,0.63,0.293139,DBN_,T,TM
m__hmdb00020,s__haemophilus_parainfluenzae,s__eubacterium_rectale,0.47,1,0.62,0.2914,DBN_,T,TM
m__hmdb00251,s__bacteroides_xylanisolvens,s__roseburia_inulinivorans,1,0.99,0.21,0.2079,DBN_,T,TM
m__hmdb02322,s__bacteroides_ovatus,s__bacteroides_stercoris,0.98,0.53,0.4,0.20776,DBN_,T,TM
m__hmdb02322,s__bacteroides_fragilis,s__bacteroides_ovatus,1,0.98,0.21,0.2058,DBN_,T,TM
m__hmdb00056,s__bacteroides_uniformis,s__eubacterium_rectale,0.97,0.91,0.22,0.194194,DBN_,T,TM
m__hmdb00764,s__alistipes_shahii,s__bacteroides_faecis,1,0.91,0.17,0.1547,DBN_,T,TM
m__hmdb01257,s__bacteroides_ovatus,s__bifidobacterium_longum,0.85,0.92,0.18,0.14076,DBN_,T,TM
m__hmdb00619,s__bacteroides_finegoldii,s__escherichia_coli,0.78,0.54,0.32,0.134784,DBN_,T,TM
m__hmdb00619,s__alistipes_shahii,s__bacteroides_finegoldii,0.18,0.78,0.87,0.122148,DBN_,T,TM
m__hmdb00030,s__bacteroides_ovatus,s__eubacterium_rectale,0.84,0.81,0.17,0.115668,DBN_,T,TM
m__hmdb01257,s__eubacterium_rectale,s__bacteroides_ovatus,0.15,0.85,0.87,0.110925,DBN_,T,TM
m__hmdb00056,s__eubacterium_rectale,s__bacteroides_caccae,0.91,1,0.12,0.1092,DBN_,T,TM
m__hmdb00239,s__bacteroides_caccae,s__bacteroides_ovatus,0.69,1,0.13,0.0897,DBN_,T,TM
m__hmdb00289,s__bacteroides_uniformis,s__bacteroides_finegoldii,0.87,0.21,0.49,0.089523,DBN_,T,TM
m__hmdb00251,s__roseburia_inulinivorans,s__eubacterium_siraeum,0.99,0.34,0.26,0.087516,DBN_,T,TM
m__hmdb00239,s__ruminococcus_torques,s__streptococcus_parasanguinis,0.9,0.1,0.9,0.081,DBN_,T,TM
m__hmdb00020,s__alistipes_shahii,s__bacteroides_caccae,0.25,0.31,1,0.0775,DBN_,T,TM
m__hmdb00209,s__bacteroides_xylanisolvens,s__roseburia_inulinivorans,0.73,0.46,0.21,0.070518,DBN_,T,TM
m__hmdb00630,s__clostridium_bolteae,s__streptococcus_parasanguinis,0.25,0.76,0.37,0.0703,DBN_,T,TM
m__hmdb00030,s__akkermansia_muciniphila,s__eubacterium_siraeum,1,0.15,0.44,0.066,DBN_,T,TM
m__hmdb00014,s__clostridium_bolteae,s__odoribacter_splanchnicus,0.42,0.16,0.97,0.065184,DBN_,T,TM
m__hmdb00056,s__bacteroides_faecis,s__odoribacter_splanchnicus,0.59,0.84,0.13,0.064428,DBN_,T,TM
m__hmdb00251,s__akkermansia_muciniphila,s__eubacterium_siraeum,0.38,0.34,0.44,0.056848,DBN_,T,TM
m__hmdb00209,s__roseburia_inulinivorans,s__eubacterium_siraeum,0.46,0.45,0.26,0.05382,DBN_,T,TM
m__hmdb00014,s__clostridium_bolteae,s__streptococcus_parasanguinis,0.42,0.32,0.37,0.049728,DBN_,T,TM
m__hmdb01257,s__bifidobacterium_longum,s__eubacterium_rectale,0.92,0.15,0.36,0.04968,DBN_,T,TM
m__hmdb00056,s__alistipes_shahii,s__bacteroides_faecis,0.49,0.59,0.17,0.049147,DBN_,T,TM
m__hmdb00296,s__bacteroides_thetaiotaomicron,s__alistipes_shahii,0.38,0.11,1,0.0418,DBN_,T,TM
m__hmdb00619,s__odoribacter_splanchnicus,s__bacteroides_xylanisolvens,0.15,0.27,1,0.0405,DBN_,T,TM
m__hmdb00020,s__eubacterium_rectale,s__bacteroides_caccae,1,0.31,0.12,0.0372,DBN_,T,TM
m__hmdb00630,s__clostridium_bolteae,s__bacteroides_finegoldii,0.25,0.73,0.19,0.034675,DBN_,T,TM
m__hmdb00030,s__bacteroides_caccae,s__bacteroides_ovatus,0.31,0.84,0.13,0.033852,DBN_,T,TM
m__hmdb00030,s__eubacterium_rectale,s__bacteroides_caccae,0.81,0.31,0.12,0.030132,DBN_,T,TM
m__hmdb00296,s__clostridium_bolteae,s__streptococcus_parasanguinis,0.15,0.51,0.37,0.028305,DBN_,T,TM
m__hmdb00020,s__bacteroides_xylanisolvens,s__bacteroides_caccae,0.1,0.31,0.88,0.02728,DBN_,T,TM
m__hmdb00619,s__alistipes_shahii,s__odoribacter_splanchnicus,0.18,0.15,1,0.027,DBN_,T,TM
m__hmdb00014,s__odoribacter_splanchnicus,s__clostridium_bolteae,0.16,0.42,0.39,0.026208,DBN_,T,TM
m__hmdb01257,s__bacteroides_ovatus,s__eubacterium_rectale,0.85,0.15,0.17,0.021675,DBN_,T,TM
m__hmdb00239,s__bacteroides_caccae,s__streptococcus_parasanguinis,0.69,0.1,0.3,0.0207,DBN_,T,TM
m__hmdb00296,s__clostridium_bolteae,s__alistipes_shahii,0.15,0.11,1,0.0165,DBN_,T,TM
m__hmdb00014,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,0.16,0.14,0.37,0.008288,DBN_,T,TM
m__hmdb00097,s__alistipes_shahii,s__bacteroides_faecis,0.14,0.13,0.17,0.003094,DBN_,T,TM
g__5-formyltetrahydrofolate cyclo-ligase,s__alistipes_shahii,s__odoribacter_splanchnicus,1,1,1,1,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__alistipes_shahii,1,1,1,1,DBN_,T,TG
g__rna helicase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,1,1,1,1,DBN_,T,TG
g__aspartate ammonia-lyase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,1,1,1,1,DBN_,T,TG
g__glutamate decarboxylase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,0.99,1,1,0.99,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__odoribacter_splanchnicus,1,1,0.97,0.97,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__ruminococcus_torques,1,0.99,0.91,0.9009,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__ruminococcus_torques,s__streptococcus_parasanguinis,0.99,1,0.9,0.891,DBN_,T,TG
g__fructose-bisphosphate aldolase,s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,0.83,0.99,1,0.8217,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bifidobacterium_longum,s__roseburia_inulinivorans,0.96,0.91,0.94,0.821184,DBN_,T,TG
g__superoxide dismutase,s__bacteroides_caccae,s__bacteroides_uniformis,0.92,0.91,0.98,0.820456,DBN_,T,TG
g__shikimate kinase,s__bifidobacterium_longum,s__roseburia_inulinivorans,0.72,1,0.94,0.6768,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__bacteroides_fragilis,s__odoribacter_splanchnicus,0.7,1,0.87,0.609,DBN_,T,TG
g__dna-directed rna polymerase,s__alistipes_shahii,s__bacteroides_finegoldii,0.69,0.96,0.87,0.576288,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__clostridium_bolteae,s__odoribacter_splanchnicus,0.5,0.99,0.97,0.48015,DBN_,T,TG
g__dephospho-coa kinase,s__clostridium_bolteae,s__odoribacter_splanchnicus,0.49,1,0.97,0.4753,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__clostridium_bolteae,s__ruminococcus_torques,0.5,1,0.91,0.455,DBN_,T,TG
g__dephospho-coa kinase,s__clostridium_bolteae,s__ruminococcus_torques,0.49,0.99,0.91,0.441441,DBN_,T,TG
g__dna-directed rna polymerase,s__alistipes_shahii,s__eubacterium_ventriosum,0.69,0.55,1,0.3795,DBN_,T,TG
g__3-methyl-2-oxobutanoate hydroxymethyltransferase,s__bacteroides_stercoris,s__eubacterium_siraeum,1,0.9,0.42,0.378,DBN_,T,TG
g__glutamate decarboxylase,s__eubacterium_rectale,s__klebsiella_pneumoniae,0.38,0.99,1,0.3762,DBN_,T,TG
g__aspartate ammonia-lyase,s__escherichia_coli,s__streptococcus_parasanguinis,1,1,0.37,0.37,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,s__streptococcus_parasanguinis,1,1,0.37,0.37,DBN_,T,TG
g__dna-directed rna polymerase,s__bacteroides_finegoldii,s__eubacterium_ventriosum,0.96,0.55,0.7,0.3696,DBN_,T,TG
g__3-hydroxybutyryl-coa dehydrogenase,s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,0.65,0.5,1,0.325,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__bifidobacterium_longum,s__eubacterium_rectale,0.96,0.7,0.36,0.24192,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__eubacterium_rectale,s__ruminococcus_torques,0.23,1,1,0.23,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__ruminococcus_torques,s__eubacterium_ventriosum,1,0.24,0.95,0.228,DBN_,T,TG
g__dephospho-coa kinase,s__ruminococcus_torques,s__bacteroides_finegoldii,0.99,0.23,0.94,0.214038,DBN_,T,TG
g__beta-lactamase,s__bacteroides_thetaiotaomicron,s__bacteroides_xylanisolvens,0.17,1,1,0.17,DBN_,T,TG
g__glucose-1-phosphate adenylyltransferase,s__roseburia_inulinivorans,s__eubacterium_rectale,0.91,0.7,0.24,0.15288,DBN_,T,TG
g__transaldolase,s__bacteroides_stercoris,s__clostridium_clostridioforme,0.39,0.37,1,0.1443,DBN_,T,TG
g__glutamate dehydrogenase,s__bacteroides_fragilis,s__bacteroides_ovatus,0.91,0.64,0.21,0.122304,DBN_,T,TG
g__beta-lactamase,s__bacteroides_xylanisolvens,s__bacteroides_caccae,1,0.13,0.88,0.1144,DBN_,T,TG
g__dephospho-coa kinase,s__akkermansia_muciniphila,s__clostridium_clostridioforme,1,1,0.1,0.1,DBN_,T,TG
g__shikimate kinase,s__bifidobacterium_longum,s__eubacterium_rectale,0.72,0.37,0.36,0.095904,DBN_,T,TG
g__glutamate decarboxylase,s__eubacterium_rectale,s__streptococcus_parasanguinis,0.38,1,0.25,0.095,DBN_,T,TG
g__transaldolase,s__clostridium_clostridioforme,s__bacteroides_stercoris,0.37,0.39,0.62,0.089466,DBN_,T,TG
g__shikimate kinase,s__roseburia_inulinivorans,s__eubacterium_rectale,1,0.37,0.24,0.0888,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,0.99,0.24,0.37,0.087912,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__eubacterium_rectale,s__clostridium_bolteae,0.23,0.5,0.75,0.08625,DBN_,T,TG
g__glutamate dehydrogenase,s__bacteroides_caccae,s__bacteroides_ovatus,0.86,0.64,0.13,0.071552,DBN_,T,TG
g__dephospho-coa kinase,s__bacteroides_faecis,s__odoribacter_splanchnicus,0.54,1,0.13,0.0702,DBN_,T,TG
g__uridine kinase,s__odoribacter_splanchnicus,s__eubacterium_ventriosum,1,0.18,0.37,0.0666,DBN_,T,TG
g__superoxide dismutase,s__clostridium_bolteae,s__bifidobacterium_longum,0.5,0.16,0.79,0.0632,DBN_,T,TG
g__aspartate ammonia-lyase,s__bacteroides_finegoldii,s__escherichia_coli,0.17,1,0.32,0.0544,DBN_,T,TG
g__transaldolase,s__bifidobacterium_longum,s__clostridium_clostridioforme,0.13,0.37,0.99,0.047619,DBN_,T,TG
g__superoxide dismutase,s__bifidobacterium_longum,s__clostridium_bolteae,0.16,0.5,0.5,0.04,DBN_,T,TG
g__shikimate kinase,s__roseburia_inulinivorans,s__roseburia_intestinalis,1,0.13,0.28,0.0364,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__bacteroides_cellulosilyticus,s__clostridium_bolteae,0.45,0.5,0.15,0.03375,DBN_,T,TG
g__3-hydroxybutyryl-coa dehydrogenase,s__roseburia_inulinivorans,s__roseburia_intestinalis,0.5,0.24,0.28,0.0336,DBN_,T,TG
g__shikimate kinase,s__roseburia_intestinalis,s__eubacterium_rectale,0.13,0.37,0.63,0.030303,DBN_,T,TG
g__dephospho-coa kinase,s__clostridium_bolteae,s__bacteroides_faecis,0.49,0.54,0.11,0.029106,DBN_,T,TG
g__transaldolase,s__bacteroides_ovatus,s__bifidobacterium_longum,1,0.13,0.18,0.0234,DBN_,T,TG
g__uridine kinase,s__roseburia_inulinivorans,s__roseburia_intestinalis,0.68,0.12,0.28,0.022848,DBN_,T,TG
g__dephospho-coa kinase,s__clostridium_bolteae,s__bacteroides_finegoldii,0.49,0.23,0.19,0.021413,DBN_,T,TG
g__dephospho-coa kinase,s__bacteroides_cellulosilyticus,s__clostridium_bolteae,0.19,0.49,0.15,0.013965,DBN_,T,TG
g__peroxiredoxin,s__haemophilus_parainfluenzae,s__bacteroides_faecis,0.4,0.21,0.16,0.01344,DBN_,T,TG
s__bacteroides_massiliensis,m__hmdb00043,s__bacteroides_ovatus,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,m__hmdb00056,s__bacteroides_caccae,1,1,1,1,DBN_,TM,TTM
s__c2likevirus_unclassified,s__haemophilus_parainfluenzae,s__escherichia_coli,1,1,1,1,DBN_,TM,TTM
s__c2likevirus_unclassified,s__eubacterium_rectale,s__escherichia_coli,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__ruminococcus_torques,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,m__hmdb00056,s__ruminococcus_torques,1,1,1,1,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,m__hmdb00056,1,1,1,1,DBN_,TM,TTM
s__c2likevirus_unclassified,s__haemophilus_parainfluenzae,s__faecalibacterium_prausnitzii,1,1,1,1,DBN_,TM,TTM
s__veillonella_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,1,0.99,0.99,DBN_,TM,TTM
s__c2likevirus_unclassified,s__eubacterium_rectale,s__roseburia_inulinivorans,1,0.99,1,0.99,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.98,0.98,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_stercoris,1,1,0.9,0.9,DBN_,TM,TTM
s__bacteroides_dorei,s__bacteroides_ovatus,m__hmdb00014,0.89,1,1,0.89,DBN_,TM,TTM
s__clostridium_citroniae,m__hmdb00239,s__bacteroides_ovatus,0.86,1,1,0.86,DBN_,TM,TTM
s__clostridium_citroniae,s__bacteroides_ovatus,m__hmdb00239,1,0.86,1,0.86,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__ruminococcus_torques,m__hmdb00056,1,1,0.82,0.82,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__bacteroides_faecis,1,1,0.72,0.72,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,s__roseburia_intestinalis,0.72,0.98,1,0.7056,DBN_,TM,TTM
s__anaerostipes_hadrus,s__roseburia_inulinivorans,m__hmdb00764,0.96,1,0.73,0.7008,DBN_,TM,TTM
