confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,s__bacteroides_uniformis,s__eubacterium_siraeum,0.1,0.97,0.98,0.09506,DBN_,T,TG
g__beta-lactamase,s__odoribacter_splanchnicus,s__clostridium_clostridioforme,1,0.13,0.5,0.065,DBN_,T,TG
g__thymidylate synthase,s__clostridium_bolteae,s__bacteroides_stercoris,0.1,0.83,0.75,0.06225,DBN_,T,TG
g__shikimate kinase,s__faecalibacterium_prausnitzii,s__eubacterium_siraeum,0.89,0.39,0.13,0.045123,DBN_,T,TG
g__phosphatidate cytidylyltransferase,s__bacteroides_caccae,s__bacteroides_faecis,0.16,1,0.27,0.0432,DBN_,T,TG
g__thymidylate synthase,s__alistipes_shahii,s__clostridium_bolteae,0.27,0.1,1,0.027,DBN_,T,TG
g__dephospho-coa kinase,s__bacteroides_stercoris,s__haemophilus_parainfluenzae,1,0.16,0.13,0.0208,DBN_,T,TG
g__thymidylate synthase,s__clostridium_bolteae,s__akkermansia_muciniphila,0.1,0.13,0.98,0.01274,DBN_,T,TG
g__5-formyltetrahydrofolate cyclo-ligase,s__ruminococcus_torques,s__klebsiella_pneumoniae,0.33,0.19,0.1,0.00627,DBN_,T,TG
g__histidine kinase,s__ruminococcus_torques,s__bacteroides_cellulosilyticus,0.33,0.1,0.13,0.00429,DBN_,T,TG
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__transaldolase,g__aspartate ammonia-lyase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__uridine kinase,g__dephospho-coa kinase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__dephospho-coa kinase,1,1,1,1,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__endopeptidase clp,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,1,1,1,1,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,1,1,1,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,1,1,1,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__superoxide dismutase,1,1,1,1,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,1,1,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,m__hmdb01257,1,1,1,1,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__glutamate dehydrogenase,1,1,0.99,0.99,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__phosphatidate cytidylyltransferase,1,1,0.99,0.99,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__phosphatidate cytidylyltransferase,1,1,0.99,0.99,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__uridine kinase,g__pyruvate carboxylase,1,1,0.99,0.99,DBN_,GM,TGM
s__bifidobacterium_longum,g__uridine kinase,g__pyruvate carboxylase,1,1,0.99,0.99,DBN_,GM,TGM
s__bacteroides_uniformis,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.99,0.99,1,0.9801,DBN_,GM,TGM
s__bacteroides_stercoris,g__pyruvate carboxylase,g__phosphatidate cytidylyltransferase,1,0.98,1,0.98,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,0.99,1,0.98,0.9702,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,0.99,1,0.97,0.9603,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__glucose-1-phosphate adenylyltransferase,0.95,1,1,0.95,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__histidine kinase,0.95,1,1,0.95,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__endopeptidase clp,0.95,0.99,1,0.9405,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__phosphatidate cytidylyltransferase,0.95,0.98,1,0.931,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,0.9,0.9,DBN_,GM,TGM
s__eubacterium_ventriosum,g__shikimate kinase,g__peptidylprolyl isomerase,0.95,1,0.93,0.8835,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__dna-directed rna polymerase,1,0.97,0.91,0.8827,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.88,1,0.88,DBN_,GM,TGM
s__clostridium_clostridioforme,g__transaldolase,g__aldose 1-epimerase,1,1,0.87,0.87,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__beta-lactamase,1,0.86,1,0.86,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__dna helicase,0.86,1,1,0.86,DBN_,GM,TGM
s__bacteroides_ovatus,g__dna helicase,m__hmdb00239,1,0.86,1,0.86,DBN_,GM,TGM
s__bifidobacterium_longum,g__phosphopyruvate hydratase,g__superoxide dismutase,0.92,0.93,1,0.8556,DBN_,GM,TGM
s__eubacterium_rectale,g__methionyl aminopeptidase,g__endopeptidase clp,1,0.99,0.86,0.8514,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00056,0.85,1,1,0.85,DBN_,GM,TGM
s__clostridium_clostridioforme,g__transaldolase,g__aldose 1-epimerase,1,1,0.83,0.83,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,0.88,1,0.89,0.7832,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__dephospho-coa kinase,0.78,1,1,0.78,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__pyruvate carboxylase,0.78,1,0.99,0.7722,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.89,1,0.85,0.7565,DBN_,GM,TGM
s__bacteroides_uniformis,g__uridine kinase,g__pyruvate carboxylase,0.77,0.99,0.99,0.754677,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.9,0.82,0.738,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,0.72,1,1,0.72,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,1,1,0.71,0.71,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__5-formyltetrahydrofolate cyclo-ligase,g__superoxide dismutase,0.91,1,0.78,0.7098,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.97,1,0.73,0.7081,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__histidine kinase,1,0.72,0.97,0.6984,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.91,0.76,0.6916,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,1,1,0.69,0.69,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,g__peptidylprolyl isomerase,1,0.95,0.72,0.684,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__endopeptidase clp,1,1,0.68,0.68,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,g__peptidylprolyl isomerase,1,0.95,0.71,0.6745,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,1,0.97,0.69,0.6693,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__dihydrolipoyl dehydrogenase,0.66,1,1,0.66,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__l-serine ammonia-lyase,0.66,1,1,0.66,DBN_,GM,TGM
s__roseburia_inulinivorans,g__glucose-1-phosphate adenylyltransferase,g__transaldolase,1,0.98,0.65,0.637,DBN_,GM,TGM
s__bacteroides_stercoris,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.87,1,0.73,0.6351,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,0.98,0.64,0.6272,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__peroxiredoxin,0.95,0.98,0.66,0.61446,DBN_,GM,TGM
s__bifidobacterium_longum,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.61,1,0.61,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__phosphoglycerate kinase,0.98,0.95,0.65,0.60515,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,1,0.96,0.63,0.6048,DBN_,GM,TGM
s__eubacterium_rectale,g__superoxide dismutase,m__hmdb00056,0.97,1,0.62,0.6014,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__methionyl aminopeptidase,1,0.72,0.82,0.5904,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.91,1,0.64,0.5824,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00014,m__hmdb00030,1,1,0.57,0.57,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__uridine kinase,1,1,0.56,0.56,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__uridine kinase,1,1,0.56,0.56,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.61,0.9,0.549,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,1,0.83,0.66,0.5478,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb02322,0.98,0.7,0.79,0.54194,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__transaldolase,g__phosphopyruvate hydratase,1,0.72,0.75,0.54,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.98,0.55,0.539,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00056,g__aldose 1-epimerase,1,0.66,0.81,0.5346,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb00020,0.98,0.95,0.57,0.53067,DBN_,GM,TGM
s__roseburia_inulinivorans,g__fructose-bisphosphate aldolase,g__transaldolase,1,0.98,0.54,0.5292,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__phosphoglycerate kinase,0.63,0.87,0.96,0.526176,DBN_,GM,TGM
s__bacteroides_stercoris,g__methionyl aminopeptidase,g__endopeptidase clp,1,0.61,0.86,0.5246,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__5-formyltetrahydrofolate cyclo-ligase,0.66,1,0.78,0.5148,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__fructose-bisphosphate aldolase,0.66,1,0.78,0.5148,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,1,0.77,0.66,0.5082,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.74,0.68,0.5032,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,1,1,0.5,0.5,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,1,0.49,0.49,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__glutamate dehydrogenase,1,1,0.49,0.49,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__beta-lactamase,1,0.86,0.56,0.4816,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.89,1,0.54,0.4806,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__methionyl aminopeptidase,1,1,0.48,0.48,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__triose-phosphate isomerase,0.93,0.85,0.6,0.4743,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.53,0.89,1,0.4717,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,0.98,1,0.48,0.4704,DBN_,GM,TGM
s__eubacterium_ventriosum,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.48,0.96,0.4608,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__fructose-bisphosphate aldolase,0.66,1,0.68,0.4488,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00030,g__thymidylate synthase,0.98,0.99,0.46,0.446292,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.72,0.98,0.63,0.444528,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__3-hydroxybutyryl-coa dehydrogenase,0.98,0.76,0.59,0.439432,DBN_,GM,TGM
s__bacteroides_fragilis,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,1,0.91,0.48,0.4368,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__l-serine ammonia-lyase,0.97,1,0.45,0.4365,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.43,0.43,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.43,0.43,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.53,0.89,0.91,0.429247,DBN_,GM,TGM
s__bacteroides_uniformis,g__glutamate dehydrogenase,g__uridine kinase,0.99,0.77,0.56,0.426888,DBN_,GM,TGM
s__bifidobacterium_longum,g__peroxiredoxin,g__uridine kinase,0.99,1,0.43,0.4257,DBN_,GM,TGM
s__bacteroides_uniformis,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.99,0.99,0.43,0.421443,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__l-serine ammonia-lyase,1,1,0.41,0.41,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__l-serine ammonia-lyase,1,1,0.41,0.41,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00764,g__dna helicase,1,0.42,0.97,0.4074,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__methionyl aminopeptidase,1,1,0.4,0.4,DBN_,GM,TGM
s__bacteroides_fragilis,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.63,1,0.63,0.3969,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.39,1,0.39,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.39,1,0.39,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.66,1,0.59,0.3894,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,g__uridine kinase,0.99,0.39,1,0.3861,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,g__thymidylate synthase,0.95,0.54,0.75,0.38475,DBN_,GM,TGM
s__bifidobacterium_longum,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__acetyl-coa c-acetyltransferase,0.61,0.9,0.68,0.37332,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00619,g__glutamate decarboxylase,0.37,1,1,0.37,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__rna helicase,1,1,0.37,0.37,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__beta-lactamase,1,0.86,0.43,0.3698,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.67,0.74,0.73,0.361934,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00056,g__acetyl-coa c-acetyltransferase,1,1,0.36,0.36,DBN_,GM,TGM
s__escherichia_coli,g__dihydrolipoyl dehydrogenase,g__methionyl aminopeptidase,1,0.72,0.5,0.36,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,0.98,1,0.36,0.3528,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,0.98,0.36,0.3528,DBN_,GM,TGM
s__escherichia_coli,g__dephospho-coa kinase,g__methionyl aminopeptidase,1,0.72,0.48,0.3456,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.98,0.35,0.343,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__uridine kinase,1,1,0.34,0.34,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__3-hydroxybutyryl-coa dehydrogenase,0.57,1,0.59,0.3363,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.9,0.37,0.333,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.91,1,0.36,0.3276,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,1,0.98,0.33,0.3234,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__fructose-bisphosphate aldolase,g__phosphopyruvate hydratase,0.97,1,0.33,0.3201,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__uridine kinase,1,1,0.32,0.32,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.58,0.55,0.319,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,1,0.98,0.32,0.3136,DBN_,GM,TGM
s__escherichia_coli,g__dihydrolipoyl dehydrogenase,g__aspartate ammonia-lyase,1,0.66,0.47,0.3102,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__aspartate ammonia-lyase,1,0.66,0.47,0.3102,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__uridine kinase,1,1,0.31,0.31,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__aspartate ammonia-lyase,1,0.72,0.43,0.3096,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__3-hydroxybutyryl-coa dehydrogenase,0.63,1,0.49,0.3087,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__l-serine ammonia-lyase,0.57,1,0.54,0.3078,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__peroxiredoxin,0.95,0.98,0.33,0.30723,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__transaldolase,0.39,1,0.78,0.3042,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.83,0.57,0.64,0.302784,DBN_,GM,TGM
