subjectid$id	week sample obtained$clinical	g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase$gene	g__3-hydroxybutyryl-coa dehydrogenase$gene	g__3-methyl-2-oxobutanoate hydroxymethyltransferase$gene	g__5-formyltetrahydrofolate cyclo-ligase$gene	g__acetyl-coa c-acetyltransferase$gene	g__aldose 1-epimerase$gene	g__aspartate ammonia-lyase$gene	g__beta-lactamase$gene	g__dephospho-coa kinase$gene	g__dihydrolipoyl dehydrogenase$gene	g__dna helicase$gene	g__dna-directed rna polymerase$gene	g__endopeptidase clp$gene	g__fructose-bisphosphate aldolase$gene	g__glucose-1-phosphate adenylyltransferase$gene	g__glutamate decarboxylase$gene	g__glutamate dehydrogenase$gene	g__histidine kinase$gene	g__l-serine ammonia-lyase$gene	g__methionyl aminopeptidase$gene	g__peptidylprolyl isomerase$gene	g__peroxiredoxin$gene	g__phosphatidate cytidylyltransferase$gene	g__phosphoglycerate kinase$gene	g__phosphopyruvate hydratase$gene	g__pyruvate carboxylase$gene	g__ribulose-phosphate 3-epimerase$gene	g__rna helicase$gene	g__shikimate kinase$gene	g__superoxide dismutase$gene	g__thymidylate synthase$gene	g__transaldolase$gene	g__triose-phosphate isomerase$gene	g__uridine kinase$gene	m__hmdb00014$metabolite	m__hmdb00020$metabolite	m__hmdb00030$metabolite	m__hmdb00043$metabolite	m__hmdb00056$metabolite	m__hmdb00089$metabolite	m__hmdb00097$metabolite	m__hmdb00195$metabolite	m__hmdb00209$metabolite	m__hmdb00239$metabolite	m__hmdb00251$metabolite	m__hmdb00289$metabolite	m__hmdb00296$metabolite	m__hmdb00619$metabolite	m__hmdb00630$metabolite	m__hmdb00764$metabolite	m__hmdb01149$metabolite	m__hmdb01257$metabolite	m__hmdb02322$metabolite	s__subdoligranulum_unclassified$taxa	s__bacteroides_eggerthii$taxa	s__odoribacter_splanchnicus$taxa	s__bacteroides_fragilis$taxa	s__ruminococcus_bromii$taxa	s__eubacterium_eligens$taxa	s__eubacterium_siraeum$taxa	s__roseburia_inulinivorans$taxa	s__bacteroides_massiliensis$taxa	s__parabacteroides_distasonis$taxa	s__peptostreptococcaceae_noname_unclassified$taxa	s__akkermansia_muciniphila$taxa	s__lachnospiraceae_bacterium_5_1_63faa$taxa	s__clostridium_hathewayi$taxa	s__lachnospiraceae_bacterium_1_1_57faa$taxa	s__streptococcus_thermophilus$taxa	s__anaerostipes_hadrus$taxa	s__roseburia_intestinalis$taxa	s__ruminococcus_torques$taxa	s__alistipes_shahii$taxa	s__bacteroides_cellulosilyticus$taxa	s__ruminococcus_gnavus$taxa	s__clostridium_symbiosum$taxa	s__ruminococcus_lactaris$taxa	s__bacteroides_dorei$taxa	s__eubacterium_hallii$taxa	s__veillonella_dispar$taxa	s__bacteroides_finegoldii$taxa	s__bacteroides_thetaiotaomicron$taxa	s__parabacteroides_merdae$taxa	s__coprococcus_catus$taxa	s__clostridiales_bacterium_1_7_47faa$taxa	s__anaerotruncus_colihominis$taxa	s__bacteroides_vulgatus$taxa	s__ruminococcus_obeum$taxa	s__bifidobacterium_longum$taxa	s__dorea_formicigenerans$taxa	s__clostridium_bolteae$taxa	s__streptococcus_parasanguinis$taxa	s__c2likevirus_unclassified$taxa	s__bacteroides_xylanisolvens$taxa	s__faecalibacterium_prausnitzii$taxa	s__bacteroides_uniformis$taxa	s__bacteroides_faecis$taxa	s__clostridium_citroniae$taxa	s__veillonella_unclassified$taxa	s__escherichia_coli$taxa	s__clostridium_clostridioforme$taxa	s__bacteroides_stercoris$taxa	s__parabacteroides_unclassified$taxa	s__alistipes_onderdonkii$taxa	s__eubacterium_rectale$taxa	s__oscillibacter_unclassified$taxa	s__eubacterium_ventriosum$taxa	s__prevotella_copri$taxa	s__bacteroides_caccae$taxa	s__bacteroides_ovatus$taxa	s__sutterella_wadsworthensis$taxa	s__haemophilus_parainfluenzae$taxa	s__alistipes_putredinis$taxa	s__clostridium_asparagiforme$taxa	s__barnesiella_intestinihominis$taxa	s__alistipes_finegoldii$taxa	s__dialister_invisus$taxa	s__klebsiella_pneumoniae$taxa
15	24	0.023211422	0.029114449	0.023812719	0.024231127	0.023724175	0.050901975	0.007532106	0.097890349	0.021252328	0.018820888	0.076436307	0.20485899	0.040349012	0.032829964	0.054761358	0.059011284	0.215860849	0.026239216	0.012136432	0.107118489	0.210566299	0.00715966	0.02068441	0.080140558	0.091793339	0.032649108	0.028836484	0.020436996	0.036955286	0.09607166	0.018692272	0.051771819	0.071215027	0.021542737	0.011484284	0.00034265	0.031514938	0.004550178	0.02450985	0.04806249	0.013764568	0.000279282	0.00021259	0.020688156	0.006226692	0.171520868	0.003932098	0.046192343	0.000411896	0.000105861	0.003902078	0.085841142	0.04876322	0.028947197	0	0.003039919	0.023516296	0.003490479	0.007651115	0	0.001329819	0	0.011945939	0.001633144	0	0.000795311	0.000667597	0.001068196	0	4.51E-06	0.012162905	0.020228109	4.81E-05	0	0.000372952	0.001482424	0	0.016995656	1.08E-05	7.19E-05	0.000182678	0.015288768	0.001385257	0.000756408	4.99E-05	6.69E-05	0.080416446	0.002723513	0	0	0.001131501	0.000391633	0.000119728	0.025070053	0.134159792	0.252918549	0.000944078	1.01E-05	0.001902676	0.002657057	0.000217742	0.018690487	0.008730213	0.140320684	0.007302756	0.003749668	0.001309009	0	0.028001768	0.028104521	0.000260988	0.000650742	0.050319216	0.000611956	0	0.005325109	0.00468717	1.76E-05
15	25	0.023522324	0.03021384	0.022879581	0.024317789	0.024408554	0.05191279	0.00697021	0.109252363	0.020390312	0.018083593	0.076913911	0.201706501	0.040271567	0.033562897	0.056849852	0.061228294	0.222494516	0.025986221	0.01245078	0.106751038	0.208842092	0.006807157	0.019480591	0.081507521	0.088893952	0.032675089	0.027786616	0.015563055	0.036918247	0.092951585	0.018251286	0.052080735	0.071558625	0.021092582	0.011761309	0.000323755	0.030665232	0.004347325	0.02445217	0.052400711	0.01422933	0.000265308	0.000206713	0.02083094	0.005912566	0.183243528	0.004117418	0.046349857	0.000448651	0.000147358	0.003725524	0.08822324	0.048515545	0.032284036	0	0.002388718	0.017750629	0.002954467	0.007039355	0	0.00129864	0	0.016108582	0.001658422	0	0.000776921	0.000760693	0.001166387	0	3.91E-06	0.007363896	0.020117452	5.06E-05	0	0.000403946	0.001778025	0	0.016281563	1.12E-05	8.58E-05	0.000205895	0.044828558	0.001456819	0.000729531	6.32E-05	5.99E-05	0.069171578	0.002551844	0	0	0.001249316	0.000466191	0.000111136	0.016239735	0.074379398	0.170094774	0.001002352	1.20E-05	0.002265783	0.002167506	0.000294768	0.083099613	0.009467824	0.083705849	0.006172671	0.003470945	0.001202085	0	0.034175678	0.140054789	0.000274471	0.000698499	0.038004406	0.000697002	0	0.005222953	0.005002471	2.10E-05
15	26	0.02379807	0.0311811	0.022019723	0.024347202	0.024980181	0.052918553	0.006453623	0.120971705	0.019562115	0.017434258	0.077275753	0.198575	0.040186738	0.03420685	0.058530349	0.063090862	0.229075235	0.025800345	0.012768526	0.106635815	0.207664748	0.006492022	0.018421691	0.082844065	0.086350567	0.032769116	0.027040372	0.011312019	0.036880122	0.090250756	0.017854376	0.052432833	0.071866375	0.020695659	0.012012036	0.000305936	0.029804316	0.004129218	0.024351963	0.056755347	0.014639421	0.000251475	0.00020212	0.021114328	0.005570859	0.193959474	0.004289327	0.046346766	0.000485712	0.00019054	0.003548178	0.091339225	0.048440644	0.035936408	0	0.003419404	0.011955907	0.002395583	0.006372066	0	0.001249332	0	0.018307079	0.001657584	0	0.000747534	0.000851883	0.001245682	0	3.26E-06	0.002819647	0.02039266	5.23E-05	0	0.000439464	0.002065565	0	0.015434491	1.14E-05	9.85E-05	0.000225815	0.075356231	0.00150422	0.000692879	7.64E-05	5.21E-05	0.04650633	0.002351796	0	0	0.001351647	0.000535199	0.00010106	0.014161582	0.069667868	0.101915364	0.001047292	1.38E-05	0.002602672	0.001667391	0.000377655	0.121796355	0.010995002	0.018553648	0.005113643	0.003172076	0.001087374	0	0.04270275	0.219297031	0.000283402	0.000737107	0.033102001	0.000773066	0	0.005055025	0.005250615	2.41E-05
15	27	0.024035384	0.031993346	0.021240034	0.024311972	0.025420879	0.053906328	0.005991686	0.133010519	0.018777873	0.016887023	0.077500068	0.195495522	0.040092573	0.034747524	0.059748165	0.064544952	0.235555894	0.025688484	0.01308405	0.106795789	0.20708027	0.00621945	0.017531068	0.084141032	0.084198938	0.032940549	0.026634961	0.007659288	0.036836744	0.088016679	0.017506894	0.052811974	0.07213277	0.020357518	0.012224534	0.000289548	0.028938072	0.003896092	0.024198071	0.061041699	0.014977458	0.00023789	0.000198982	0.02154219	0.005203336	0.203305561	0.004441991	0.046148762	0.000522365	0.000234444	0.003371388	0.095085878	0.048547329	0.041134425	0	0.006268414	0.007057082	0.001871123	0.005780798	0	0.001206352	0	0.016826437	0.001661741	0	0.000721841	0.000956734	0.001327843	0	2.64E-06	0	0.021448788	5.40E-05	0	0.000488805	0.002381237	0	0.014769102	1.17E-05	0.000111943	0.000246277	0.088729837	0.001554632	0.000660297	9.09E-05	4.48E-05	0.033960128	0.002172329	0	0	0.001462417	0.000607609	9.16E-05	0.02004395	0.12511122	0.120704223	0.00109788	1.57E-05	0.002956938	0.001199163	0.000473508	0.081616508	0.013746577	0.028029397	0.004225985	0.00291707	0.000987242	0	0.053150433	0.165278799	0.000292899	0.00077991	0.041149491	0.000853453	0	0.004919856	0.005540605	2.74E-05
15	28	0.024234346	0.032632058	0.020550658	0.024208032	0.025715885	0.054871191	0.00559465	0.145353472	0.018050383	0.016458641	0.077576023	0.192526662	0.039992883	0.035175445	0.060456111	0.06554499	0.241924309	0.025661459	0.013393744	0.107270248	0.207166483	0.00599562	0.016834904	0.085401483	0.082488007	0.033203713	0.026612357	0.004584481	0.036789305	0.086310732	0.017216822	0.05321011	0.072362623	0.020086796	0.012386051	0.000274979	0.028074412	0.003648884	0.023979449	0.065160413	0.015224993	0.000224698	0.000197469	0.022115646	0.004812946	0.210890971	0.00456908	0.04572193	0.000557771	0.000277948	0.003196948	0.099339002	0.048841849	0.042931327	0	0.010940664	0.003523604	0.001348658	0.005162024	0	0.001148484	0	0.013127585	0.00164172	0	0.000687209	0.001060171	0.001389677	0	2.01E-06	0	0.021657252	5.49E-05	0	0.000545384	0.002687253	0	0.014034207	1.18E-05	0.000124088	0.000262992	0.085082531	0.001580739	0.000620257	0.000105122	3.71E-05	0.030100455	0.001975921	0	0	0.001556813	0.000673197	8.13E-05	0.034529336	0.194799845	0.174385815	0.001135192	1.74E-05	0.003278935	0.000742288	0.000575999	0.011239988	0.017760106	0.068911409	0.003417984	0.002652999	0.000883921	0	0.063537273	0.071488025	0.000297818	0.000813606	0.05081341	0.000923673	0	0.004731282	0.005791658	3.04E-05
15	29	0.02438931	0.033070789	0.019957092	0.024025417	0.025844085	0.055795803	0.005271525	0.157957008	0.017388147	0.016162276	0.077474334	0.189681359	0.039882136	0.035472727	0.060591438	0.066029009	0.24811393	0.025724415	0.013691029	0.108074817	0.207955571	0.005825409	0.016355855	0.086608903	0.081248626	0.033565576	0.02700964	0.002068513	0.036730453	0.085175563	0.01698825	0.053607253	0.072543859	0.019887618	0.012483678	0.000262643	0.027223562	0.00338939	0.023686074	0.069000249	0.015363553	0.000212072	0.000197737	0.022832167	0.004404048	0.216316723	0.004664072	0.04503543	0.000590986	0.00031979	0.00302712	0.103952244	0.049326935	0.035717757	0	0.01649177	0.0019966	0.000809083	0.004336375	0	0.001030501	0	0.00914828	0.001528291	0	0.000616633	0.001109952	0.001366772	0	1.34E-06	0	0.018944963	5.26E-05	0	0.00058289	0.002847755	0	0.012683896	1.12E-05	0.000128774	0.000263404	0.068599322	0.00151248	0.000549054	0.000113691	2.81E-05	0.028499391	0.001692419	0	0	0.001561285	0.000698356	6.73E-05	0.05434213	0.22114566	0.188902477	0.001107739	1.80E-05	0.00340486	0.000298939	0.000654045	0	0.022045398	0.077304973	0.002582161	0.002282819	0.000746369	0	0.069334281	0.053017308	0.000284958	0.000800891	0.048561455	0.000939016	0	0.004299325	0.005749794	3.15E-05
15	30	0.024501675	0.033292098	0.019471264	0.023761004	0.025791377	0.056679259	0.005033205	0.170824982	0.01680514	0.016016465	0.077188097	0.187029597	0.039766641	0.035631486	0.06010703	0.065952545	0.254130952	0.025890539	0.013973364	0.109258664	0.209544677	0.005715669	0.016122373	0.087772239	0.080538035	0.034043467	0.027873664	9.64E-05	0.036663766	0.084681752	0.016830609	0.053999509	0.072685772	0.019770362	0.012496791	0.000252783	0.026380278	0.003118264	0.023294256	0.072394203	0.015365628	0.000200082	0.000199776	0.023668826	0.003979831	0.219054282	0.00471749	0.044034862	0.000620584	0.000358361	0.002862656	0.108685352	0.04996713	0.025101705	0	0.022554381	0.003165695	0.000352591	0.003642538	0	0.000926351	0	0.006169777	0.001425433	0	0.000554417	0.00116944	0.001344649	0	7.56E-07	0	0.015168402	5.03E-05	0	0.000633944	0.003022232	0	0.011618723	1.06E-05	0.000133424	0.000263534	0.054020255	0.001448567	0.000486928	0.000122753	2.04E-05	0.028920275	0.001451926	0	0	0.001570791	0.000723371	5.51E-05	0.074639607	0.214347428	0.177493508	0.001085698	1.87E-05	0.003530833	0	0.000740698	0	0.026989832	0.059995988	0.001932796	0.001977774	0.000632274	0	0.073374115	0.095043413	0.000272916	0.000791907	0.041145457	0.000955387	0	0.003926506	0.005780395	3.27E-05
15	31	0.024568372	0.033271803	0.019101888	0.023406927	0.025538235	0.05751105	0.004889933	0.183940559	0.01631236	0.016037523	0.076695767	0.184607477	0.039645596	0.035637001	0.05894195	0.06525684	0.25993972	0.026169041	0.014235874	0.110854211	0.211998791	0.005672458	0.016161051	0.088885458	0.080401362	0.034649533	0.029249094	0	0.036586284	0.084887676	0.016750599	0.054373776	0.072784724	0.019742238	0.012416668	0.00024583	0.025564012	0.002840153	0.022802989	0.075228093	0.01521917	0.000188993	0.000203686	0.024614946	0.003548948	0.218800777	0.004724357	0.042712906	0.000645584	0.000392242	0.002707218	0.113360623	0.050760266	0.015034788	0	0.028887755	0.007517093	0	0.003109373	0	0.000847818	0	0.004045366	0.001354225	9.11E-05	0.000507667	0.001263155	0.001346808	0	2.60E-07	0	0.011192655	4.91E-05	0	0.000713071	0.003275119	0	0.010997404	1.03E-05	0.000140712	0.000268202	0.050277906	0.001412381	0.000439749	0.000135021	1.38E-05	0.030708587	0.001269222	0	0	0.001614607	0.000762729	4.51E-05	0.090679766	0.187216754	0.160869544	0.00108783	1.97E-05	0.003727772	0	0.000854105	0	0.032675843	0.033912614	0.00145245	0.001756206	0.000546793	0	0.076450943	0.152789896	0.000266099	0.000800755	0.035546289	0.000991103	0	0.003665799	0.005999986	3.45E-05
15	32	0.024592067	0.032992395	0.018862926	0.022960377	0.025070088	0.058294685	0.004853661	0.1973377	0.015925153	0.016246678	0.075993132	0.182496665	0.039527801	0.035482331	0.05704518	0.063895131	0.265568716	0.026576284	0.014477137	0.112923936	0.215440675	0.005703604	0.01650406	0.089964281	0.080906781	0.035405339	0.031191248	0	0.036503895	0.085876711	0.016759446	0.054730281	0.072854607	0.019815798	0.012231744	0.000242022	0.024782943	0.002559189	0.022204563	0.077362851	0.0149098	0.00017898	0.000209401	0.025642584	0.003119505	0.215242516	0.004678874	0.041054791	0.000664786	0.000419903	0.002563239	0.117739034	0.051673353	0.008377129	0	0.035069285	0.015984466	0	0.002686975	0	0.000786716	0	0.002530492	0.001305787	0.000231602	0.000471562	0.001397329	0.001370224	0	0	0	0.007337127	4.86E-05	0	0.000827013	0.003622735	0	0.010755908	1.01E-05	0.000150953	0.00027715	0.065759381	0.001397579	0.000402867	0.000151329	8.01E-06	0.032880199	0.001127865	0	0	0.001693181	0.00081813	3.66E-05	0.096569805	0.143829695	0.153469504	0.001112054	2.11E-05	0.004004461	0	0.001003322	0	0.03892257	0.011616761	0.001086483	0.001595646	0.000481753	0	0.077782002	0.186425793	0.00026331	0.000826606	0.03744627	0.001047074	0	0.0034885	0.006428127	3.70E-05
15	33	0.024571196	0.03242897	0.018766027	0.022413798	0.024366384	0.059024672	0.00493629	0.211032704	0.015656711	0.01666408	0.075061643	0.180749848	0.039415627	0.03515356	0.054349622	0.061804422	0.271007543	0.027125646	0.014693472	0.115517421	0.219968624	0.005816577	0.017183401	0.091010706	0.082114504	0.036328509	0.033756223	0	0.036416518	0.087724914	0.016866327	0.055060658	0.072897471	0.020001206	0.011966121	0.000242125	0.024109255	0.002286464	0.021553308	0.078884001	0.01446782	0.000170656	0.000217338	0.026787473	0.002707952	0.208835058	0.004589275	0.039165492	0.000678909	0.000441113	0.002439565	0.121899368	0.05280379	0.00723947	0	0.040237113	0.029988022	0	0.002324428	0	0.000731291	0	0.001477479	0.001263664	0.000361979	0.000439168	0.001570876	0.001402653	0	0	0	0.003933565	4.83E-05	0	0.000979711	0.004060662	0	0.010799603	1.00E-05	0.000163471	0.000288206	0.102480453	0.001388785	0.000370104	0.000171639	2.52E-06	0.034163265	0.001009734	0	0	0.001796512	0.000885906	2.85E-05	0.089324748	0.092868263	0.163882011	0.001149596	2.29E-05	0.004343567	0	0.001192757	0.003792745	0.045204522	0.002723636	0.000793677	0.001471193	0.000428785	0	0.075529532	0.165492587	0.000261653	0.000863676	0.049138047	0.001117458	0	0.003350116	0.007056875	4.00E-05
15	34	0.024502106	0.031551716	0.018822729	0.021757029	0.0234026	0.059691207	0.005150448	0.225034511	0.015520092	0.017310678	0.073875247	0.179409823	0.039308729	0.034632715	0.050776571	0.058910398	0.276227274	0.027830051	0.014880029	0.118681685	0.225676654	0.006019192	0.018233042	0.092020524	0.084085534	0.037435933	0.037004059	0	0.03632147	0.090510331	0.017080139	0.055352571	0.072910111	0.020308272	0.011696406	0.00024788	0.023711751	0.002039801	0.020993486	0.080264421	0.013986481	0.000165252	0.00022892	0.028215577	0.002337373	0.20132665	0.004484435	0.037308645	0.000692015	0.000458056	0.002353908	0.126523961	0.054492414	0.00875256	0	0.042699734	0.050936294	0	0.00197285	0	0.000666103	0	0.000827783	0.001202274	0.000477551	0.000401355	0.001766585	0.001418686	0	0	0.000236782	0.001555804	4.72E-05	0	0.001165319	0.004541533	0	0.01097316	9.81E-06	0.000175871	0.000296346	0.124609348	0.001358873	0.000333804	0.000194048	0	0.032672578	0.000895672	0	0	0.001897121	0.000953087	2.03E-05	0.087733605	0.078748795	0.174948147	0.001181311	2.46E-05	0.004682113	0	0.001413706	0.00259581	0.05025583	0.002993069	0.000546715	0.001354514	0.000379451	0	0.066642452	0.118399982	0.000256018	0.000898202	0.054766185	0.001185129	0	0.003186319	0.007816447	4.31E-05
15	35	0.024380818	0.030327831	0.019046137	0.020978871	0.022151683	0.060284263	0.005510096	0.239358129	0.015529704	0.018209831	0.072405643	0.178524202	0.039207008	0.033900085	0.046238631	0.055130889	0.281199097	0.028704163	0.015031758	0.122470337	0.232672138	0.006320189	0.019690785	0.092989832	0.086888912	0.038746652	0.041002052	0	0.036216164	0.094320897	0.017410927	0.055593572	0.072889441	0.020748124	0.011504758	0.00026144	0.023773854	0.001832626	0.020677092	0.08210109	0.01356147	0.00016403	0.00024612	0.030161061	0.002023429	0.194555026	0.004395334	0.035738936	0.000709268	0.00047388	0.002324199	0.13255762	0.05718315	0.008938077	0	0.040993197	0.076961874	0	0.001585177	0	0.000571208	1.27E-06	0.00056679	0.001083216	0.000556695	0.00034619	0.00192835	0.001370969	0	0	0.000874138	0.000882945	4.39E-05	0	0.001348939	0.004918911	0	0.010963966	9.11E-06	0.000182312	0.000291604	0.096624299	0.001263046	0.000284442	0.000212287	0	0.027371621	0.000763744	0	0	0.00193297	0.000988031	1.16E-05	0.10801565	0.136948222	0.163801491	0.001168793	2.55E-05	0.004864865	0	0.001622001	0.000855365	0.051758922	0.005100343	0.000331729	0.001208327	0.000324258	0	0.050762614	0.085920324	0.000237963	0.000901054	0.037363908	0.001210917	0	0.002900491	0.008462737	4.47E-05
15	36	0.024203299	0.028721251	0.019451514	0.020067139	0.020583773	0.060794345	0.006030922	0.254029315	0.015701836	0.019388097	0.070622741	0.178149012	0.039111208	0.032934293	0.040638393	0.050374833	0.285898233	0.029765176	0.015143549	0.126946732	0.241081926	0.006729525	0.021599409	0.093916404	0.09060463	0.040282901	0.045826951	0	0.03609861	0.099257889	0.017870378	0.055771743	0.072833529	0.021333783	0.011463383	0.00028551	0.024484115	0.001672616	0.020743232	0.085011248	0.01326934	0.000168281	0.000271491	0.032917617	0.001773396	0.190047704	0.004348102	0.034652871	0.000736057	0.00049186	0.002368259	0.141097981	0.061403849	0.007599467	0	0.040557819	0.100733347	0	0.001201639	0	0.000455087	3.45E-06	0.000644546	0.000916776	0.000590978	0.00027874	0.00205115	0.001264394	0	0	0.001272033	0.001790439	3.86E-05	0	0.001524318	0.005180507	0	0.010829879	8.03E-06	0.000182677	0.000274625	0.065534702	0.001109477	0.000226757	0.000225692	0	0.024735595	0.000629472	0	0	0.00190559	0.000990105	3.13E-06	0.125258986	0.197907441	0.140206704	0.001115265	2.56E-05	0.004888209	0	0.001809456	0	0.049906237	0.007206226	0.000161351	0.001049002	0.000269405	0	0.044750886	0.072697777	0.00020903	0.000874008	0.01194952	0.001195245	0	0.002521988	0.008923351	4.47E-05
15	37	0.023960822	0.026686603	0.020052903	0.01900469	0.018661825	0.061200792	0.006729479	0.269036069	0.016052017	0.020872049	0.068480854	0.178316275	0.039015555	0.03170571	0.033859154	0.044531241	0.290249121	0.031027475	0.015207273	0.132161013	0.251008918	0.007257284	0.024003346	0.094781848	0.095307969	0.042062848	0.051557555	0.000841567	0.035960575	0.105418969	0.018468664	0.055864944	0.072727824	0.022076367	0.011613896	0.000323265	0.026014614	0.001561112	0.021288802	0.089465982	0.01314135	0.000179254	0.000307945	0.036798712	0.001586936	0.188715126	0.004355152	0.034131878	0.000776566	0.000514105	0.002502611	0.15315802	0.06769665	0.005769352	0	0.045546627	0.11411547	0	0.000856492	0	0.000327497	5.88E-06	0.000950091	0.000717597	0.000579139	0.000204825	0.002139563	0.001111151	0	0	0.001537089	0.003732295	3.17E-05	0	0.001691097	0.005339698	0	0.010655132	6.65E-06	0.00017786	0.000247675	0.080170621	0.000912496	0.00016583	0.000234726	0	0.032630485	0.00050707	0	0	0.001826501	0.000964151	0	0.115182382	0.188169301	0.122456262	0.001029668	2.49E-05	0.004775414	0	0.001975966	0	0.045576051	0.00902006	3.89E-05	0.000892959	0.000220369	0	0.06074643	0.069356814	0.000171918	0.000823286	0	0.001145059	0	0.002088576	0.009151878	4.36E-05
15	38	0.023638558	0.024168664	0.020861567	0.017768929	0.016341585	0.061467283	0.007622408	0.284298257	0.016593952	0.022686055	0.065915654	0.179023264	0.038905333	0.030175124	0.025767077	0.03746994	0.294102291	0.032499803	0.015210643	0.138138	0.262509157	0.007912907	0.026945718	0.095544655	0.101060524	0.044096666	0.058267595	0.003048515	0.035785351	0.112887632	0.01921291	0.055836914	0.072540495	0.022983229	0.011935071	0.000377522	0.028457462	0.001492306	0.022314063	0.095497185	0.013127969	0.000197775	0.00035782	0.042019185	0.001457411	0.190447542	0.004402646	0.034062253	0.000831226	0.000539587	0.002737306	0.169150414	0.076413454	0.004780235	0	0.048427132	0.109109155	0	0.00056351	0	0.000193595	8.41E-06	0.001340092	0.000492199	0.000517668	0.000127375	0.002174921	0.000912347	0	0	0.001770609	0.006030317	2.35E-05	0	0.001829502	0.0053531	0	0.010384383	5.02E-06	0.00016695	0.000210589	0.106140814	0.000677043	0.000104149	0.000237365	0	0.057075759	0.000400956	0	0	0.001688145	0.000905234	0	0.10137201	0.136306395	0.125754861	0.000910022	2.34E-05	0.004501187	0	0.002099712	0	0.039266017	0.01019584	0	0.00074235	0.00017836	0	0.078526549	0.064727406	0.000127558	0.000746363	0	0.001055597	0	0.001611319	0.009013116	4.09E-05
15	39	0.023203417	0.021094023	0.021873091	0.016324455	0.013567078	0.061508238	0.008720605	0.299487576	0.017329431	0.024836601	0.062813239	0.180133935	0.038736021	0.028280301	0.016212271	0.02903446	0.297069145	0.034164955	0.01512903	0.144791517	0.275428603	0.008699671	0.030448244	0.096087301	0.107844638	0.046358977	0.065981842	0.005812146	0.035528697	0.121658079	0.020095388	0.055607141	0.07218358	0.024043803	0.012262973	0.000447045	0.031592768	0.001447571	0.023563768	0.101948006	0.013021372	0.000222621	0.000419362	0.048297392	0.001369004	0.193031255	0.004422792	0.033939692	0.000890129	0.000560009	0.003053948	0.18740655	0.087018711	0.005549603	0	0.043131247	0.085414851	0	0.000343879	0	6.36E-05	1.10E-05	0.001702202	0.000260756	0.000419322	5.26E-05	0.002190434	0.000693671	0	0	0.002102382	0.008147521	1.48E-05	0	0.001961498	0.005306722	0	0.010194713	3.31E-06	0.000153257	0.000168819	0.103097994	0.000426949	4.66E-05	0.000237312	0	0.098694051	0.000322634	0	0	0.001525418	0.000831278	0	0.110283792	0.090556091	0.157903723	0.000777539	2.15E-05	0.004153614	0	0.002207912	0	0.032474878	0.010685964	0	0.000615073	0.000147798	0	0.078580972	0.052565357	8.04E-05	0.000659513	0	0.000948879	0	0.001141181	0.008608453	3.75E-05
15	40	0.022650474	0.017420062	0.023107261	0.014658368	0.010303978	0.061309284	0.010043345	0.314581869	0.018279951	0.02735529	0.059140296	0.181725984	0.038509235	0.025996002	0.005084003	0.019119728	0.299097887	0.036042395	0.014955362	0.152191028	0.28990933	0.009629631	0.034561747	0.096403093	0.115756506	0.048873946	0.074786115	0.009145692	0.035188779	0.131850443	0.02113043	0.055160233	0.07165481	0.025273812	0.012292821	0.000522584	0.034728914	0.001399087	0.024484688	0.106260666	0.012488371	0.000249155	0.000483361	0.054527725	0.001301792	0.192330965	0.004301628	0.032936062	0.000930997	0.000559856	0.003388658	0.203342289	0.097540086	0.007324329	0	0.032829274	0.054475106	0	0.000201173	0	0	1.40E-05	0.001981203	2.92E-05	0.000295744	0	0.002241229	0.000472248	0	0	0.002684799	0.009848145	5.99E-06	0	0.002136574	0.005334268	0	0.010334786	1.59E-06	0.00014063	0.000126566	0.068502199	0.00017246	0	0.000240555	0	0.144166096	0.000278914	0	0	0.001376451	0.000763163	0	0.133342304	0.062931028	0.202385918	0.000651477	1.97E-05	0.003837047	0	0.002356355	0.000216209	0.026460972	0.01063818	0	0.00052382	0.00013148	0	0.062374656	0.036759038	3.25E-05	0.000579156	0.001324429	0.00084867	0	0.000704372	0.008110265	3.44E-05
16	6	0.016726933	0.006264223	0.07646462	0.014045052	0.007899794	0.048943494	0.000435399	0.066729779	0.01021911	0.027383143	0.07682642	0.100344719	0.036413083	0.021156908	0.021405517	0.041975091	0.442476576	0.046984255	0.006468626	0.103422282	0.275856767	0.016174462	0.019699465	0.061352836	0.256485189	0.082301342	0.171319012	6.77E-05	0.059415907	0.104461054	0.020406123	0.101742543	0.125162978	0.024999384	0.002791641	0.001236222	0.022856285	0.008693944	0.037343379	0.018955556	0.009079993	0.000242618	0.000291587	0.030036745	0.001254762	0.01766281	0.002166316	0.069304009	0.000194458	0	0.034456391	0.202494023	0.345475598	0.006625055	0	0.005840518	0.000350217	0.001466062	0	0.002584459	0.00070181	0.012825867	0.003950812	0.000150291	2.55E-05	4.74E-05	0.00081923	0	4.59E-07	0.000564206	0.006498324	0.001313978	0.008412169	0.001796226	0.000368067	0.000233675	0.006930001	0.000417338	0.000768532	0	0.035226837	0.016875252	0	3.93E-05	9.56E-05	0	0.101543744	0.000339825	6.59E-05	0.000126336	0.004229927	7.06E-07	2.81E-05	0.01037013	0.035190281	0.186477166	0	0.000121055	8.20E-05	0.000155779	0.015253731	0.006050851	0.000884214	0.001787501	0.003774877	0.003457993	0	0.000628937	0.007817613	0.390954527	0.005213176	0	0.014018159	0.000436652	0	0.004218274	0.00155564	1.77E-05
