subjectid$id	week sample obtained$clinical	g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase$gene	g__3-hydroxybutyryl-coa dehydrogenase$gene	g__3-methyl-2-oxobutanoate hydroxymethyltransferase$gene	g__5-formyltetrahydrofolate cyclo-ligase$gene	g__acetyl-coa c-acetyltransferase$gene	g__aldose 1-epimerase$gene	g__aspartate ammonia-lyase$gene	g__beta-lactamase$gene	g__dephospho-coa kinase$gene	g__dihydrolipoyl dehydrogenase$gene	g__dna helicase$gene	g__dna-directed rna polymerase$gene	g__endopeptidase clp$gene	g__fructose-bisphosphate aldolase$gene	g__glucose-1-phosphate adenylyltransferase$gene	g__glutamate decarboxylase$gene	g__glutamate dehydrogenase$gene	g__histidine kinase$gene	g__l-serine ammonia-lyase$gene	g__methionyl aminopeptidase$gene	g__peptidylprolyl isomerase$gene	g__peroxiredoxin$gene	g__phosphatidate cytidylyltransferase$gene	g__phosphoglycerate kinase$gene	g__phosphopyruvate hydratase$gene	g__pyruvate carboxylase$gene	g__ribulose-phosphate 3-epimerase$gene	g__rna helicase$gene	g__shikimate kinase$gene	g__superoxide dismutase$gene	g__thymidylate synthase$gene	g__transaldolase$gene	g__triose-phosphate isomerase$gene	g__uridine kinase$gene	m__hmdb00014$metabolite	m__hmdb00020$metabolite	m__hmdb00030$metabolite	m__hmdb00043$metabolite	m__hmdb00056$metabolite	m__hmdb00089$metabolite	m__hmdb00097$metabolite	m__hmdb00195$metabolite	m__hmdb00209$metabolite	m__hmdb00239$metabolite	m__hmdb00251$metabolite	m__hmdb00289$metabolite	m__hmdb00296$metabolite	m__hmdb00619$metabolite	m__hmdb00630$metabolite	m__hmdb00764$metabolite	m__hmdb01149$metabolite	m__hmdb01257$metabolite	m__hmdb02322$metabolite	s__subdoligranulum_unclassified$taxa	s__bacteroides_eggerthii$taxa	s__odoribacter_splanchnicus$taxa	s__bacteroides_fragilis$taxa	s__ruminococcus_bromii$taxa	s__eubacterium_eligens$taxa	s__eubacterium_siraeum$taxa	s__roseburia_inulinivorans$taxa	s__bacteroides_massiliensis$taxa	s__parabacteroides_distasonis$taxa	s__peptostreptococcaceae_noname_unclassified$taxa	s__akkermansia_muciniphila$taxa	s__lachnospiraceae_bacterium_5_1_63faa$taxa	s__clostridium_hathewayi$taxa	s__lachnospiraceae_bacterium_1_1_57faa$taxa	s__streptococcus_thermophilus$taxa	s__anaerostipes_hadrus$taxa	s__roseburia_intestinalis$taxa	s__ruminococcus_torques$taxa	s__alistipes_shahii$taxa	s__bacteroides_cellulosilyticus$taxa	s__ruminococcus_gnavus$taxa	s__clostridium_symbiosum$taxa	s__ruminococcus_lactaris$taxa	s__bacteroides_dorei$taxa	s__eubacterium_hallii$taxa	s__veillonella_dispar$taxa	s__bacteroides_finegoldii$taxa	s__bacteroides_thetaiotaomicron$taxa	s__parabacteroides_merdae$taxa	s__coprococcus_catus$taxa	s__clostridiales_bacterium_1_7_47faa$taxa	s__anaerotruncus_colihominis$taxa	s__bacteroides_vulgatus$taxa	s__ruminococcus_obeum$taxa	s__bifidobacterium_longum$taxa	s__dorea_formicigenerans$taxa	s__clostridium_bolteae$taxa	s__streptococcus_parasanguinis$taxa	s__c2likevirus_unclassified$taxa	s__bacteroides_xylanisolvens$taxa	s__faecalibacterium_prausnitzii$taxa	s__bacteroides_uniformis$taxa	s__bacteroides_faecis$taxa	s__clostridium_citroniae$taxa	s__veillonella_unclassified$taxa	s__escherichia_coli$taxa	s__clostridium_clostridioforme$taxa	s__bacteroides_stercoris$taxa	s__parabacteroides_unclassified$taxa	s__alistipes_onderdonkii$taxa	s__eubacterium_rectale$taxa	s__oscillibacter_unclassified$taxa	s__eubacterium_ventriosum$taxa	s__prevotella_copri$taxa	s__bacteroides_caccae$taxa	s__bacteroides_ovatus$taxa	s__sutterella_wadsworthensis$taxa	s__haemophilus_parainfluenzae$taxa	s__alistipes_putredinis$taxa	s__clostridium_asparagiforme$taxa	s__barnesiella_intestinihominis$taxa	s__alistipes_finegoldii$taxa	s__dialister_invisus$taxa	s__klebsiella_pneumoniae$taxa
67	8	0.008366784	0.014904077	0.073941097	0.009620218	0.032109771	0.113008823	0.022031986	0.069288034	0.198735764	0.007725121	0.065007985	0.124547733	0.02693568	0.00793625	0	0.020442295	0.273431629	0	0.040515519	0.055131288	0.160431644	0	0.113966925	0.097334445	0.150255619	0.1580354	0.115321909	0	0.075684255	0.181284747	0.038894876	0.132346303	0.075051821	0.08983349	0	0.002003487	0.585319297	0	0.028414015	0	0	0.000577555	0.001363867	0.012014308	0	0	0	0	0	0.000466121	0	0	0	0.010964006	0.001945934	0	0.155123846	0.000147711	0	0.000330084	0.003643786	0.023790638	0.008577636	0	0.078144117	0.000167925	0.00028069	4.02E-05	0.000946171	8.89E-05	0.004389657	0.004078447	0.00035484	0.000875518	0.003210102	0.005516862	3.18E-06	0.013256239	0.000197092	0	0.005879546	0.013329006	0.003707985	1.25E-06	0.000912883	4.19E-05	0.00171812	0.000523451	0.001027121	0.000171391	0.005623436	0.00382198	0.000413749	0.004223858	0.032764588	0.115514345	0.004140802	0	0.01753187	0.001691652	0	0.123104426	0.071282906	0.036097993	0.022069662	0.003259839	0.003630931	0.00406419	0.007915126	0.029570915	0.000998844	0.000413364	0.0140848	0	0.007286776	0.010105346	0.003850507	3.50E-06
67	9	0.010167528	0.013427369	0.07893739	0.010649889	0.028917504	0.111589389	0.021585346	0.066316125	0.178252159	0.008827103	0.065917762	0.134891828	0.028765471	0.008177547	0	0.019453552	0.262603627	0	0.037912265	0.064027431	0.171120792	0	0.10451231	0.099053429	0.149210394	0.142358939	0.11088363	0	0.073096618	0.172871893	0.036953018	0.12901306	0.079058936	0.082189498	0	0.00198058	0.578936427	0	0.028391415	0	0	0.000600697	0.00136275	0.025532994	0	0	0	0	0	0.000472488	0	0	0	0.009307898	0.001619596	0	0.153461362	0.000121572	0	0.000274262	0.003052047	0.011150643	0.007137432	0	0.076362273	0.000139813	0.000431197	3.70E-05	0.000809115	7.47E-05	0.00321063	0.003763531	0.00029409	0.000728359	0.004614759	0.007209349	2.65E-06	0.01109008	0.000164243	0	0.004891294	0.01130498	0.002551617	6.40E-07	0.000986687	4.04E-05	0.055493629	0.000437226	0.000766049	0.000142583	0.004778954	0.003229454	0.000350642	0.003716532	0.007585271	0.118726166	0.003444606	0	0.022028983	0.002486948	0	0.115689184	0.07007257	0.034358406	0.018426536	0.002766325	0.003020633	0.003383041	0.006605554	0.024840392	0.000830956	0	0.011703378	0	0.006083162	0.008559024	0.003406378	6.38E-06
67	10	0.011931078	0.011986723	0.08389398	0.011656201	0.025802668	0.110079122	0.021153995	0.063396787	0.158309559	0.009921945	0.066776941	0.144879128	0.030558114	0.008426842	0	0.01847308	0.252120163	0	0.035323541	0.072696545	0.181648409	0	0.095274856	0.100688344	0.148059074	0.127112538	0.106527528	0	0.070539779	0.164534271	0.035039454	0.125617837	0.08291231	0.074721213	0	0.001955818	0.571850508	0	0.028405197	0	0	0.000624573	0.001360517	0.03937084	0	0	0	0	0	0.000479107	0	0	0	0.008144001	0.001386812	0	0.144391995	0.000102842	0	0.000234434	0.002636735	0.002930813	0.006109942	4.03E-06	0.071657319	0.000119764	0.000558864	3.50E-05	0.000713502	6.47E-05	0.002367279	0.003577134	0.000250647	0.000623348	0.005909597	0.008701324	2.27E-06	0.009550378	0.000140833	0	0.004186098	0.00988158	0.001919396	1.72E-07	0.001062013	4.00E-05	0.081668211	0.000375879	0.000572353	0.000122026	0.004186672	0.00281153	0.000306231	0.003371512	0	0.119164854	0.002947804	0	0.025343295	0.00315956	0	0.115791012	0.065469008	0.032248306	0.015834488	0.002419525	0.002585137	0.002897211	0.005673118	0.021488001	0.000711154	0	0.010002954	0	0.005226359	0.007470247	0.003355662	8.77E-06
67	11	0.013644362	0.010584605	0.088755488	0.012629842	0.022770557	0.108440155	0.020732078	0.060519351	0.138945237	0.011001008	0.067555172	0.154403076	0.032293262	0.008680451	0	0.017498213	0.241936259	0	0.032747403	0.081068062	0.191896632	0	0.086262768	0.102191796	0.146748176	0.11232275	0.102233294	0	0.067998321	0.156246742	0.03314965	0.122125705	0.086560007	0.067436061	0	0.001920396	0.561470921	0	0.028330227	0	0	0.000646219	0.001350928	0.053262256	0	0	5.95E-05	0	0	0.000483777	0	0	0	0.00729772	0.00121368	0	0.130668069	8.88E-05	0	0.000204801	0.002335287	0	0.005345572	3.57E-05	0.065124118	0.000104856	0.000676332	3.40E-05	0.000644778	5.74E-05	0.00173608	0.003480892	0.000218217	0.000545206	0.007177221	0.010120269	1.98E-06	0.008411296	0.000123446	0	0.00366133	0.008845545	0.001557877	0	0.00114319	4.05E-05	0.090468318	0.00033043	0.00041999	0.000106729	0.003757364	0.002505956	0.000273873	0.003133699	0	0.11775728	0.002578097	0	0.027970602	0.003776723	0	0.120594927	0.058780725	0.029919803	0.013914049	0.002167403	0.002261065	0.00253593	0.004981518	0.019019074	0.000622004	0	0.008736376	0	0.004591069	0.006676282	0.00358867	1.09E-05
67	12	0.015295807	0.009227762	0.093482943	0.013563618	0.019835695	0.106665342	0.02031947	0.057692022	0.120253309	0.012057071	0.068238768	0.16338688	0.033956806	0.00893652	0.004119329	0.016532001	0.232079371	0	0.030193629	0.089082825	0.20178428	0	0.077516542	0.10354123	0.145264474	0.09806098	0.098011809	0	0.065477355	0.148034635	0.031289842	0.118538208	0.089968643	0.060366973	0	0.001853244	0.541625797	0	0.027847548	0	4.91E-05	0.000657668	0.001318729	0.066218593	0	0	0.000252493	0	0	0.000480848	0	0	0	0.00669517	0.001084892	0	0.114258605	7.82E-05	0	0.000182736	0.002120298	0	0.004776731	6.37E-05	0.057590435	9.38E-05	0.000794748	3.37E-05	0.000596961	5.20E-05	0.001251577	0.003467659	0.000193923	0.00048702	0.008505925	0.011594015	1.77E-06	0.007572407	0.000110545	0	0.003270587	0.008106315	0.001307569	0	0.001238376	4.18E-05	0.088017841	0.000296868	0.000294868	9.53E-05	0.003453456	0.002285943	0.000250737	0.002983518	0	0.115387088	0.002302795	2.26E-07	0.030311982	0.004398158	0.001412777	0.128911649	0.050948343	0.02755907	0.012495528	0.001987914	0.002019761	0.002267257	0.004469696	0.01721646	0.000555622	0	0.007791539	0	0.004121218	0.006107672	0.004068099	1.31E-05
67	13	0.016869953	0.007921609	0.098015283	0.014447165	0.017009752	0.10472797	0.019912011	0.054912597	0.102310423	0.01307978	0.068800159	0.17171794	0.035526916	0.009191115	0.008277607	0.015574699	0.222532493	0	0.027667466	0.096660299	0.211183691	0	0.069064556	0.104692884	0.143567271	0.084383819	0.093855948	0	0.06297002	0.139897954	0.029460862	0.114835856	0.093085721	0.053537549	0	0.001786484	0.521701882	0.000249618	0.027424811	0	0.00081216	0.000669143	0.001286233	0.078864503	0	0	0.000448541	0.002038069	0	0.000478178	0	0	0	0.006265518	0.000986475	0	0.095822682	7.00E-05	0	0.00016585	0.001966885	0	0.004341753	9.01E-05	0.049296927	8.53E-05	0.000920764	3.41E-05	0.000564198	4.80E-05	0.000866084	0.003524361	0.000175165	0.000442491	0.009947066	0.013192852	1.61E-06	0.006940985	0.000100724	0	0.002971552	0.00757732	0.001036113	0	0.001350905	4.41E-05	0.077705327	0.000271502	0.000185873	8.66E-05	0.003238885	0.002126148	0.000234124	0.002899144	0	0.112094487	0.002092083	5.89E-07	0.032542299	0.00505859	0.005627242	0.139575223	0.042323125	0.025166372	0.011423062	0.001859961	0.001835091	0.002062027	0.004081588	0.015877705	0.000504821	0	0.007066483	0	0.003765275	0.005698269	0.004776539	1.53E-05
67	14	0.018365917	0.006678501	0.102375643	0.015282664	0.014319308	0.102694407	0.019522851	0.052227091	0.085282298	0.014069887	0.069272141	0.179434606	0.037012596	0.009448126	0.01223513	0.014640385	0.213471738	0	0.025199025	0.103804172	0.220149753	0	0.0609958	0.105694829	0.141742911	0.071421109	0.089840874	0	0.060524863	0.131960674	0.027689534	0.111101344	0.095940596	0.047018384	0	0.001689216	0.492682149	0.000590074	0.026576831	0	0.001542894	0.000668371	0.001230891	0.089537388	0	0	0.000635873	0.00556788	0	0.000467207	0	0	0.029009057	0.005965372	0.0009096	0	0.075820436	6.34E-05	0	0.000152637	0.001860051	0	0.004001656	0.000116419	0.040415051	7.87E-05	0.001060233	3.51E-05	0.000542963	4.51E-05	0.000550459	0.003645852	0.000160291	0.000407633	0.011547844	0.014980804	1.48E-06	0.00645886	9.31E-05	0	0.00273746	0.007205455	0.000616593	0	0.001484702	4.72E-05	0.061737332	0.000252016	8.54E-05	7.98E-05	0.003091681	0.002010933	0.000222376	0.002868031	0	0.107766342	0.001927108	9.60E-07	0.034778445	0.005788351	0.011603285	0.151638281	0.033183349	0.022745472	0.010598726	0.001770632	0.001690526	0.001901814	0.003781896	0.014876597	0.000465052	0	0.006496648	0	0.003490815	0.005407387	0.005720189	1.78E-05
67	15	0.019786418	0.005507395	0.106596056	0.016074265	0.011783598	0.10062587	0.019163759	0.049673905	0.069287642	0.015030286	0.069688137	0.18659452	0.038426138	0.009711796	0.015981455	0.013740664	0.205044898	0	0.022812182	0.110535691	0.228756503	0	0.053377146	0.106596829	0.139872659	0.059266578	0.086030142	0	0.058183502	0.124325591	0.025997842	0.107407834	0.098569566	0.040862233	0	0.001594124	0.464125432	0.000915509	0.025791774	0	0.002240465	0.000666872	0.00117594	0.099381269	0	0	0.000818356	0.008974193	0	0.000456377	0	0	0.063634244	0.005755676	0.000846637	0	0.054603627	5.78E-05	0	0.0001418	0.001787038	0	0.003722778	0.000143584	0.031064444	7.33E-05	0.001216619	3.67E-05	0.00053003	4.28E-05	0.000285938	0.003824729	0.000147887	0.000379004	0.013329478	0.016989664	1.38E-06	0.006075289	8.69E-05	0	0.002545203	0.006943034	0	0	0.001641277	5.12E-05	0.041743801	0.000236394	0	7.42E-05	0.002992063	0.001926376	0.000214006	0.002877456	0	0.101957242	0.001791594	1.35E-06	0.037031707	0.006604546	0.019874078	0.163787854	0.023788329	0.020273324	0.009937503	0.001708325	0.001571798	0.001770696	0.003539974	0.014102139	0.000432391	0	0.006026438	0	0.003269667	0.005198603	0.006909302	2.05E-05
67	16	0.021124286	0.004411499	0.11064813	0.016817428	0.0094095	0.098517222	0.018833605	0.047255241	0.054369907	0.015955962	0.070038501	0.193151984	0.039758103	0.009980549	0.019503131	0.012876875	0.197252546	0	0.020512312	0.116819087	0.236948323	0	0.046227084	0.107383262	0.137946979	0.047952389	0.082425697	0	0.055946518	0.117003436	0.024388244	0.103754903	0.100952129	0.035084195	0	0.001499015	0.435403299	0.001223239	0.025029548	0	0.00289872	0.000663585	0.001119725	0.108211716	0	0	0.000993868	0.012228812	0	0.000444989	0	0.018386469	0.09608795	0.005596229	0.000790378	0	0.032802848	5.27E-05	0.0007302	0.000132125	0.001735444	0	0.003473345	0.000171876	0.021477227	6.85E-05	0.001389618	3.86E-05	0.000521958	4.09E-05	6.25E-05	0.004047315	0.000136637	0.00035336	0.015268206	0.019199257	1.29E-06	0.005741296	8.14E-05	0	0.002372992	0.006741175	0	0	0.001817945	5.59E-05	0.01946988	0.000222704	0	6.92E-05	0.002919555	0.001858449	0.000207497	0.00291177	0	0.093952162	0.001670195	1.78E-06	0.039193337	0.007503835	0.031042879	0.173991459	0.014561792	0.017734967	0.00935802	0.001661117	0.001465448	0.001653622	0.003326545	0.013445317	0.000403135	0	0.005603676	1.21E-06	0.003074881	0.005034818	0.00834061	2.35E-05
67	17	0.022368811	0.003393452	0.114484776	0.017504872	0.007202696	0.096349484	0.018528296	0.044966388	0.040565282	0.016839075	0.070302872	0.199031395	0.04099258	0.010251061	0.022783155	0.012048609	0.190064355	0	0.018302366	0.122599664	0.244630411	0	0.03955782	0.108022035	0.135936349	0.037503963	0.079017257	0.000152513	0.053806324	0.109988842	0.02285976	0.100127837	0.103052284	0.029694645	0.001316288	0.001398943	0.405099843	0.001505231	0.024196584	0	0.003499408	0.000655919	0.001058423	0.115523328	0	0	0.001156484	0.015248132	0	0.000431391	0	0.072989581	0.125671157	0.005443605	0.000733927	0	0.011744093	4.76E-05	0.005606295	0.000122456	0.00169235	0	0.003222993	0.00020064	0.012178955	6.36E-05	0.00157343	4.07E-05	0.000514861	3.90E-05	0	0.004290198	0.000125317	0.000327605	0.017273693	0.021514445	1.19E-06	0.005408464	7.59E-05	0	0.002200035	0.006547346	0	0	0.00200588	6.11E-05	0	0.000209056	0	6.41E-05	0.002851813	0.001792399	0.000201224	0.0029508	0	0.082925688	0.001548274	2.24E-06	0.041027706	0.008453529	0.045639771	0.179282405	0.006275019	0.01516944	0.008780707	0.001616139	0.001358638	0.001536175	0.003113104	0.012795585	0.000373752	0	0.005178935	1.52E-05	0.002880164	0.00487649	0.009975573	2.67E-05
67	18	0.023507865	0.002456224	0.118052145	0.018128372	0.005169598	0.094102963	0.018243165	0.042802352	0.027914113	0.017670538	0.070458692	0.204148989	0.042111584	0.010519322	0.02580214	0.011255616	0.183445521	0.000161142	0.016186292	0.127816021	0.251694642	0.002068597	0.033383315	0.108477555	0.133809124	0.027949406	0.075793645	0.000483164	0.051754841	0.103277439	0.02141155	0.096511953	0.10483026	0.024705461	0.003690246	0.001300298	0.375095071	0.001762899	0.023387568	0	0.004046638	0.000646319	0.000996694	0.121643433	0	0	0.001307824	0.018042328	0	0.0004173	6.64E-05	0.122677653	0.152440268	0.005165047	0.000659985	0	0	4.14E-05	0.0118518	0.000109916	0.001616987	0	0.002895807	0.000224338	0.003863938	5.73E-05	0.001726016	4.19E-05	0.000496067	3.62E-05	0	0.004442973	0.000111002	0.000294027	0.018857958	0.023351742	1.07E-06	0.004947926	6.86E-05	0	0.001974542	0.006202037	0	0	0.00215216	6.53E-05	0	0.000190483	0	5.76E-05	0.002719151	0.001684788	0.000190291	0.002920314	0.00432706	0.067184226	0.001389388	2.68E-06	0.041486631	0.009227858	0.06261805	0.173534653	0	0.01245396	0.00799711	0.001533989	0.001219384	0.00138214	0.002825843	0.011845756	0.000335444	0	0.004630624	3.08E-05	0.002617185	0.004605047	0.011522632	2.93E-05
67	19	0.024543208	0.001603995	0.121364909	0.01869041	0.003319162	0.091814436	0.017984056	0.040782957	0.016469405	0.018451456	0.070525037	0.208543114	0.043121867	0.010787266	0.028556297	0.010504289	0.177465602	0.001065281	0.014177773	0.13248281	0.258179857	0.004416134	0.027735783	0.108778356	0.131613371	0.01933013	0.072787615	0.000794687	0.049814261	0.096925672	0.020055242	0.092950405	0.106308832	0.020141948	0.005868346	0.001206135	0.346291037	0.001998759	0.022649533	0	0.004546432	0.000636139	0.000936863	0.126815303	0	0.016231883	0.001449653	0.020634242	0	0.000403606	0.000434464	0.16757102	0.176621593	0.004851217	0.000582125	0	0	3.51E-05	0.019142031	9.68E-05	0.001537552	0	0.002551482	0.000245007	0	5.06E-05	0.001865049	4.28E-05	0.000473875	3.31E-05	0	0.004563515	9.61E-05	0.000258706	0.020208128	0.024949952	9.41E-07	0.00445657	6.08E-05	0	0.001737338	0.005814664	0	0	0.002281024	6.91E-05	0	0.000170764	0	5.06E-05	0.002568617	0.001566061	0.000178072	0.002864832	0.008018904	0.049236752	0.001222275	3.10E-06	0.041177227	0.00992309	0.081515458	0.160466464	0	0.009952125	0.007165966	0.001441575	0.001072898	0.001219898	0.002521355	0.010819863	0.000295147	0	0.004055518	4.77E-05	0.002338198	0.004302504	0.013049177	3.17E-05
67	20	0.025465698	0.000838712	0.124380014	0.019184841	0.001655602	0.089472455	0.017747139	0.0389043	0.006256111	0.019174458	0.070485688	0.212155082	0.044009762	0.011051466	0.031031627	0.00979472	0.172092564	0.001961969	0.012280839	0.136555136	0.26400221	0.006550887	0.02262422	0.108898822	0.129328831	0.011662588	0.069990369	0.001085906	0.047978802	0.090932466	0.018790355	0.089435751	0.107460117	0.016011819	0.007873012	0.001119323	0.319521415	0.002218596	0.022034928	0	0.005011911	0.000626998	0.000881231	0.131402236	0	0.031809034	0.00158581	0.023081654	0	0.000391302	0.000778362	0.208301223	0.19876381	0.004584262	0.000510432	0	0	2.92E-05	0.027448095	8.47E-05	0.001480281	0	0.002234237	0.00026656	0	4.44E-05	0.002020725	4.40E-05	0.000456266	3.04E-05	0	0.004726911	8.22E-05	0.000226125	0.021647303	0.026702275	8.23E-07	0.004011	5.38E-05	0	0.001518543	0.005483739	0	0	0.002429579	7.38E-05	0	0.000152839	0	4.43E-05	0.00244365	0.001462837	0.000167586	0.002832031	0.010867781	0.030942059	0.001068129	3.56E-06	0.040815215	0.010699886	0.102740011	0.144552999	0	0.007830312	0.006410767	0.001363313	0.000937781	0.001070577	0.002243132	0.009902946	0.000257977	0	0.003524073	6.68E-05	0.002083514	0.004041841	0.01473524	3.44E-05
67	21	0.026215436	0.000161818	0.126807687	0.019567642	0.000182381	0.086898879	0.017494493	0.037090478	0	0.019793559	0.070188786	0.214512939	0.044675012	0.011286327	0.033150165	0.009109462	0.166967805	0.002840786	0.010479664	0.139718262	0.268556219	0.008449851	0.018021685	0.108603474	0.126691352	0.004950876	0.067262472	0.001352954	0.046153343	0.08513262	0.017582363	0.085796036	0.108047997	0.01229815	0.00967487	0.00103427	0.293199008	0.002412579	0.021432821	0.007655536	0.005420831	0.000615888	0.000825479	0.134817915	0	0.046324029	0.001708906	0.025280337	8.93E-05	0.000378474	0.00109536	0.244093238	0.218024067	0.00436244	0.000443503	0	0	2.37E-05	0.036714369	7.35E-05	0.001445882	0	0.001937832	0.000289917	0	3.87E-05	0.002200266	4.57E-05	0.000443329	2.80E-05	0	0.004944229	6.91E-05	0.00019564	0.02323965	0.028680852	7.12E-07	0.003603579	4.72E-05	0	0.001313822	0.00520683	0	0	0.002605318	7.95E-05	0	0.000136395	0	3.83E-05	0.002343864	0.001374046	0.000158748	0.002824487	0.013006295	0.01285586	0.000923893	4.07E-06	0.040473872	0.011594747	0.126121998	0.127423827	0	0.006026361	0.00571818	0.00129873	0.000811355	0.000931265	0.001986066	0.009081419	0.000223198	0	0.003025568	8.88E-05	0.001848498	0.003820776	0.016618415	3.74E-05
67	22	0.026819471	0	0.128781166	0.019860342	0	0.084224817	0.017248611	0.035398799	0	0.020327746	0.06972409	0.215873357	0.045167614	0.011503458	0.034939935	0.008464905	0.162317287	0.003696588	0.008801562	0.142124993	0.272135692	0.010112196	0.013977985	0.108030103	0.123882103	0	0.064703884	0.001595503	0.044407365	0.0796745	0.016461295	0.082168755	0.108205423	0.009038309	0.011277191	0.000952524	0.267789902	0.002582372	0.020864878	0.020825999	0.005777127	0.000603536	0.000770826	0.137216189	0	0.059735669	0.00181988	0.027244282	0.000183018	0.000365579	0.001384932	0.27512332	0.234575941	0.004149443	0.00037656	0	0	1.83E-05	0.046543958	6.24E-05	0.001423942	0	0.001641302	0.000313525	0	3.29E-05	0.002392659	4.76E-05	0.000431619	2.56E-05	0	0.005186133	5.60E-05	0.00016512	0.02485184	0.030715017	6.01E-07	0.003198823	4.06E-05	0	0.001108863	0.004940286	0	0	0.002794191	8.58E-05	0	0.000120068	0	3.23E-05	0.002250298	0.001287795	0.000150217	0.002821777	0.014418732	0	0.000779498	4.64E-06	0.039885157	0.012547821	0.150318596	0.109869357	0	0.004445962	0.005030939	0.001237071	0.000684782	0.000791964	0.001729809	0.008270876	0.000188379	0	0.002526421	0.000113746	0.001614313	0.003606835	0.01859355	4.06E-05
67	23	0.027345939	0	0.130621143	0.020113633	0	0.081675786	0.017052773	0.033919988	0	0.02082721	0.069271915	0.216798807	0.04560227	0.011731092	0.036491072	0.007883725	0.158541182	0.004534806	0.007272721	0.144140615	0.275427056	0.011564583	0.010526516	0.107458021	0.121228578	0	0.06247989	0.001817226	0.042855841	0.074770192	0.01547012	0.078775282	0.108214189	0.00625348	0.012738784	0.000878442	0.244531082	0.002740621	0.020424232	0.033127582	0.006109102	0.000592786	0.000720869	0.13927991	1.06E-06	0.072336071	0.001927295	0.029104515	0.000270605	0.000354312	0.001654125	0.302858066	0.249603839	0.003904213	0.000305851	0	0	1.27E-05	0.056061905	5.07E-05	0.001401188	0	0.001328286	0.000334219	0	2.69E-05	0.002574623	4.92E-05	0.00041688	2.31E-05	0	0.005402023	4.23E-05	0.000132917	0.026230564	0.032484302	4.83E-07	0.002764934	3.37E-05	0	0.000892603	0.004635201	0	0	0.002968862	9.20E-05	0	0.000102669	0	2.60E-05	0.002140782	0.00119134	0.000140507	0.002795772	0.014990461	0	0.000627166	5.20E-06	0.038685913	0.013436302	0.172675289	0.093245355	0.000440981	0.003035939	0.004299202	0.001166121	0.000551229	0.000644781	0.001457145	0.007389228	0.000151639	0	0.002001452	0.000140729	0.001364895	0.003364291	0.020439453	4.37E-05
67	24	0.027814954	0	0.132411748	0.02034165	0	0.079297231	0.016915298	0.032665428	0	0.021306221	0.068874678	0.217442809	0.046009437	0.011976578	0.037837562	0.007368092	0.155695694	0.005359175	0.00589155	0.145870841	0.278613017	0.012824746	0.007647681	0.106953827	0.118800571	0	0.060614161	0.002020261	0.041516629	0.070442639	0.014612768	0.07565479	0.108147743	0.003926443	0.014076047	0.000811074	0.223145736	0.002888732	0.020098367	0.044677341	0.00641972	0.000583437	0.000674995	0.141037985	2.05E-05	0.084236636	0.002031777	0.030875287	0.000352853	0.000344479	0.001905583	0.327657696	0.263275453	0.003653595	0.00023415	0	0	7.09E-06	0.06499148	3.89E-05	0.001387221	0	0.001010915	0.000353664	0	2.07E-05	0.002759588	5.08E-05	0.000401838	2.04E-05	7.17E-05	0.005622228	2.84E-05	0.000100255	0.027506991	0.034141425	3.65E-07	0.002324309	2.66E-05	0	0.000673263	0.004323607	0	0	0.00314515	9.85E-05	0	8.51E-05	0	1.96E-05	0.002029799	0.001093164	0.000130594	0.002763446	0.014844341	0	0.000472683	5.79E-06	0.037165441	0.014330398	0.192570226	0.08118155	0.005946383	0.001820812	0.003558747	0.001093892	0.000415776	0.000495544	0.001180455	0.006492704	0.000114377	0	0.001469667	0.000170465	0.001111761	0.00311666	0.022210595	4.68E-05
67	25	0.028226582	0	0.134141422	0.020543704	0	0.077071635	0.016831777	0.031620428	0	0.021763959	0.068522849	0.217797201	0.046385915	0.012238793	0.038987076	0.006913919	0.153718002	0.006170852	0.004649954	0.147315004	0.281673851	0.013902628	0.005312379	0.106503606	0.116575467	0	0.05908267	0.002205554	0.040374734	0.066655888	0.013881056	0.07278512	0.107998583	0.002033969	0.015301789	0.000749601	0.203394793	0.003027724	0.019876108	0.055569781	0.006711113	0.000575298	0.000632669	0.142507305	4.09E-05	0.095525301	0.002133745	0.032566879	0.000430431	0.000335907	0.002141394	0.349802541	0.275715717	0.003401378	0.000161696	0	0	1.57E-06	0.072833927	2.71E-05	0.001384321	0	0.000690217	0.000372143	0	1.45E-05	0.00295067	5.24E-05	0.000386923	1.77E-05	0.000346748	0.005853071	1.44E-05	6.72E-05	0.028699907	0.035699122	2.45E-07	0.001879321	1.95E-05	0	0.000451521	0.004009962	0	0	0.003326471	0.00010551	0	6.73E-05	0	1.32E-05	0.001919542	0.000994407	0.000120613	0.002727384	0.014051346	0	0.000316523	6.41E-06	0.035412097	0.015245598	0.208629382	0.077033323	0.012800954	0.000785255	0.002813415	0.001021543	0.000278838	0.000344756	0.000900943	0.005587959	7.67E-05	0	0.000932587	0.000203342	0.000856043	0.002867141	0.02387846	4.99E-05
