T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_faecis,,g__superoxide_dismutase,m__hmdb00030,s__clostridium_clostridioforme,0.1,0.4,0.2,0.1,0.0008,FALSE,TRUE,FALSE,TRUE
s__clostridium_clostridioforme,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__bacteroides_faecis,0.1,0.2,0.1,0.3,0.0006,FALSE,TRUE,FALSE,TRUE
s__odoribacter_splanchnicus,,g__endopeptidase_clp,m__hmdb01149,s__odoribacter_splanchnicus,0.5,0.8,0.1,0.4,0.016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__dna_helicase,m__hmdb00289,s__bacteroides_cellulosilyticus,0.6,0.1,0.2,0.7,0.0084,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__glucose1phosphate_adenylyltransferase,m__hmdb00619,s__roseburia_intestinalis,0.6,0.7,0.1,0.2,0.0084,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__superoxide_dismutase,m__hmdb00030,s__clostridium_clostridioforme,0.9,0.4,0.2,0.1,0.0072,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__glutamate_dehydrogenase,m__hmdb00251,s__bacteroides_xylanisolvens,0.4,0.2,0.4,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__glutamate_dehydrogenase,m__hmdb00764,s__alistipes_shahii,0.9,0.1,0.7,0.1,0.0063,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__glucose1phosphate_adenylyltransferase,m__hmdb00043,s__bacteroides_thetaiotaomicron,1,0.6,0.1,0.1,0.006,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__dnadirected_rna_polymerase,m__hmdb00097,s__bacteroides_xylanisolvens,0.5,0.5,0.1,0.2,0.005,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__dna_helicase,m__hmdb00239,s__ruminococcus_torques,0.6,0.1,0.2,0.4,0.0048,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,m__hmdb00619,s__roseburia_intestinalis,0.4,0.7,0.1,0.1,0.0028,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__dnadirected_rna_polymerase,m__hmdb00097,s__bacteroides_xylanisolvens,0.5,0.5,0.1,0.1,0.0025,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__dnadirected_rna_polymerase,m__hmdb00097,s__bacteroides_ovatus,0.5,0.5,0.1,0.1,0.0025,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__clostridium_clostridioforme,0.2,0.2,0.2,0.3,0.0024,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__glucose1phosphate_adenylyltransferase,m__hmdb00043,s__bacteroides_thetaiotaomicron,0.1,0.6,0.1,0.4,0.0024,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__dnadirected_rna_polymerase,m__hmdb00097,s__eubacterium_siraeum,0.1,0.5,0.1,0.4,0.002,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dephosphocoa_kinase,m__hmdb00289,s__faecalibacterium_prausnitzii,0.8,0.2,0.1,0.1,0.0016,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb01149,s__haemophilus_parainfluenzae,0.5,0.1,0.3,0.1,0.0015,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__dnadirected_rna_polymerase,m__hmdb00097,s__bacteroides_faecis,0.1,0.5,0.3,0.1,0.0015,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose1phosphate_adenylyltransferase,m__hmdb00619,s__roseburia_intestinalis,0.1,0.7,0.1,0.2,0.0014,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__glucose1phosphate_adenylyltransferase,m__hmdb00619,s__bacteroides_cellulosilyticus,0.2,0.7,0.1,0.1,0.0014,FALSE,TRUE,FALSE,FALSE
s__eubacterium_siraeum,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb00043,s__alistipes_shahii,0.1,0.3,0.1,0.4,0.0012,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__transaldolase,m__hmdb02322,s__eubacterium_rectale,0.3,0.4,0.1,0.1,0.0012,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__endopeptidase_clp,m__hmdb00296,s__bacteroides_caccae,0.5,0.2,0.1,0.1,0.001,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__dnadirected_rna_polymerase,m__hmdb00097,s__eubacterium_siraeum,0.1,0.5,0.1,0.2,0.001,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__triosephosphate_isomerase,m__hmdb00619,s__bacteroides_cellulosilyticus,0.1,1,0.1,0.1,0.001,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb01149,s__bifidobacterium_longum,0.5,0.1,0.2,0.1,0.001,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__triosephosphate_isomerase,m__hmdb00289,s__faecalibacterium_prausnitzii,0.9,0.1,0.1,0.1,0.0009,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__clostridium_clostridioforme,0.2,0.2,0.2,0.1,0.0008,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dephosphocoa_kinase,m__hmdb00097,s__ruminococcus_torques,0.8,0.1,0.1,0.1,0.0008,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__acetylcoa_cacetyltransferase,m__hmdb02322,s__bifidobacterium_longum,0.4,0.1,0.2,0.1,0.0008,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__glutamate_dehydrogenase,m__hmdb00251,s__bacteroides_finegoldii,0.4,0.2,0.1,0.1,0.0008,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__dna_helicase,m__hmdb00289,s__alistipes_shahii,0.2,0.1,0.1,0.4,0.0008,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose1phosphate_adenylyltransferase,m__hmdb00619,s__roseburia_intestinalis,0.1,0.7,0.1,0.1,0.0007,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__glucose1phosphate_adenylyltransferase,m__hmdb00043,s__bacteroides_thetaiotaomicron,0.1,0.6,0.1,0.1,0.0006,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__dna_helicase,m__hmdb00239,s__bacteroides_caccae,0.3,0.1,0.1,0.2,0.0006,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__dna_helicase,m__hmdb00289,s__faecalibacterium_prausnitzii,0.6,0.1,0.1,0.1,0.0006,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb00043,s__bacteroides_thetaiotaomicron,0.1,0.3,0.1,0.2,0.0006,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__dnadirected_rna_polymerase,m__hmdb00097,s__eubacterium_siraeum,0.1,0.5,0.1,0.1,0.0005,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__peroxiredoxin,m__hmdb00296,s__streptococcus_parasanguinis,0.1,0.1,0.1,0.5,0.0005,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__acetylcoa_cacetyltransferase,m__hmdb01257,s__escherichia_coli,0.4,0.1,0.1,0.1,0.0004,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__peroxiredoxin,m__hmdb00296,s__haemophilus_parainfluenzae,0.4,0.1,0.1,0.1,0.0004,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__bacteroides_faecis,0.1,0.2,0.1,0.2,0.0004,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__bacteroides_uniformis,0.1,0.2,0.1,0.2,0.0004,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb00043,s__eubacterium_ventriosum,0.1,0.3,0.1,0.1,0.0003,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb00043,s__bacteroides_thetaiotaomicron,0.1,0.3,0.1,0.1,0.0003,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__dna_helicase,m__hmdb00289,s__alistipes_shahii,0.2,0.1,0.1,0.1,0.0002,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb01149,s__odoribacter_splanchnicus,0.2,0.1,0.1,0.1,0.0002,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__bacteroides_uniformis,0.1,0.2,0.1,0.1,0.0002,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__phosphoglycerate_kinase,m__hmdb00296,s__bacteroides_caccae,0.1,0.1,0.1,0.1,0.0001,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__2cmethylderythritol_4phosphate_cytidylyltransferase,m__hmdb00056,s__bacteroides_fragilis,0.1,0.1,0.1,0.1,0.0001,FALSE,TRUE,FALSE,FALSE
s__eubacterium_siraeum,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb01257,s__ruminococcus_torques,0.1,0.1,0.1,0.1,0.0001,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__peroxiredoxin,m__hmdb00296,s__bacteroides_caccae,0.1,0.1,0.1,0.1,0.0001,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__phosphopyruvate_hydratase,,s__bacteroides_faecis,0.5,,0.5,0.9,0.225,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__lserine_ammonialyase,,s__klebsiella_pneumoniae,0.5,,0.2,0.5,0.05,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__streptococcus_parasanguinis,0.2,,0.5,0.5,0.05,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__aldose_1epimerase,,s__roseburia_inulinivorans,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__lserine_ammonialyase,,s__klebsiella_pneumoniae,0.5,,0.2,0.2,0.02,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__phosphopyruvate_hydratase,,s__eubacterium_ventriosum,0.1,,0.3,0.6,0.018,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__superoxide_dismutase,,s__bacteroides_fragilis,0.2,,0.1,0.8,0.016,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__dihydrolipoyl_dehydrogenase,,s__haemophilus_parainfluenzae,0.4,,0.3,0.1,0.012,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__klebsiella_pneumoniae,0.2,,0.2,0.3,0.012,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__peroxiredoxin,,s__roseburia_intestinalis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__triosephosphate_isomerase,,s__bacteroides_caccae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__peptidylprolyl_isomerase,,s__akkermansia_muciniphila,0.1,,0.1,0.7,0.007,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__thymidylate_synthase,,s__bacteroides_cellulosilyticus,0.1,,0.1,0.7,0.007,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__3methyl2oxobutanoate_hydroxymethyltransferase,,s__bacteroides_finegoldii,0.1,,0.1,0.7,0.007,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__dephosphocoa_kinase,,s__clostridium_clostridioforme,0.1,,0.1,0.7,0.007,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__peroxiredoxin,,s__roseburia_intestinalis,0.1,,0.2,0.3,0.006,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__phosphopyruvate_hydratase,,s__ruminococcus_torques,0.5,,0.1,0.1,0.005,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__shikimate_kinase,,s__bacteroides_stercoris,0.1,,0.1,0.5,0.005,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__peroxiredoxin,,s__eubacterium_siraeum,0.1,,0.1,0.5,0.005,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__acetylcoa_cacetyltransferase,,s__haemophilus_parainfluenzae,0.1,,0.1,0.5,0.005,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triosephosphate_isomerase,,s__bacteroides_caccae,0.1,,0.2,0.2,0.004,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__endopeptidase_clp,,s__ruminococcus_torques,0.1,,0.1,0.4,0.004,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__rna_helicase,,s__odoribacter_splanchnicus,0.1,,0.1,0.4,0.004,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__peroxiredoxin,,s__roseburia_intestinalis,0.2,,0.2,0.1,0.004,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__superoxide_dismutase,,s__bacteroides_uniformis,0.2,,0.1,0.2,0.004,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__5formyltetrahydrofolate_cycloligase,,s__bacteroides_uniformis,0.1,,0.2,0.2,0.004,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__peroxiredoxin,,s__roseburia_intestinalis,0.1,,0.2,0.2,0.004,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__peroxiredoxin,,s__eubacterium_siraeum,0.1,,0.1,0.3,0.003,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__methionyl_aminopeptidase,,s__streptococcus_parasanguinis,0.1,,0.1,0.3,0.003,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__thymidylate_synthase,,s__bacteroides_ovatus,0.1,,0.1,0.3,0.003,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__rna_helicase,,s__bacteroides_xylanisolvens,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__peroxiredoxin,,s__roseburia_intestinalis,0.1,,0.2,0.1,0.002,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__acetylcoa_cacetyltransferase,,s__bacteroides_fragilis,0.2,,0.1,0.1,0.002,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,,s__roseburia_inulinivorans,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__endopeptidase_clp,,s__ruminococcus_torques,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__endopeptidase_clp,,s__roseburia_inulinivorans,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__rna_helicase,,s__bacteroides_thetaiotaomicron,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,,s__bacteroides_thetaiotaomicron,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__rna_helicase,,s__haemophilus_parainfluenzae,0.1,,0.2,0.1,0.002,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__aspartate_ammonialyase,,s__ruminococcus_torques,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__aspartate_ammonialyase,,s__bacteroides_caccae,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_faecis,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__fructosebisphosphate_aldolase,,s__bifidobacterium_longum,0.1,,0.1,0.2,0.002,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__superoxide_dismutase,,s__bacteroides_faecis,0.1,,0.2,0.1,0.002,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__superoxide_dismutase,,s__clostridium_bolteae,0.2,,0.1,0.1,0.002,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__rna_helicase,,s__bacteroides_thetaiotaomicron,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__ribulosephosphate_3epimerase,,s__escherichia_coli,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__lserine_ammonialyase,,s__eubacterium_rectale,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__eubacterium_rectale,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__histidine_kinase,,s__roseburia_intestinalis,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,,s__bacteroides_fragilis,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__peroxiredoxin,,s__eubacterium_siraeum,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__peroxiredoxin,,s__bacteroides_cellulosilyticus,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__dna_helicase,,s__bacteroides_finegoldii,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__endopeptidase_clp,,s__bacteroides_cellulosilyticus,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__acetylcoa_cacetyltransferase,,s__bacteroides_thetaiotaomicron,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__aspartate_ammonialyase,,s__ruminococcus_torques,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__superoxide_dismutase,,s__bacteroides_ovatus,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__transaldolase,,s__bacteroides_uniformis,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,,s__bacteroides_thetaiotaomicron,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,,s__roseburia_inulinivorans,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5formyltetrahydrofolate_cycloligase,,s__faecalibacterium_prausnitzii,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__acetylcoa_cacetyltransferase,,s__clostridium_bolteae,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__3methyl2oxobutanoate_hydroxymethyltransferase,,s__escherichia_coli,0.1,,0.1,0.1,0.001,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,,m__hmdb02322,s__bacteroides_fragilis,,0.5714,0.5714,0.8,0.261198368,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00030,s__bacteroides_faecis,,0.2857,0.2857,0.9,0.073462041,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00043,s__odoribacter_splanchnicus,,0.2857,0.2857,0.4,0.032649796,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00296,s__streptococcus_parasanguinis,,0.2857,0.2857,0.3,0.024487347,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00296,s__akkermansia_muciniphila,,0.1429,0.1429,0.7,0.014294287,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00251,s__bacteroides_finegoldii,,0.1429,0.1429,0.7,0.014294287,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00089,s__clostridium_clostridioforme,,0.1429,0.1429,0.7,0.014294287,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,0.1429,0.1429,0.6,0.012252246,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00030,s__clostridium_clostridioforme,,0.2857,0.1429,0.3,0.012247959,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00030,s__bacteroides_faecis,,0.1429,0.2857,0.3,0.012247959,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,0.2857,0.1429,0.3,0.012247959,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00089,s__bacteroides_stercoris,,0.1429,0.1429,0.5,0.010210205,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00296,s__eubacterium_siraeum,,0.1429,0.1429,0.5,0.010210205,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb00296,s__haemophilus_parainfluenzae,,0.1429,0.1429,0.5,0.010210205,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00014,s__alistipes_shahii,,0.1429,0.1429,0.4,0.008168164,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_caccae,,0.2857,0.1429,0.2,0.008165306,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb02322,s__eubacterium_rectale,,0.5714,0.1429,0.1,0.008165306,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb02322,s__bacteroides_fragilis,,0.1429,0.5714,0.1,0.008165306,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,0.1429,0.2857,0.2,0.008165306,FALSE,FALSE,FALSE,TRUE
