T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_ovatus,,g__dna helicase,m__hmdb00195,s__bacteroides_ovatus,0.22,0.36,0.28,1,0.022176,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dna-directed rna polymerase,m__hmdb00195,s__bacteroides_ovatus,0.1,1,0.28,0.28,0.00784,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__acetyl-coa c-acetyltransferase,m__hmdb00619,s__akkermansia_muciniphila,0.12,0.94,0.38,0.17,0.00728688,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00296,s__escherichia_coli,0.14,0.27,0.1,1,0.00378,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00296,s__escherichia_coli,0.14,0.27,0.1,0.5,0.00189,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00296,s__escherichia_coli,0.25,0.27,0.1,0.15,0.0010125,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__aspartate ammonia-lyase,,s__bacteroides_finegoldii,1,,0.99,0.98,0.9702,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__rna helicase,,s__roseburia_inulinivorans,0.97,,0.99,1,0.9603,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,1,,1,0.95,0.95,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_cellulosilyticus,1,,0.93,1,0.93,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__beta-lactamase,,s__bacteroides_stercoris,1,,0.93,1,0.93,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__rna helicase,,s__bacteroides_xylanisolvens,1,,0.89,1,0.89,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__rna helicase,,s__bacteroides_xylanisolvens,1,,0.89,0.99,0.8811,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__peroxiredoxin,,s__haemophilus_parainfluenzae,0.99,,0.88,1,0.8712,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__uridine kinase,,s__bacteroides_faecis,0.81,,1,0.99,0.8019,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__3-hydroxybutyryl-coa dehydrogenase,,s__faecalibacterium_prausnitzii,1,,0.77,1,0.77,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_thetaiotaomicron,0.88,,0.78,0.87,0.597168,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__dna helicase,,s__bacteroides_thetaiotaomicron,0.76,,0.78,1,0.5928,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__rna helicase,,s__bacteroides_xylanisolvens,0.51,,0.89,1,0.4539,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__beta-lactamase,,s__bacteroides_stercoris,0.9,,0.93,0.48,0.40176,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,1,,1,0.38,0.38,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__glutamate decarboxylase,,s__akkermansia_muciniphila,0.99,,0.27,1,0.2673,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_thetaiotaomicron,0.99,,0.78,0.32,0.247104,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__superoxide dismutase,,s__bacteroides_stercoris,0.73,,0.72,0.36,0.189216,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__acetyl-coa c-acetyltransferase,,s__eubacterium_rectale,1,,0.18,1,0.18,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__acetyl-coa c-acetyltransferase,,s__eubacterium_rectale,0.95,,0.18,0.83,0.14193,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__beta-lactamase,,s__bacteroides_stercoris,0.9,,0.93,0.16,0.13392,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__peroxiredoxin,,s__haemophilus_parainfluenzae,0.14,,0.88,0.89,0.109648,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__superoxide dismutase,,s__bacteroides_stercoris,0.73,,0.72,0.19,0.099864,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__peroxiredoxin,,s__haemophilus_parainfluenzae,0.42,,0.88,0.23,0.085008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__uridine kinase,,s__bacteroides_faecis,0.81,,1,0.1,0.081,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_thetaiotaomicron,0.99,,0.78,0.1,0.07722,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__aldose 1-epimerase,,s__bacteroides_faecis,0.57,,0.68,0.16,0.062016,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__3-hydroxybutyryl-coa dehydrogenase,,s__roseburia_intestinalis,1,,0.1,0.5,0.05,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__escherichia_coli,0.11,,0.37,1,0.0407,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__methionyl aminopeptidase,,s__bacteroides_thetaiotaomicron,0.44,,0.11,0.83,0.040172,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__endopeptidase clp,,s__odoribacter_splanchnicus,0.1,,0.33,1,0.033,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__superoxide dismutase,,s__bacteroides_stercoris,0.1,,0.72,0.3,0.0216,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__3-hydroxybutyryl-coa dehydrogenase,,s__roseburia_intestinalis,0.11,,0.1,1,0.011,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__methionyl aminopeptidase,,s__bacteroides_thetaiotaomicron,0.44,,0.11,0.16,0.007744,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,,m__hmdb00619,s__escherichia_coli,,0.99,0.79,1,0.7821,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00619,s__escherichia_coli,,0.99,0.79,0.5,0.39105,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb01149,s__bacteroides_thetaiotaomicron,,0.29,0.99,0.87,0.249777,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00056,s__bacteroides_faecis,,1,0.19,1,0.19,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00056,s__bacteroides_stercoris,,1,0.36,0.48,0.1728,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00239,s__bacteroides_faecis,,1,0.95,0.16,0.152,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb01149,s__bacteroides_xylanisolvens,,0.9,0.16,1,0.144,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00619,s__clostridium_clostridioforme,,0.99,0.44,0.32,0.139392,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00251,s__bacteroides_thetaiotaomicron,,1,0.43,0.32,0.1376,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00239,s__bacteroides_cellulosilyticus,,0.13,1,1,0.13,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00239,s__bacteroides_faecis,,0.13,0.95,0.99,0.122265,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00619,s__clostridium_clostridioforme,,0.99,0.44,0.26,0.113256,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00296,s__akkermansia_muciniphila,,1,0.11,1,0.11,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01257,s__escherichia_coli,,1,0.11,1,0.11,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00056,s__bacteroides_stercoris,,1,0.36,0.3,0.108,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb02322,s__faecalibacterium_prausnitzii,,0.11,0.9,1,0.099,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb01149,s__bacteroides_xylanisolvens,,0.95,0.16,0.64,0.09728,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__escherichia_coli,,0.82,0.11,0.98,0.088396,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00251,s__bacteroides_thetaiotaomicron,,0.21,0.43,0.83,0.074949,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00296,s__akkermansia_muciniphila,,0.71,0.11,0.85,0.066385,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00296,s__akkermansia_muciniphila,,0.99,0.11,0.59,0.064251,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00195,s__bacteroides_ovatus,,0.34,0.25,0.71,0.06035,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__clostridium_clostridioforme,,0.6,0.44,0.22,0.05808,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00056,s__bacteroides_stercoris,,1,0.36,0.16,0.0576,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00251,s__bacteroides_thetaiotaomicron,,1,0.43,0.1,0.043,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_faecis,,0.19,0.19,1,0.0361,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__escherichia_coli,,0.82,0.11,0.26,0.023452,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00296,s__akkermansia_muciniphila,,0.23,0.11,0.88,0.022264,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00296,s__akkermansia_muciniphila,,0.99,0.11,0.17,0.018513,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00251,s__bacteroides_thetaiotaomicron,,0.21,0.43,0.16,0.014448,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00239,s__bacteroides_faecis,,0.13,0.95,0.1,0.01235,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb01149,s__bacteroides_xylanisolvens,,0.11,0.16,0.15,0.00264,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,s__clostridium_clostridioforme,,,s__clostridium_bolteae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__faecalibacterium_prausnitzii,,,s__faecalibacterium_prausnitzii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__roseburia_intestinalis,,,s__klebsiella_pneumoniae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__klebsiella_pneumoniae,,,s__klebsiella_pneumoniae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_thetaiotaomicron,,,s__bacteroides_xylanisolvens,1,,0.99,1,0.99,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__clostridium_bolteae,1,,0.99,1,0.99,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_thetaiotaomicron,,,s__bacteroides_xylanisolvens,1,,0.99,0.99,0.9801,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__bacteroides_faecis,,,s__odoribacter_splanchnicus,1,,0.98,1,0.98,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__bacteroides_ovatus,1,,0.97,1,0.97,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__akkermansia_muciniphila,,,s__akkermansia_muciniphila,0.82,,1,0.88,0.7216,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__ruminococcus_gnavus,,,s__haemophilus_parainfluenzae,1,,0.73,0.89,0.6497,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__ruminococcus_gnavus,,,s__bifidobacterium_longum,1,,1,0.62,0.62,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__roseburia_intestinalis,,,s__klebsiella_pneumoniae,0.61,,1,1,0.61,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__escherichia_coli,,,s__ruminococcus_torques,1,,0.58,1,0.58,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__roseburia_intestinalis,,,s__roseburia_intestinalis,0.61,,1,0.95,0.5795,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__eubacterium_rectale,,,s__eubacterium_rectale,0.5,,1,1,0.5,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__bacteroides_uniformis,,,s__bacteroides_uniformis,0.71,,1,0.67,0.4757,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_fragilis,,,s__bacteroides_ovatus,0.48,,0.97,1,0.4656,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_fragilis,,,s__bacteroides_fragilis,0.47,,1,0.98,0.4606,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__bacteroides_massiliensis,,,s__streptococcus_parasanguinis,0.99,,0.46,1,0.4554,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_fragilis,,,s__bacteroides_fragilis,0.47,,1,0.86,0.4042,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__ruminococcus_gnavus,,,s__bifidobacterium_longum,1,,1,0.38,0.38,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__escherichia_coli,,,s__escherichia_coli,0.36,,1,1,0.36,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__c2likevirus_unclassified,,,s__faecalibacterium_prausnitzii,0.41,,1,0.85,0.3485,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__clostridiales_bacterium_1_7_47faa,,,s__bifidobacterium_longum,0.32,,1,1,0.32,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__escherichia_coli,,,s__ruminococcus_torques,1,,0.58,0.53,0.3074,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__akkermansia_muciniphila,,,s__escherichia_coli,0.82,,0.36,0.98,0.289296,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__bacteroides_uniformis,,,s__bacteroides_uniformis,0.71,,1,0.4,0.284,TRUE,FALSE,FALSE,FALSE
s__eubacterium_ventriosum,s__eubacterium_rectale,,,s__eubacterium_rectale,0.26,,1,1,0.26,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__akkermansia_muciniphila,,,s__bacteroides_caccae,0.82,,0.3,1,0.246,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__bacteroides_dorei,,,s__eubacterium_siraeum,0.37,,1,0.65,0.2405,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__roseburia_intestinalis,,,s__roseburia_intestinalis,0.61,,1,0.38,0.2318,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__akkermansia_muciniphila,,,s__akkermansia_muciniphila,0.27,,1,0.85,0.2295,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__bacteroides_caccae,1,,0.39,0.57,0.2223,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__akkermansia_muciniphila,,,s__bacteroides_caccae,1,,0.3,0.71,0.213,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__akkermansia_muciniphila,,,s__akkermansia_muciniphila,0.36,,1,0.59,0.2124,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__barnesiella_intestinihominis,,,s__alistipes_shahii,0.21,,1,0.99,0.2079,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__escherichia_coli,,,s__escherichia_coli,0.36,,1,0.5,0.18,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__akkermansia_muciniphila,,,s__clostridium_clostridioforme,0.82,,0.31,0.68,0.172856,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__bacteroides_dorei,,,s__eubacterium_siraeum,0.17,,1,1,0.17,TRUE,FALSE,FALSE,FALSE
s__odoribacter_splanchnicus,s__alistipes_putredinis,,,s__bacteroides_xylanisolvens,0.99,,0.26,0.64,0.164736,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__bacteroides_finegoldii,,,s__bacteroides_finegoldii,0.15,,1,1,0.15,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__veillonella_unclassified,,,s__bacteroides_fragilis,0.93,,0.98,0.13,0.118482,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__barnesiella_intestinihominis,,,s__alistipes_shahii,0.21,,1,0.56,0.1176,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__ruminococcus_lactaris,,,s__bacteroides_faecis,0.74,,0.35,0.45,0.11655,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_uniformis,,,s__bacteroides_uniformis,0.2,,1,0.54,0.108,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__klebsiella_pneumoniae,,,s__haemophilus_parainfluenzae,1,,0.2,0.51,0.102,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__ruminococcus_gnavus,,,s__roseburia_intestinalis,1,,0.1,1,0.1,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__akkermansia_muciniphila,,,s__clostridium_clostridioforme,1,,0.31,0.32,0.0992,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__parabacteroides_merdae,,,s__bacteroides_uniformis,0.69,,0.22,0.55,0.08349,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__bacteroides_caccae,,,s__bacteroides_uniformis,0.3,,0.71,0.39,0.08307,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__akkermansia_muciniphila,,,s__clostridium_clostridioforme,1,,0.31,0.26,0.0806,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__akkermansia_muciniphila,,,s__escherichia_coli,0.82,,0.36,0.26,0.076752,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__eubacterium_rectale,,,s__eubacterium_rectale,0.5,,1,0.13,0.065,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__ruminococcus_lactaris,,,s__bacteroides_faecis,0.74,,0.35,0.25,0.06475,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__akkermansia_muciniphila,,,s__akkermansia_muciniphila,0.36,,1,0.17,0.0612,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__akkermansia_muciniphila,,,s__bacteroides_caccae,1,,0.3,0.16,0.048,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__klebsiella_pneumoniae,,,s__haemophilus_parainfluenzae,1,,0.2,0.23,0.046,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__akkermansia_muciniphila,,,s__clostridium_clostridioforme,0.82,,0.31,0.18,0.045756,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__akkermansia_muciniphila,,,s__bacteroides_caccae,0.27,,0.3,0.54,0.04374,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__bacteroides_thetaiotaomicron,,,s__bacteroides_fragilis,0.84,,0.47,0.11,0.043428,TRUE,FALSE,FALSE,FALSE
