T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_cellulosilyticus,,g__rna helicase,,s__bacteroides_cellulosilyticus,0.96,,0.6,1,0.576,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__histidine kinase,,s__clostridium_bolteae,0.9,,0.56,1,0.504,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,0.47,,1,1,0.47,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,0.47,,1,0.98,0.4606,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__superoxide dismutase,,s__akkermansia_muciniphila,1,,0.55,0.79,0.4345,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__histidine kinase,,s__clostridium_bolteae,0.74,,0.56,1,0.4144,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__3-hydroxybutyryl-coa dehydrogenase,,s__faecalibacterium_prausnitzii,1,,0.36,1,0.36,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,,s__bacteroides_ovatus,1,,0.8,0.41,0.328,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__superoxide dismutase,,s__bacteroides_ovatus,0.77,,0.8,0.45,0.2772,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__3-hydroxybutyryl-coa dehydrogenase,,s__faecalibacterium_prausnitzii,1,,0.36,0.7,0.252,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__pyruvate carboxylase,,s__bacteroides_stercoris,1,,0.23,1,0.23,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__dephospho-coa kinase,,s__clostridium_clostridioforme,1,,0.23,1,0.23,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__dephospho-coa kinase,,s__bacteroides_xylanisolvens,0.91,,0.23,1,0.2093,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__methionyl aminopeptidase,,s__alistipes_shahii,0.25,,1,0.83,0.2075,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.18,1,0.18,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,0.47,,0.37,1,0.1739,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__rna helicase,,s__streptococcus_parasanguinis,0.7,,0.95,0.24,0.1596,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__dephospho-coa kinase,,s__bacteroides_finegoldii,1,,0.12,1,0.12,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__methionyl aminopeptidase,,s__ruminococcus_torques,0.23,,0.45,1,0.1035,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__eubacterium_ventriosum,0.8,,0.64,0.2,0.1024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__methionyl aminopeptidase,,s__alistipes_shahii,0.25,,1,0.36,0.09,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__aspartate ammonia-lyase,,s__bacteroides_finegoldii,1,,0.13,0.65,0.0845,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__phosphopyruvate hydratase,,s__eubacterium_ventriosum,0.29,,0.29,1,0.0841,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__superoxide dismutase,,s__akkermansia_muciniphila,0.25,,0.55,0.49,0.067375,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,0.99,,0.37,0.12,0.043956,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__superoxide dismutase,,s__akkermansia_muciniphila,0.25,,0.55,0.29,0.039875,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.98,,0.18,0.15,0.02646,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.18,0.14,0.0252,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__aspartate ammonia-lyase,,s__bacteroides_finegoldii,0.12,,0.13,0.93,0.014508,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.47,,0.18,0.12,0.010152,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.47,,0.18,0.1,0.00846,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01257,s__escherichia_coli,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00014,s__bacteroides_faecis,,0.81,0.81,1,0.6561,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00056,s__eubacterium_siraeum,,0.98,0.52,0.99,0.504504,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb00619,s__bacteroides_finegoldii,,0.63,1,0.65,0.4095,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00043,s__eubacterium_rectale,,1,0.41,0.89,0.3649,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00014,s__bacteroides_faecis,,0.43,0.81,1,0.3483,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00030,s__haemophilus_parainfluenzae,,0.95,0.96,0.31,0.28272,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_finegoldii,,0.25,1,1,0.25,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__streptococcus_parasanguinis,,0.25,0.98,0.96,0.2352,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00030,s__haemophilus_parainfluenzae,,0.21,0.96,1,0.2016,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb02322,s__bacteroides_fragilis,,0.97,0.59,0.35,0.200305,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00619,s__bacteroides_finegoldii,,0.92,1,0.19,0.1748,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00014,s__alistipes_shahii,,0.81,1,0.2,0.162,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00043,s__bacteroides_stercoris,,0.35,0.42,1,0.147,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_rectale,,1,0.41,0.35,0.1435,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb02322,s__bacteroides_fragilis,,0.95,0.59,0.25,0.140125,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00043,s__akkermansia_muciniphila,,0.28,1,0.49,0.1372,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb02322,s__bacteroides_fragilis,,0.95,0.59,0.24,0.13452,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00296,s__streptococcus_parasanguinis,,0.54,0.23,1,0.1242,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb02322,s__bacteroides_fragilis,,0.21,0.59,0.95,0.117705,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_rectale,,1,0.41,0.28,0.1148,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00097,s__alistipes_shahii,,0.8,0.17,0.83,0.11288,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00043,s__akkermansia_muciniphila,,0.28,1,0.29,0.0812,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb01149,s__ruminococcus_torques,,0.11,0.62,1,0.0682,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__streptococcus_parasanguinis,,0.25,0.98,0.24,0.0588,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb02322,s__bacteroides_fragilis,,0.21,0.59,0.47,0.058233,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb02322,s__bacteroides_fragilis,,0.97,0.59,0.1,0.05723,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00251,s__eubacterium_ventriosum,,0.4,0.99,0.14,0.05544,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00097,s__alistipes_shahii,,0.8,0.17,0.36,0.04896,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01149,s__ruminococcus_torques,,0.17,0.62,0.41,0.043214,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01149,s__ruminococcus_torques,,0.17,0.62,0.36,0.037944,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00043,s__eubacterium_rectale,,0.14,0.41,0.66,0.037884,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00097,s__alistipes_shahii,,0.17,0.17,1,0.0289,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00239,s__clostridium_clostridioforme,,0.17,0.18,0.93,0.028458,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb00296,s__streptococcus_parasanguinis,,0.7,0.23,0.17,0.02737,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00043,s__eubacterium_rectale,,0.14,0.41,0.26,0.014924,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,s__akkermansia_muciniphila,,,s__akkermansia_muciniphila,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__bacteroides_cellulosilyticus,,,s__bacteroides_cellulosilyticus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__bacteroides_faecis,,,s__bacteroides_faecis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__bacteroides_faecis,,,s__bacteroides_faecis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__bacteroides_faecis,,,s__bacteroides_faecis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__bacteroides_finegoldii,,,s__bacteroides_finegoldii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__clostridium_clostridioforme,,,s__bacteroides_ovatus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__clostridium_bolteae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__faecalibacterium_prausnitzii,,,s__faecalibacterium_prausnitzii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__klebsiella_pneumoniae,,,s__klebsiella_pneumoniae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__clostridium_bolteae,,,s__odoribacter_splanchnicus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__bacteroides_faecis,,,s__odoribacter_splanchnicus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__escherichia_coli,,,s__roseburia_inulinivorans,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__bacteroides_cellulosilyticus,,,s__bacteroides_cellulosilyticus,0.99,,1,1,0.99,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_dorei,,,s__bacteroides_ovatus,0.99,,1,1,0.99,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__bacteroides_cellulosilyticus,,,s__klebsiella_pneumoniae,1,,0.99,1,0.99,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__clostridium_bolteae,,,s__odoribacter_splanchnicus,1,,1,0.99,0.99,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__bacteroides_cellulosilyticus,,,s__bacteroides_cellulosilyticus,0.99,,1,0.99,0.9801,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__bacteroides_cellulosilyticus,,,s__klebsiella_pneumoniae,1,,0.99,0.99,0.9801,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__bacteroides_cellulosilyticus,,,s__eubacterium_siraeum,1,,0.98,1,0.98,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__bacteroides_uniformis,,,s__bacteroides_uniformis,0.97,,1,1,0.97,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__bacteroides_uniformis,,,s__bacteroides_uniformis,0.97,,1,0.97,0.9409,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__eubacterium_eligens,,,s__bacteroides_stercoris,1,,0.94,1,0.94,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__clostridiales_bacterium_1_7_47faa,,,s__roseburia_intestinalis,0.94,,1,1,0.94,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__escherichia_coli,,,s__eubacterium_ventriosum,1,,0.93,1,0.93,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__clostridiales_bacterium_1_7_47faa,,,s__roseburia_intestinalis,0.94,,1,0.98,0.9212,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__eubacterium_rectale,,,s__eubacterium_siraeum,1,,0.83,0.99,0.8217,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__bifidobacterium_longum,,,s__bifidobacterium_longum,0.7,,1,1,0.7,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__eubacterium_eligens,,,s__bacteroides_stercoris,1,,0.94,0.74,0.6956,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__clostridium_clostridioforme,,,s__clostridium_clostridioforme,0.65,,1,0.93,0.6045,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__prevotella_copri,,,s__bacteroides_xylanisolvens,0.58,,1,1,0.58,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__eubacterium_eligens,,,s__streptococcus_parasanguinis,1,,0.67,0.65,0.4355,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__prevotella_copri,,,s__akkermansia_muciniphila,0.58,,0.97,0.49,0.275674,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__alistipes_finegoldii,,,s__bacteroides_thetaiotaomicron,0.62,,0.73,0.52,0.235352,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__haemophilus_parainfluenzae,,,s__haemophilus_parainfluenzae,0.23,,1,1,0.23,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__bacteroides_faecis,,,s__alistipes_shahii,1,,0.23,0.83,0.1909,TRUE,FALSE,FALSE,FALSE
