confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
g__acetylcoa_cacetyltransferase,s__eubacterium_rectale,s__bacteroides_fragilis,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__peroxiredoxin,s__bacteroides_fragilis,s__roseburia_intestinalis,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__peroxiredoxin,s__roseburia_intestinalis,s__bacteroides_fragilis,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__rna_helicase,s__bacteroides_thetaiotaomicron,s__bacteroides_finegoldii,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__acetylcoa_cacetyltransferase,s__bacteroides_thetaiotaomicron,s__haemophilus_parainfluenzae,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__acetylcoa_cacetyltransferase,s__haemophilus_parainfluenzae,s__bacteroides_thetaiotaomicron,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__lserine_ammonialyase,s__bacteroides_caccae,s__ruminococcus_torques,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__aspartate_ammonialyase,s__bacteroides_caccae,s__ruminococcus_torques,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__superoxide_dismutase,s__bacteroides_uniformis,s__bacteroides_ovatus,0.1,0.1,0.1,0.001,PyCausal_,T,TG
g__superoxide_dismutase,s__bacteroides_ovatus,s__bacteroides_uniformis,0.1,0.1,0.1,0.001,PyCausal_,T,TG
s__bacteroides_cellulosilyticus,g__glutamate_dehydrogenase,m__hmdb00289,0.5,0.2,0.1,0.01,PyCausal_,GM,TGM
s__escherichia_coli,g__ribulosephosphate_3epimerase,m__hmdb01257,0.1,0.3,0.2,0.006,PyCausal_,GM,TGM
s__bacteroides_fragilis,g__glutamate_decarboxylase,m__hmdb00056,0.2,0.1,0.1,0.002,PyCausal_,GM,TGM
s__streptococcus_parasanguinis,g__triosephosphate_isomerase,m__hmdb00296,0.2,0.1,0.1,0.002,PyCausal_,GM,TGM
s__eubacterium_rectale,g__triosephosphate_isomerase,m__hmdb02322,0.1,0.1,0.1,0.001,PyCausal_,GM,TGM
g__5formyltetrahydrofolate_cycloligase,s__bacteroides_uniformis,s__bacteroides_caccae,0.3,0.1,0.25,0.0075,PyCausal_,TT,TTG
g__phosphopyruvate_hydratase,s__eubacterium_rectale,s__bacteroides_faecis,0.1,0.1,0.25,0.0025,PyCausal_,TT,TTG
g__acetylcoa_cacetyltransferase,s__roseburia_inulinivorans,s__bacteroides_fragilis,0.1,0.1,0.25,0.0025,PyCausal_,TT,TTG
g__acetylcoa_cacetyltransferase,s__bacteroides_fragilis,s__roseburia_inulinivorans,0.1,0.1,0.25,0.0025,PyCausal_,TT,TTG
