T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__eubacterium_siraeum,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00097,s__bacteroides_cellulosilyticus,0.98,1,0.66,1,0.6468,FALSE,TRUE,FALSE,TRUE
s__roseburia_intestinalis,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__haemophilus_parainfluenzae,0.97,0.63,1,0.52,0.317772,FALSE,TRUE,FALSE,TRUE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00289,s__bacteroides_uniformis,1,0.5,0.81,0.75,0.30375,FALSE,TRUE,FALSE,TRUE
s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00043,s__bacteroides_ovatus,1,0.3,1,1,0.3,FALSE,TRUE,FALSE,TRUE
s__eubacterium_ventriosum,,g__phosphopyruvate hydratase,m__hmdb00043,s__eubacterium_ventriosum,0.98,0.3,1,1,0.294,FALSE,TRUE,FALSE,TRUE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00043,s__eubacterium_ventriosum,1,0.29,1,0.97,0.2813,FALSE,TRUE,FALSE,TRUE
s__bacteroides_finegoldii,,g__phosphoglycerate kinase,m__hmdb00043,s__eubacterium_ventriosum,0.77,0.48,1,0.72,0.266112,FALSE,TRUE,FALSE,TRUE
s__eubacterium_rectale,,g__phosphoglycerate kinase,m__hmdb00764,s__klebsiella_pneumoniae,0.26,0.95,1,0.96,0.23712,FALSE,TRUE,FALSE,TRUE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__odoribacter_splanchnicus,0.19,0.47,1,0.95,0.084835,FALSE,TRUE,FALSE,TRUE
s__eubacterium_siraeum,,g__uridine kinase,m__hmdb00030,s__eubacterium_siraeum,0.13,1,0.3,1,0.039,FALSE,TRUE,FALSE,TRUE
s__roseburia_intestinalis,,g__dna helicase,m__hmdb00020,s__eubacterium_rectale,0.41,0.15,0.86,0.55,0.0290895,FALSE,TRUE,FALSE,TRUE
s__streptococcus_parasanguinis,,g__l-serine ammonia-lyase,m__hmdb00630,s__streptococcus_parasanguinis,0.14,0.16,1,1,0.0224,FALSE,TRUE,FALSE,TRUE
s__streptococcus_parasanguinis,,g__l-serine ammonia-lyase,m__hmdb00630,s__clostridium_clostridioforme,0.14,0.16,1,0.22,0.004928,FALSE,TRUE,FALSE,TRUE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00014,s__escherichia_coli,1,0.99,1,1,0.99,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__ruminococcus_torques,1,0.93,1,0.99,0.9207,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__phosphopyruvate hydratase,m__hmdb01149,s__klebsiella_pneumoniae,0.92,1,0.99,1,0.9108,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00296,s__bacteroides_xylanisolvens,0.95,1,0.93,1,0.8835,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00619,s__akkermansia_muciniphila,0.95,0.77,1,1,0.7315,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00619,s__roseburia_inulinivorans,0.95,0.77,1,1,0.7315,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__bacteroides_thetaiotaomicron,1,0.93,0.83,0.94,0.725586,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__bacteroides_thetaiotaomicron,1,0.93,0.83,0.93,0.717867,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__superoxide dismutase,m__hmdb00619,s__escherichia_coli,1,0.77,1,0.92,0.7084,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb01257,s__roseburia_intestinalis,0.95,1,0.69,1,0.6555,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_stercoris,0.99,0.86,0.82,0.88,0.61437024,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__acetyl-coa c-acetyltransferase,m__hmdb00619,s__escherichia_coli,0.67,0.91,1,1,0.6097,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__roseburia_intestinalis,0.97,0.63,0.94,1,0.574434,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00239,s__bacteroides_caccae,1,0.69,0.82,1,0.5658,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__superoxide dismutase,m__hmdb00619,s__akkermansia_muciniphila,1,0.77,1,0.69,0.5313,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00619,s__akkermansia_muciniphila,1,0.46,1,0.96,0.4416,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00043,s__bacteroides_cellulosilyticus,1,0.47,0.92,0.98,0.423752,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00296,s__bacteroides_fragilis,0.95,1,0.43,1,0.4085,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00619,s__bacteroides_fragilis,1,0.46,1,0.88,0.4048,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__faecalibacterium_prausnitzii,0.74,0.63,0.84,1,0.391608,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00097,s__odoribacter_splanchnicus,0.75,0.62,0.98,0.85,0.387345,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00097,s__bacteroides_thetaiotaomicron,0.75,0.62,0.83,1,0.38595,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__histidine kinase,m__hmdb00764,s__eubacterium_siraeum,0.61,0.63,1,0.99,0.380457,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00195,s__odoribacter_splanchnicus,0.72,0.62,0.93,0.86,0.35703072,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00097,s__ruminococcus_torques,1,0.34,1,1,0.34,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__glutamate dehydrogenase,m__hmdb00097,s__odoribacter_splanchnicus,1,0.34,0.98,1,0.3332,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__bacteroides_fragilis,0.74,0.63,0.69,1,0.321678,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00097,s__roseburia_inulinivorans,0.75,0.62,0.68,1,0.3162,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00195,s__odoribacter_splanchnicus,1,0.33,0.93,1,0.3069,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00764,s__bacteroides_faecis,0.69,0.63,1,0.7,0.30429,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00097,s__bacteroides_faecis,1,0.34,0.98,0.89,0.296548,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00056,s__ruminococcus_torques,0.35,0.78,1,1,0.273,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_finegoldii,0.99,0.86,0.32,1,0.272448,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00619,s__escherichia_coli,0.94,0.77,1,0.36,0.260568,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__peptidylprolyl isomerase,m__hmdb00239,s__bacteroides_caccae,1,0.3,0.82,1,0.246,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb01149,s__klebsiella_pneumoniae,1,0.26,0.99,0.95,0.24453,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00619,s__eubacterium_rectale,0.95,0.77,0.31,1,0.226765,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00014,s__clostridium_bolteae,1,0.99,0.3,0.75,0.22275,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00043,s__eubacterium_ventriosum,0.94,0.24,1,0.87,0.196272,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00097,s__bacteroides_finegoldii,1,0.34,0.68,0.83,0.191896,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00619,s__akkermansia_muciniphila,0.94,0.77,1,0.26,0.188188,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_stercoris,0.72,0.34,0.82,0.89,0.17865504,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__l-serine ammonia-lyase,m__hmdb00630,s__streptococcus_parasanguinis,1,0.16,1,1,0.16,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00619,s__bacteroides_finegoldii,0.94,0.77,1,0.22,0.159236,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.92,0.86,0.49,0.41,0.15895208,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__haemophilus_parainfluenzae,0.24,0.63,1,1,0.1512,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.35,0.86,0.49,1,0.14749,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dephospho-coa kinase,m__hmdb00289,s__bacteroides_caccae,1,0.15,0.98,0.99,0.14553,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__roseburia_intestinalis,0.24,0.63,0.94,1,0.142128,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__dna helicase,m__hmdb00195,s__bacteroides_uniformis,0.41,0.34,1,1,0.1394,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__phosphopyruvate hydratase,m__hmdb01149,s__eubacterium_siraeum,0.96,1,0.45,0.31,0.13392,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00251,s__bacteroides_faecis,1,0.32,0.5,0.83,0.1328,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00195,s__roseburia_inulinivorans,0.69,0.62,0.32,0.96,0.13142016,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_stercoris,0.19,0.86,0.82,0.95,0.1272886,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00619,s__escherichia_coli,0.75,0.3,1,0.56,0.126,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__clostridium_bolteae,0.72,0.34,0.5,0.99,0.121176,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphopyruvate hydratase,m__hmdb02322,s__bacteroides_faecis,1,0.79,1,0.15,0.1185,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb02322,s__bacteroides_ovatus,1,0.14,0.96,0.85,0.11424,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.92,0.86,0.14,1,0.110768,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00619,s__odoribacter_splanchnicus,0.95,0.77,1,0.15,0.109725,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__phosphopyruvate hydratase,m__hmdb02322,s__bacteroides_faecis,0.13,0.79,1,1,0.1027,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00239,s__bacteroides_ovatus,0.72,0.14,1,1,0.1008,FALSE,TRUE,FALSE,FALSE
s__clostridium_clostridioforme,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_stercoris,0.98,0.86,0.82,0.14,0.09675344,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_finegoldii,0.35,0.86,0.32,1,0.09632,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00764,s__eubacterium_siraeum,0.69,0.63,1,0.22,0.095634,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__alistipes_shahii,0.72,0.34,0.38,1,0.093024,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__acetyl-coa c-acetyltransferase,m__hmdb00619,s__odoribacter_splanchnicus,0.6,0.91,1,0.17,0.09282,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00030,s__akkermansia_muciniphila,0.75,0.12,1,1,0.09,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__bacteroides_finegoldii,1,0.93,0.68,0.14,0.088536,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__clostridium_bolteae,0.19,0.86,0.5,1,0.0817,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__clostridium_bolteae,0.92,0.86,0.5,0.2,0.07912,FALSE,TRUE,FALSE,FALSE
s__streptococcus_parasanguinis,,g__triose-phosphate isomerase,m__hmdb00020,s__klebsiella_pneumoniae,1,0.62,0.12,1,0.0744,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00239,s__bacteroides_ovatus,1,0.69,1,0.1,0.069,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__shikimate kinase,m__hmdb00239,s__escherichia_coli,0.1,0.69,1,1,0.069,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00239,s__clostridium_bolteae,1,0.69,0.1,1,0.069,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__eubacterium_siraeum,0.24,0.63,0.45,1,0.06804,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__bacteroides_faecis,1,0.23,1,0.28,0.0644,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__clostridium_bolteae,0.32,0.86,0.5,0.46,0.063296,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00619,s__eubacterium_rectale,0.94,0.77,0.31,0.28,0.06282584,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_finegoldii,0.72,0.34,0.32,0.75,0.058752,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00097,s__eubacterium_rectale,0.75,0.62,0.31,0.39,0.0562185,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__glutamate dehydrogenase,m__hmdb01149,s__bacteroides_xylanisolvens,1,0.26,0.36,0.59,0.055224,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__acetyl-coa c-acetyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.67,0.11,0.74,1,0.054538,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__bacteroides_xylanisolvens,0.24,0.63,0.36,1,0.054432,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__aldose 1-epimerase,m__hmdb00289,s__alistipes_shahii,0.75,0.1,0.6,1,0.045,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__eubacterium_rectale,0.32,0.86,0.86,0.19,0.04496768,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dephospho-coa kinase,m__hmdb00209,s__eubacterium_siraeum,1,0.26,0.69,0.24,0.043056,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_caccae,0.72,0.34,0.18,0.93,0.04097952,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__faecalibacterium_prausnitzii,0.24,0.63,0.84,0.32,0.04064256,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__clostridium_bolteae,0.35,0.86,0.5,0.27,0.040635,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__phosphopyruvate hydratase,m__hmdb00043,s__bacteroides_ovatus,0.13,0.3,1,1,0.039,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.32,0.86,0.14,1,0.038528,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__glutamate dehydrogenase,m__hmdb00043,s__eubacterium_ventriosum,1,0.29,1,0.13,0.0377,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__dephospho-coa kinase,m__hmdb00209,s__eubacterium_siraeum,0.9,0.26,0.69,0.23,0.0371358,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.32,0.18,0.74,0.83,0.03537792,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__superoxide dismutase,m__hmdb00043,s__bacteroides_ovatus,0.95,0.24,1,0.15,0.0342,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_caccae,0.19,0.18,0.98,1,0.033516,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__glutamate decarboxylase,m__hmdb00764,s__bacteroides_faecis,0.36,0.11,1,0.78,0.030888,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__acetyl-coa c-acetyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.67,0.11,0.41,1,0.030217,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__alistipes_shahii,0.32,0.18,0.6,0.86,0.0297216,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__phosphopyruvate hydratase,m__hmdb00239,s__faecalibacterium_prausnitzii,0.96,0.28,0.1,1,0.02688,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__histidine kinase,m__hmdb00020,s__bacteroides_finegoldii,0.24,0.34,0.32,1,0.026112,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__bifidobacterium_longum,0.24,0.63,1,0.17,0.025704,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__roseburia_intestinalis,0.92,0.18,0.31,0.47,0.02412792,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.32,0.18,0.41,1,0.023616,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__dephospho-coa kinase,m__hmdb00289,s__alistipes_shahii,0.26,0.15,0.6,1,0.0234,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__alistipes_shahii,0.19,0.18,0.6,1,0.02052,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.15,0.18,0.74,1,0.01998,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__phosphopyruvate hydratase,m__hmdb00043,s__bacteroides_stercoris,0.13,0.3,0.47,0.98,0.0179634,FALSE,TRUE,FALSE,FALSE
s__eubacterium_siraeum,,g__uridine kinase,m__hmdb00089,s__bacteroides_thetaiotaomicron,0.13,1,0.15,0.91,0.017745,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb02322,s__haemophilus_parainfluenzae,1,0.14,0.2,0.59,0.01652,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00043,s__bacteroides_stercoris,0.13,0.24,0.47,1,0.014664,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_thetaiotaomicron,0.35,0.18,0.23,0.93,0.0134757,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__dephospho-coa kinase,m__hmdb00289,s__bacteroides_cellulosilyticus,0.26,0.15,0.34,1,0.01326,FALSE,TRUE,FALSE,FALSE
