T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__ruminococcus_torques,,g__dnadirected_rna_polymerase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose1phosphate_adenylyltransferase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,,s__ruminococcus_torques,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__dna_helicase,,s__alistipes_shahii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__rna_helicase,,s__odoribacter_splanchnicus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__5formyltetrahydrofolate_cycloligase,,s__escherichia_coli,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__2cmethylderythritol_4phosphate_cytidylyltransferase,,s__streptococcus_parasanguinis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__phosphoglycerate_kinase,,s__bacteroides_ovatus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__dnadirected_rna_polymerase,,s__ruminococcus_torques,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__dnadirected_rna_polymerase,,s__ruminococcus_torques,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__glucose1phosphate_adenylyltransferase,,s__bifidobacterium_longum,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose1phosphate_adenylyltransferase,,s__bifidobacterium_longum,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_caccae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__rna_helicase,,s__odoribacter_splanchnicus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__superoxide_dismutase,,s__clostridium_bolteae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__phosphopyruvate_hydratase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,,m__hmdb01149,s__bifidobacterium_longum,,0.6,0.6,0.2,0.072,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00289,s__bacteroides_uniformis,,0.4,0.4,0.4,0.064,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb01149,s__bifidobacterium_longum,,0.4,0.6,0.2,0.048,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00020,s__clostridium_clostridioforme,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00239,s__roseburia_intestinalis,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00289,s__bacteroides_stercoris,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_finegoldii,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb00764,s__clostridium_bolteae,,0.4,0.4,0.2,0.032,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00630,s__streptococcus_parasanguinis,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00014,s__klebsiella_pneumoniae,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00289,s__bacteroides_stercoris,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00289,s__clostridium_clostridioforme,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00195,s__akkermansia_muciniphila,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00251,s__bacteroides_xylanisolvens,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00239,s__faecalibacterium_prausnitzii,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb00239,s__roseburia_intestinalis,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00097,s__alistipes_shahii,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00097,s__bacteroides_faecis,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__eubacterium_rectale,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00097,s__alistipes_shahii,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00097,s__ruminococcus_torques,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00764,s__bacteroides_ovatus,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00764,s__ruminococcus_torques,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00764,s__ruminococcus_torques,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb01257,s__bacteroides_faecis,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb01257,s__bacteroides_uniformis,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb00097,s__odoribacter_splanchnicus,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00619,s__bacteroides_xylanisolvens,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_xylanisolvens,,,m__hmdb00619,s__bacteroides_finegoldii,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_xylanisolvens,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__eubacterium_rectale,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00764,s__ruminococcus_torques,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00764,s__akkermansia_muciniphila,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00097,s__bacteroides_faecis,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
