T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_thetaiotaomicron,,g__dna-directed rna polymerase,m__hmdb00251,s__ruminococcus_torques,0.1,0.85,0.31,0.16,0.004216,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__fructose-bisphosphate aldolase,m__hmdb00097,s__bacteroides_faecis,1,0.15,0.15,0.1,0.00225,FALSE,TRUE,FALSE,FALSE
s__streptococcus_parasanguinis,,g__fructose-bisphosphate aldolase,,s__streptococcus_parasanguinis,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__l-serine ammonia-lyase,,s__streptococcus_parasanguinis,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__aldose 1-epimerase,,s__clostridium_clostridioforme,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,,s__bacteroides_finegoldii,1,,0.99,1,0.99,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__fructose-bisphosphate aldolase,,s__klebsiella_pneumoniae,1,,0.99,1,0.99,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__l-serine ammonia-lyase,,s__klebsiella_pneumoniae,1,,0.99,1,0.99,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__fructose-bisphosphate aldolase,,s__bacteroides_finegoldii,0.97,,0.99,1,0.9603,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__methionyl aminopeptidase,,s__bacteroides_finegoldii,1,,0.95,1,0.95,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__dephospho-coa kinase,,s__bacteroides_stercoris,1,,1,0.94,0.94,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dna helicase,,s__bacteroides_caccae,1,,1,0.91,0.91,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,0.85,,1,1,0.85,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__superoxide dismutase,,s__clostridium_bolteae,0.97,,0.87,1,0.8439,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.83,1,0.83,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose-1-phosphate adenylyltransferase,,s__bacteroides_thetaiotaomicron,0.78,,1,1,0.78,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__aspartate ammonia-lyase,,s__bifidobacterium_longum,0.76,,1,1,0.76,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__thymidylate synthase,,s__roseburia_inulinivorans,1,,0.91,0.78,0.7098,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.85,,0.83,1,0.7055,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__methionyl aminopeptidase,,s__bacteroides_faecis,1,,0.88,0.77,0.6776,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__dna helicase,,s__bacteroides_caccae,1,,1,0.64,0.64,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__superoxide dismutase,,s__bacteroides_uniformis,0.97,,0.63,1,0.6111,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,0.85,,0.78,0.83,0.55029,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triose-phosphate isomerase,,s__bacteroides_finegoldii,0.53,,1,1,0.53,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__methionyl aminopeptidase,,s__bacteroides_faecis,1,,0.88,0.57,0.5016,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__peroxiredoxin,,s__escherichia_coli,1,,1,0.5,0.5,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__histidine kinase,,s__bacteroides_faecis,0.86,,0.57,1,0.4902,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.49,,1,1,0.49,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.49,,1,1,0.49,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__aldose 1-epimerase,,s__akkermansia_muciniphila,1,,0.5,0.98,0.49,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__aldose 1-epimerase,,s__akkermansia_muciniphila,1,,0.5,0.98,0.49,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__shikimate kinase,,s__faecalibacterium_prausnitzii,0.64,,0.89,0.85,0.48416,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__dna-directed rna polymerase,,s__bacteroides_uniformis,0.97,,0.73,0.67,0.474427,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__superoxide dismutase,,s__clostridium_clostridioforme,1,,0.54,0.81,0.4374,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__peroxiredoxin,,s__escherichia_coli,1,,1,0.42,0.42,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dihydrolipoyl dehydrogenase,,s__akkermansia_muciniphila,0.98,,0.39,0.98,0.374556,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.58,,1,0.64,0.3712,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__phosphoglycerate kinase,,s__bacteroides_ovatus,0.96,,1,0.35,0.336,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dihydrolipoyl dehydrogenase,,s__ruminococcus_torques,0.98,,0.29,1,0.2842,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__phosphoglycerate kinase,,s__bacteroides_ovatus,0.27,,1,1,0.27,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__thymidylate synthase,,s__alistipes_shahii,1,,0.27,1,0.27,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triose-phosphate isomerase,,s__bacteroides_cellulosilyticus,0.53,,0.86,0.59,0.268922,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,1,,0.78,0.31,0.2418,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__eubacterium_ventriosum,0.81,,0.28,1,0.2268,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.58,,1,0.39,0.2262,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__histidine kinase,,s__bacteroides_uniformis,0.86,,0.26,1,0.2236,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__glucose-1-phosphate adenylyltransferase,,s__bacteroides_thetaiotaomicron,0.22,,1,1,0.22,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__aspartate ammonia-lyase,,s__bifidobacterium_longum,0.21,,1,1,0.21,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__dephospho-coa kinase,,s__bacteroides_stercoris,1,,1,0.19,0.19,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,1,,1,0.19,0.19,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triose-phosphate isomerase,,s__akkermansia_muciniphila,0.53,,0.34,1,0.1802,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__eubacterium_siraeum,1,,0.97,0.18,0.1746,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__transaldolase,,s__eubacterium_rectale,1,,0.17,1,0.17,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__dephospho-coa kinase,,s__haemophilus_parainfluenzae,1,,0.16,1,0.16,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__dephospho-coa kinase,,s__haemophilus_parainfluenzae,1,,0.16,1,0.16,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__dephospho-coa kinase,,s__haemophilus_parainfluenzae,1,,0.16,1,0.16,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__triose-phosphate isomerase,,s__eubacterium_siraeum,0.22,,0.71,1,0.1562,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dihydrolipoyl dehydrogenase,,s__akkermansia_muciniphila,0.4,,0.39,1,0.156,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,1,,0.15,1,0.15,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__fructose-bisphosphate aldolase,,s__streptococcus_parasanguinis,0.97,,1,0.15,0.1455,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__eubacterium_siraeum,1,,0.97,0.13,0.1261,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.15,,0.83,1,0.1245,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dihydrolipoyl dehydrogenase,,s__ruminococcus_torques,0.4,,0.29,1,0.116,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__klebsiella_pneumoniae,0.81,,0.19,0.7,0.10773,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,,s__faecalibacterium_prausnitzii,1,,0.96,0.1,0.096,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__5-formyltetrahydrofolate cyclo-ligase,,s__eubacterium_ventriosum,0.34,,0.28,0.93,0.088536,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__aldose 1-epimerase,,s__clostridium_clostridioforme,0.17,,1,0.5,0.085,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_faecis,0.49,,0.41,0.34,0.068306,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__ruminococcus_torques,0.81,,0.33,0.23,0.061479,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,,s__klebsiella_pneumoniae,0.88,,0.19,0.16,0.026752,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__endopeptidase clp,,s__alistipes_shahii,0.23,,0.1,1,0.023,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__dephospho-coa kinase,,s__haemophilus_parainfluenzae,1,,0.16,0.13,0.0208,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__histidine kinase,,s__bifidobacterium_longum,0.17,,0.14,0.86,0.020468,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__histidine kinase,,s__bifidobacterium_longum,0.12,,0.14,1,0.0168,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__5-formyltetrahydrofolate cyclo-ligase,,s__klebsiella_pneumoniae,0.34,,0.19,0.25,0.01615,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__histidine kinase,,s__bacteroides_cellulosilyticus,0.17,,0.1,0.82,0.01394,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__histidine kinase,,s__bacteroides_faecis,0.12,,0.57,0.1,0.00684,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__histidine kinase,,s__ruminococcus_torques,0.14,,0.33,0.12,0.005544,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__histidine kinase,,s__bacteroides_cellulosilyticus,0.12,,0.1,0.32,0.00384,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__histidine kinase,,s__bacteroides_cellulosilyticus,0.14,,0.1,0.16,0.00224,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00239,s__bacteroides_ovatus,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00014,s__klebsiella_pneumoniae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00014,s__klebsiella_pneumoniae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00289,s__bacteroides_uniformis,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00014,s__streptococcus_parasanguinis,,1,0.99,1,0.99,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00014,s__streptococcus_parasanguinis,,1,0.99,1,0.99,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00764,s__akkermansia_muciniphila,,1,0.99,1,0.99,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00289,s__bacteroides_faecis,,1,0.98,1,0.98,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb02322,s__akkermansia_muciniphila,,1,1,0.98,0.98,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_finegoldii,,1,0.94,1,0.94,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00043,s__bacteroides_stercoris,,0.96,1,0.96,0.9216,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00764,s__ruminococcus_torques,,1,0.88,1,0.88,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__roseburia_intestinalis,,0.96,0.95,0.93,0.84816,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00020,s__clostridium_clostridioforme,,0.86,0.98,1,0.8428,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00289,s__bacteroides_uniformis,,1,1,0.81,0.81,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00097,s__eubacterium_siraeum,,0.98,0.65,0.98,0.62426,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00097,s__eubacterium_siraeum,,1,0.65,0.92,0.598,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00209,s__alistipes_shahii,,1,0.59,0.94,0.5546,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00239,s__roseburia_intestinalis,,1,0.54,1,0.54,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00014,s__streptococcus_parasanguinis,,0.88,0.99,0.55,0.47916,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb01257,s__clostridium_clostridioforme,,0.82,0.66,0.81,0.438372,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__roseburia_inulinivorans,,0.96,0.89,0.49,0.418656,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00296,s__bacteroides_faecis,,1,0.88,0.34,0.2992,FALSE,FALSE,FALSE,TRUE
