T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__roseburia_inulinivorans,,g__shikimate_kinase,,s__faecalibacterium_prausnitzii,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__ribulosephosphate_3epimerase,,s__haemophilus_parainfluenzae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose1phosphate_adenylyltransferase,,s__roseburia_inulinivorans,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dna_helicase,,s__clostridium_bolteae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__dephosphocoa_kinase,,s__escherichia_coli,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glutamate_dehydrogenase,,s__haemophilus_parainfluenzae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__shikimate_kinase,,s__roseburia_inulinivorans,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__roseburia_intestinalis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose1phosphate_adenylyltransferase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,,m__hmdb01149,s__bifidobacterium_longum,,0.8,0.8,0.8,0.512,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00289,s__bacteroides_uniformis,,0.4,0.4,0.8,0.128,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00619,s__bacteroides_finegoldii,,0.4,0.4,0.8,0.128,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_longum,,,m__hmdb01149,s__haemophilus_parainfluenzae,,0.8,0.2,0.4,0.064,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb01149,s__bifidobacterium_longum,,0.2,0.8,0.4,0.064,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb01257,s__bacteroides_faecis,,0.2,0.6,0.4,0.048,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00097,s__bacteroides_ovatus,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00020,s__clostridium_clostridioforme,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00764,s__akkermansia_muciniphila,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb01149,s__bifidobacterium_longum,,0.2,0.8,0.2,0.032,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00014,s__klebsiella_pneumoniae,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb00296,s__faecalibacterium_prausnitzii,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb01149,s__haemophilus_parainfluenzae,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00020,s__bacteroides_thetaiotaomicron,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb00014,s__escherichia_coli,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,,,m__hmdb00195,s__ruminococcus_torques,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00097,s__bacteroides_faecis,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb01257,s__eubacterium_rectale,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
