T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__streptococcus_parasanguinis,,g__dnadirected_rna_polymerase,,s__streptococcus_parasanguinis,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__5formyltetrahydrofolate_cycloligase,,s__bacteroides_stercoris,0.4,,0.4,0.2,0.032,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__peroxiredoxin,,s__klebsiella_pneumoniae,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__glutamate_decarboxylase,,s__streptococcus_parasanguinis,0.2,,0.4,0.4,0.032,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__betalactamase,,s__bacteroides_ovatus,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__pyruvate_carboxylase,,s__clostridium_bolteae,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__dnadirected_rna_polymerase,,s__bifidobacterium_longum,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,,s__bacteroides_caccae,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__thymidylate_synthase,,s__bacteroides_faecis,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__dephosphocoa_kinase,,s__akkermansia_muciniphila,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__dnadirected_rna_polymerase,,s__alistipes_shahii,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__fructosebisphosphate_aldolase,,s__klebsiella_pneumoniae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__acetylcoa_cacetyltransferase,,s__roseburia_inulinivorans,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__acetylcoa_cacetyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__shikimate_kinase,,s__bacteroides_caccae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__pyruvate_carboxylase,,s__clostridium_bolteae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__transaldolase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__uridine_kinase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__peptidylprolyl_isomerase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__endopeptidase_clp,,s__eubacterium_siraeum,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__pyruvate_carboxylase,,s__clostridium_bolteae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__dnadirected_rna_polymerase,,s__bacteroides_finegoldii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__thymidylate_synthase,,s__bacteroides_faecis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__endopeptidase_clp,,s__eubacterium_siraeum,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__phosphopyruvate_hydratase,,s__bacteroides_cellulosilyticus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__phosphopyruvate_hydratase,,s__bacteroides_cellulosilyticus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,,m__hmdb00030,s__clostridium_clostridioforme,,0.75,0.75,1,0.5625,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00014,s__klebsiella_pneumoniae,,0.5,0.5,0.8,0.2,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00764,s__eubacterium_siraeum,,0.75,0.75,0.2,0.1125,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00020,s__akkermansia_muciniphila,,0.25,0.25,1,0.0625,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,0.25,0.25,0.8,0.05,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb02322,s__bacteroides_ovatus,,0.25,0.25,0.8,0.05,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__clostridium_bolteae,,0.25,0.25,0.8,0.05,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__bacteroides_caccae,,0.25,0.25,0.6,0.0375,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__bacteroides_caccae,,0.25,0.25,0.4,0.025,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__clostridium_bolteae,,0.25,0.25,0.4,0.025,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00056,s__eubacterium_rectale,,0.25,0.25,0.2,0.0125,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_longum,,,m__hmdb02322,s__escherichia_coli,,0.25,0.25,0.2,0.0125,FALSE,FALSE,FALSE,TRUE
