T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_ovatus,,g__dna helicase,,s__bacteroides_caccae,1,,1,0.89,0.89,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,0.84,,1,1,0.84,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__superoxide dismutase,,s__bacteroides_uniformis,0.95,,0.88,1,0.836,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.84,,0.99,1,0.8316,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.82,,1,1,0.82,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.82,,1,1,0.82,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__klebsiella_pneumoniae,0.99,,0.96,0.85,0.80784,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__methionyl aminopeptidase,,s__bacteroides_faecis,1,,0.97,0.8,0.776,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__dna-directed rna polymerase,,s__bacteroides_uniformis,0.99,,0.87,0.9,0.77517,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_intestinalis,1,,1,0.76,0.76,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__aspartate ammonia-lyase,,s__bifidobacterium_longum,0.74,,1,1,0.74,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__dephospho-coa kinase,,s__bacteroides_stercoris,1,,1,0.73,0.73,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__aspartate ammonia-lyase,,s__bifidobacterium_longum,0.73,,1,1,0.73,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.71,,1,1,0.71,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,1,,0.71,1,0.71,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__thymidylate synthase,,s__alistipes_shahii,1,,0.67,1,0.67,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__eubacterium_siraeum,1,,0.97,0.66,0.6402,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.83,,1,0.76,0.6308,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,0.93,,0.71,0.91,0.600873,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triose-phosphate isomerase,,s__bacteroides_finegoldii,0.6,,1,1,0.6,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,0.84,,0.71,1,0.5964,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__aldose 1-epimerase,,s__akkermansia_muciniphila,1,,0.59,1,0.59,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__aldose 1-epimerase,,s__akkermansia_muciniphila,1,,0.59,1,0.59,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__transaldolase,,s__eubacterium_rectale,1,,0.59,1,0.59,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.83,,1,0.68,0.5644,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__dna helicase,,s__bacteroides_caccae,0.56,,1,1,0.56,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__superoxide dismutase,,s__clostridium_clostridioforme,1,,0.76,0.72,0.5472,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,0.5,,0.99,1,0.495,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__phosphoglycerate kinase,,s__faecalibacterium_prausnitzii,0.94,,0.49,0.98,0.451388,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__endopeptidase clp,,s__streptococcus_parasanguinis,0.75,,0.75,0.76,0.4275,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__histidine kinase,,s__bacteroides_faecis,0.87,,0.48,1,0.4176,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__peroxiredoxin,,s__haemophilus_parainfluenzae,0.74,,1,0.55,0.407,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dihydrolipoyl dehydrogenase,,s__ruminococcus_torques,1,,0.35,1,0.35,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dihydrolipoyl dehydrogenase,,s__akkermansia_muciniphila,1,,0.35,0.98,0.343,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_faecis,0.71,,0.51,0.91,0.329511,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__eubacterium_ventriosum,0.99,,0.32,1,0.3168,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__triose-phosphate isomerase,,s__eubacterium_siraeum,0.39,,0.79,1,0.3081,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__methionyl aminopeptidase,,s__bacteroides_finegoldii,0.62,,0.96,0.49,0.291648,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__ribulose-phosphate 3-epimerase,,s__bacteroides_caccae,0.32,,0.9,1,0.288,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dihydrolipoyl dehydrogenase,,s__ruminococcus_torques,0.78,,0.35,1,0.273,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_faecis,1,,0.51,0.53,0.2703,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__aspartate ammonia-lyase,,s__bifidobacterium_longum,0.27,,1,1,0.27,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,,s__klebsiella_pneumoniae,1,,0.96,0.25,0.24,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__dephospho-coa kinase,,s__eubacterium_ventriosum,1,,0.24,1,0.24,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.99,0.24,0.2376,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__shikimate kinase,,s__eubacterium_siraeum,0.43,,0.56,0.97,0.233576,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__histidine kinase,,s__bacteroides_uniformis,0.87,,0.26,1,0.2262,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__phosphatidate cytidylyltransferase,,s__bacteroides_cellulosilyticus,0.41,,0.82,0.67,0.225254,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__phosphoglycerate kinase,,s__bacteroides_ovatus,0.22,,1,1,0.22,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__peroxiredoxin,,s__klebsiella_pneumoniae,1,,0.22,1,0.22,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__aspartate ammonia-lyase,,s__bifidobacterium_longum,0.22,,1,1,0.22,FALSE,FALSE,TRUE,FALSE
