T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__clostridium_bolteae,,g__dnadirected_rna_polymerase,m__hmdb00289,s__bacteroides_uniformis,0.2,0.2,1,0.2,0.008,FALSE,TRUE,FALSE,TRUE
s__bacteroides_ovatus,,g__dnadirected_rna_polymerase,m__hmdb00289,s__clostridium_bolteae,0.4,0.2,0.2,0.4,0.0064,FALSE,TRUE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,g__acetylcoa_cacetyltransferase,m__hmdb00020,s__bacteroides_thetaiotaomicron,0.2,0.6,0.2,0.2,0.0048,FALSE,TRUE,FALSE,TRUE
s__bacteroides_xylanisolvens,,g__aldose_1epimerase,m__hmdb00251,s__bacteroides_xylanisolvens,0.2,0.2,0.6,0.2,0.0048,FALSE,TRUE,FALSE,TRUE
s__bacteroides_uniformis,,g__phosphoglycerate_kinase,m__hmdb01257,s__odoribacter_splanchnicus,0.2,0.4,0.2,0.2,0.0032,FALSE,TRUE,FALSE,TRUE
s__clostridium_bolteae,,g__dnadirected_rna_polymerase,m__hmdb00289,s__clostridium_bolteae,0.2,0.2,0.2,0.4,0.0032,FALSE,TRUE,FALSE,TRUE
s__bacteroides_caccae,,g__transaldolase,m__hmdb01257,s__odoribacter_splanchnicus,0.2,0.4,0.2,0.2,0.0032,FALSE,TRUE,FALSE,TRUE
s__bacteroides_stercoris,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00020,s__clostridium_clostridioforme,0.8,0.6,0.4,0.6,0.1152,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00030,s__bacteroides_faecis,0.8,0.8,0.4,0.4,0.1024,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__dnadirected_rna_polymerase,m__hmdb00251,s__bacteroides_xylanisolvens,0.4,0.6,0.6,0.4,0.0576,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__dnadirected_rna_polymerase,m__hmdb00097,s__ruminococcus_torques,0.4,0.4,0.8,0.4,0.0512,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00030,s__alistipes_shahii,0.8,0.8,0.2,0.4,0.0512,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00020,s__clostridium_clostridioforme,0.8,0.6,0.4,0.2,0.0384,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00030,s__ruminococcus_torques,0.8,0.8,0.2,0.2,0.0256,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__betalactamase,m__hmdb00619,s__bacteroides_finegoldii,1,0.2,0.6,0.2,0.024,FALSE,TRUE,FALSE,FALSE
s__clostridium_clostridioforme,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__bacteroides_stercoris,1,0.2,0.2,0.6,0.024,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__uridine_kinase,m__hmdb00030,s__bacteroides_faecis,1,0.2,0.4,0.2,0.016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__phosphatidate_cytidylyltransferase,m__hmdb00043,s__eubacterium_ventriosum,1,0.4,0.2,0.2,0.016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__dnadirected_rna_polymerase,m__hmdb00251,s__bacteroides_xylanisolvens,0.2,0.6,0.6,0.2,0.0144,FALSE,TRUE,FALSE,FALSE
s__eubacterium_ventriosum,,g__uridine_kinase,m__hmdb00056,s__faecalibacterium_prausnitzii,0.4,0.4,0.2,0.4,0.0128,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,m__hmdb00056,s__bacteroides_caccae,0.4,0.2,0.8,0.2,0.0128,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00043,s__eubacterium_ventriosum,0.8,0.2,0.2,0.4,0.0128,FALSE,TRUE,FALSE,FALSE
s__eubacterium_ventriosum,,g__uridine_kinase,m__hmdb00030,s__bacteroides_faecis,0.4,0.2,0.4,0.4,0.0128,FALSE,TRUE,FALSE,FALSE
s__eubacterium_ventriosum,,g__phosphopyruvate_hydratase,m__hmdb00043,s__eubacterium_ventriosum,0.2,0.4,0.2,0.8,0.0128,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__bacteroides_uniformis,0.6,0.2,0.2,0.4,0.0096,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,m__hmdb00020,s__bacteroides_thetaiotaomicron,0.4,0.6,0.2,0.2,0.0096,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__aldose_1epimerase,m__hmdb00764,s__akkermansia_muciniphila,0.2,0.6,0.2,0.4,0.0096,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__5formyltetrahydrofolate_cycloligase,m__hmdb00764,s__bacteroides_uniformis,1,0.2,0.2,0.2,0.008,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__transaldolase,m__hmdb00289,s__bacteroides_caccae,0.2,1,0.2,0.2,0.008,FALSE,TRUE,FALSE,FALSE
s__clostridium_clostridioforme,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__bacteroides_stercoris,1,0.2,0.2,0.2,0.008,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__bacteroides_stercoris,1,0.2,0.2,0.2,0.008,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__glutamate_dehydrogenase,m__hmdb00030,s__alistipes_shahii,0.8,0.2,0.2,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dnadirected_rna_polymerase,m__hmdb00239,s__bacteroides_ovatus,0.2,0.2,0.8,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__transaldolase,m__hmdb00030,s__bacteroides_faecis,0.2,0.2,0.4,0.4,0.0064,FALSE,TRUE,FALSE,FALSE
s__eubacterium_ventriosum,,g__uridine_kinase,m__hmdb00056,s__bacteroides_stercoris,0.4,0.4,0.2,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__bacteroides_stercoris,0.8,0.2,0.2,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00056,s__eubacterium_rectale,0.2,0.8,0.2,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__acetylcoa_cacetyltransferase,m__hmdb00056,s__bacteroides_caccae,0.2,0.2,0.8,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__bacteroides_uniformis,0.6,0.2,0.2,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__aldose_1epimerase,m__hmdb00251,s__ruminococcus_torques,0.2,0.2,0.6,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__dnadirected_rna_polymerase,m__hmdb00239,s__roseburia_intestinalis,0.2,0.2,0.6,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__acetylcoa_cacetyltransferase,m__hmdb00020,s__bacteroides_thetaiotaomicron,0.2,0.6,0.2,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00014,s__clostridium_bolteae,0.6,0.2,0.2,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__acetylcoa_cacetyltransferase,m__hmdb00056,s__ruminococcus_torques,0.2,0.2,0.6,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__methionyl_aminopeptidase,m__hmdb00764,s__bacteroides_ovatus,0.2,0.4,0.2,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb00043,s__eubacterium_ventriosum,0.2,0.2,0.2,0.4,0.0032,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,m__hmdb01257,s__odoribacter_splanchnicus,0.4,0.2,0.2,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__5formyltetrahydrofolate_cycloligase,m__hmdb00764,s__ruminococcus_torques,0.2,0.2,0.4,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__glutamate_dehydrogenase,m__hmdb00020,s__bacteroides_thetaiotaomicron,0.2,0.2,0.2,0.4,0.0032,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__aldose_1epimerase,m__hmdb00251,s__bacteroides_ovatus,0.2,0.2,0.2,0.4,0.0032,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__3hydroxybutyrylcoa_dehydrogenase,m__hmdb02322,s__escherichia_coli,0.2,0.4,0.2,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructosebisphosphate_aldolase,m__hmdb00020,s__akkermansia_muciniphila,0.4,0.2,0.2,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__phosphoglycerate_kinase,m__hmdb00619,s__bifidobacterium_longum,0.4,0.2,0.2,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__peroxiredoxin,m__hmdb00014,s__escherichia_coli,0.2,0.2,0.4,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,m__hmdb00056,s__faecalibacterium_prausnitzii,0.4,0.2,0.2,0.2,0.0032,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__aldose_1epimerase,m__hmdb00251,s__bacteroides_uniformis,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__glutamate_dehydrogenase,m__hmdb01257,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__thymidylate_synthase,m__hmdb00014,s__eubacterium_rectale,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__histidine_kinase,m__hmdb00296,s__roseburia_intestinalis,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__glutamate_dehydrogenase,m__hmdb00020,s__bacteroides_thetaiotaomicron,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__acetylcoa_cacetyltransferase,m__hmdb00056,s__eubacterium_rectale,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__acetylcoa_cacetyltransferase,m__hmdb00056,s__eubacterium_rectale,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__acetylcoa_cacetyltransferase,m__hmdb01257,s__odoribacter_splanchnicus,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__streptococcus_parasanguinis,0.2,,0.8,0.8,0.128,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__aldose_1epimerase,,s__clostridium_clostridioforme,0.2,,0.2,1,0.04,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__acetylcoa_cacetyltransferase,,s__bacteroides_ovatus,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__klebsiella_pneumoniae,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__streptococcus_parasanguinis,0.2,,0.8,0.2,0.032,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__shikimate_kinase,,s__faecalibacterium_prausnitzii,0.4,,0.2,0.4,0.032,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__aspartate_ammonialyase,,s__klebsiella_pneumoniae,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__aspartate_ammonialyase,,s__streptococcus_parasanguinis,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__shikimate_kinase,,s__ruminococcus_torques,0.4,,0.2,0.4,0.032,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__triosephosphate_isomerase,,s__bacteroides_cellulosilyticus,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__peptidylprolyl_isomerase,,s__eubacterium_ventriosum,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__glucose1phosphate_adenylyltransferase,,s__roseburia_intestinalis,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__dna_helicase,,s__bacteroides_caccae,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__dihydrolipoyl_dehydrogenase,,s__bacteroides_uniformis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_faecis,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__pyruvate_carboxylase,,s__odoribacter_splanchnicus,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__peptidylprolyl_isomerase,,s__eubacterium_ventriosum,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__histidine_kinase,,s__bacteroides_fragilis,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__histidine_kinase,,s__roseburia_intestinalis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__peroxiredoxin,,s__bacteroides_xylanisolvens,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__peroxiredoxin,,s__ruminococcus_torques,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_faecis,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__phosphatidate_cytidylyltransferase,,s__ruminococcus_torques,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__shikimate_kinase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__phosphoglycerate_kinase,,s__alistipes_shahii,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__phosphoglycerate_kinase,,s__bacteroides_faecis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__peptidylprolyl_isomerase,,s__eubacterium_ventriosum,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__peptidylprolyl_isomerase,,s__bacteroides_faecis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__phosphoglycerate_kinase,,s__bacteroides_faecis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__histidine_kinase,,s__clostridium_bolteae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__methionyl_aminopeptidase,,s__bacteroides_finegoldii,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__methionyl_aminopeptidase,,s__bacteroides_stercoris,0.4,,0.2,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__dna_helicase,,s__eubacterium_rectale,0.2,,0.4,0.2,0.016,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__betalactamase,,s__alistipes_shahii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__betalactamase,,s__bacteroides_uniformis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__endopeptidase_clp,,s__bacteroides_ovatus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__peroxiredoxin,,s__bacteroides_uniformis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__shikimate_kinase,,s__odoribacter_splanchnicus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__aspartate_ammonialyase,,s__klebsiella_pneumoniae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__transaldolase,,s__bacteroides_cellulosilyticus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__2cmethylderythritol_4phosphate_cytidylyltransferase,,s__bacteroides_cellulosilyticus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__shikimate_kinase,,s__alistipes_shahii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__transaldolase,,s__faecalibacterium_prausnitzii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__ribulosephosphate_3epimerase,,s__faecalibacterium_prausnitzii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__peroxiredoxin,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__peroxiredoxin,,s__bacteroides_fragilis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__peroxiredoxin,,s__bacteroides_fragilis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__shikimate_kinase,,s__roseburia_inulinivorans,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__rna_helicase,,s__ruminococcus_torques,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__peroxiredoxin,,s__bacteroides_caccae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__shikimate_kinase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__phosphatidate_cytidylyltransferase,,s__bacteroides_thetaiotaomicron,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__dnadirected_rna_polymerase,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__peroxiredoxin,,s__bacteroides_xylanisolvens,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__peroxiredoxin,,s__bacteroides_finegoldii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__peroxiredoxin,,s__bacteroides_xylanisolvens,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dihydrolipoyl_dehydrogenase,,s__bacteroides_uniformis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__dihydrolipoyl_dehydrogenase,,s__clostridium_bolteae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__shikimate_kinase,,s__ruminococcus_torques,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__shikimate_kinase,,s__odoribacter_splanchnicus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__methionyl_aminopeptidase,,s__bacteroides_stercoris,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__peroxiredoxin,,s__eubacterium_rectale,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__superoxide_dismutase,,s__odoribacter_splanchnicus,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__peroxiredoxin,,s__bacteroides_caccae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__peroxiredoxin,,s__bacteroides_finegoldii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,,m__hmdb02322,s__bacteroides_ovatus,,0.6,0.6,0.8,0.288,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00020,s__clostridium_clostridioforme,,0.4,0.4,1,0.16,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb02322,s__ruminococcus_torques,,0.6,0.2,0.4,0.048,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__streptococcus_parasanguinis,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00209,s__eubacterium_siraeum,,0.4,0.4,0.2,0.032,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00097,s__bacteroides_xylanisolvens,,0.4,0.2,0.4,0.032,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00056,s__bacteroides_cellulosilyticus,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00251,s__eubacterium_ventriosum,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb01149,s__bifidobacterium_longum,,0.4,0.4,0.2,0.032,FALSE,FALSE,FALSE,TRUE
s__bifidobacterium_longum,,,m__hmdb01149,s__escherichia_coli,,0.4,0.4,0.2,0.032,FALSE,FALSE,FALSE,TRUE
s__roseburia_intestinalis,,,m__hmdb00239,s__roseburia_intestinalis,,0.2,0.2,0.8,0.032,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb02322,s__alistipes_shahii,,0.6,0.2,0.2,0.024,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb02322,s__bacteroides_uniformis,,0.6,0.2,0.2,0.024,FALSE,FALSE,FALSE,TRUE
