T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__faecalibacterium_prausnitzii,,g__superoxide dismutase,m__hmdb00619,s__escherichia_coli,1,0.77,1,0.99,0.7623,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__bacteroides_thetaiotaomicron,1,0.91,0.82,0.95,0.70889,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__bacteroides_fragilis,0.98,0.84,0.85,1,0.69972,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00043,s__bacteroides_cellulosilyticus,1,0.66,0.93,1,0.6138,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00195,s__escherichia_coli,0.6,1,1,1,0.6,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.94,0.94,0.66,1,0.583176,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__haemophilus_parainfluenzae,0.62,0.84,1,1,0.5208,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__roseburia_intestinalis,0.62,0.84,1,1,0.5208,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.52,1,0.52,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__phosphopyruvate hydratase,m__hmdb00014,s__klebsiella_pneumoniae,0.97,1,0.52,1,0.5044,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00195,s__odoribacter_splanchnicus,0.73,0.67,1,1,0.4891,FALSE,TRUE,FALSE,FALSE
s__clostridium_clostridioforme,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_stercoris,0.95,0.94,0.88,0.62,0.4872208,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00619,s__escherichia_coli,1,0.77,1,0.6,0.462,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_stercoris,0.55,0.94,0.88,0.97,0.4413112,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00014,s__escherichia_coli,0.44,1,1,1,0.44,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00056,s__ruminococcus_torques,0.55,0.86,1,0.91,0.43043,FALSE,TRUE,FALSE,FALSE
s__eubacterium_ventriosum,,g__phosphopyruvate hydratase,m__hmdb00014,s__bacteroides_uniformis,1,1,0.5,0.85,0.425,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.52,0.81,0.4212,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00764,s__bacteroides_faecis,0.76,0.69,1,0.78,0.409032,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__alistipes_shahii,0.62,0.84,0.77,1,0.401016,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00043,s__eubacterium_ventriosum,1,0.38,1,1,0.38,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__bifidobacterium_longum,0.98,0.84,1,0.42,0.345744,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00289,s__haemophilus_parainfluenzae,0.6,0.59,0.97,1,0.34338,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00097,s__ruminococcus_torques,1,0.34,1,1,0.34,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.52,0.94,0.66,1,0.322608,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00043,s__bacteroides_cellulosilyticus,1,0.38,0.93,0.9,0.31806,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00251,s__bacteroides_faecis,1,0.44,0.99,0.71,0.309276,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00289,s__haemophilus_parainfluenzae,0.69,0.36,0.97,1,0.240948,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00043,s__bacteroides_ovatus,1,0.38,1,0.63,0.2394,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_stercoris,0.73,0.38,0.88,0.98,0.23922976,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__clostridium_bolteae,0.73,0.38,0.86,1,0.238564,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__roseburia_intestinalis,0.98,0.84,1,0.28,0.230496,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__odoribacter_splanchnicus,0.24,0.91,1,0.99,0.216216,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00043,s__clostridium_clostridioforme,0.58,0.38,0.94,1,0.207176,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00097,s__bacteroides_finegoldii,1,0.34,0.64,0.94,0.204544,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__glutamate decarboxylase,m__hmdb00764,s__bacteroides_faecis,0.78,0.31,1,0.82,0.198276,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__phosphoglycerate kinase,m__hmdb00043,s__bacteroides_ovatus,0.45,0.5,1,0.87,0.19575,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00014,s__escherichia_coli,0.24,1,1,0.81,0.1944,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00043,s__bacteroides_stercoris,0.58,0.38,0.88,1,0.193952,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00619,s__alistipes_shahii,1,0.48,0.44,0.88,0.185856,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_finegoldii,0.73,0.38,0.76,0.87,0.18341688,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__bacteroides_thetaiotaomicron,0.24,0.91,0.82,1,0.179088,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.94,0.94,0.2,1,0.17672,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__dephospho-coa kinase,m__hmdb00289,s__bacteroides_caccae,1,0.17,1,1,0.17,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00195,s__roseburia_inulinivorans,0.69,0.7,0.35,1,0.16905,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00296,s__bacteroides_finegoldii,1,1,0.34,0.49,0.1666,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00209,s__eubacterium_siraeum,1,0.21,0.76,1,0.1596,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00043,s__eubacterium_ventriosum,0.58,0.38,1,0.72,0.158688,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__bacteroides_caccae,0.39,0.39,1,1,0.1521,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__dna-directed rna polymerase,m__hmdb00043,s__clostridium_clostridioforme,0.71,0.23,0.94,0.97,0.14889694,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00289,s__bifidobacterium_longum,0.6,0.59,0.4,1,0.1416,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.22,0.94,0.66,1,0.136488,FALSE,TRUE,FALSE,FALSE
s__klebsiella_pneumoniae,,g__phosphopyruvate hydratase,m__hmdb00014,s__streptococcus_parasanguinis,0.97,1,0.14,1,0.1358,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00289,s__eubacterium_rectale,1,0.45,0.3,1,0.135,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__alistipes_shahii,0.73,0.38,0.47,1,0.130378,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00289,s__roseburia_intestinalis,0.69,0.36,0.53,0.98,0.12901896,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__akkermansia_muciniphila,0.98,0.13,1,1,0.1274,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__roseburia_inulinivorans,0.98,0.13,1,1,0.1274,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__faecalibacterium_prausnitzii,0.98,0.13,0.93,1,0.118482,FALSE,TRUE,FALSE,FALSE
s__streptococcus_parasanguinis,,g__l-serine ammonia-lyase,m__hmdb00014,s__klebsiella_pneumoniae,0.54,0.42,0.52,1,0.117936,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__odoribacter_splanchnicus,0.22,0.5,1,1,0.11,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00195,s__odoribacter_splanchnicus,1,0.11,1,1,0.11,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb01149,s__bifidobacterium_longum,0.62,0.84,1,0.21,0.109368,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00097,s__eubacterium_rectale,0.6,1,0.29,0.62,0.10788,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00195,s__bacteroides_uniformis,1,0.11,1,0.98,0.1078,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_caccae,0.55,0.19,1,1,0.1045,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00239,s__bacteroides_ovatus,1,0.77,1,0.13,0.1001,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.52,0.94,0.2,1,0.09776,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00097,s__bacteroides_faecis,0.6,1,0.99,0.16,0.09504,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__bacteroides_faecis,1,0.19,1,0.5,0.095,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,m__hmdb00239,s__clostridium_bolteae,1,0.77,0.12,1,0.0924,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__bacteroides_ovatus,0.94,0.5,0.98,0.2,0.09212,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphopyruvate hydratase,m__hmdb02322,s__bacteroides_faecis,1,0.82,1,0.11,0.0902,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00239,s__bacteroides_ovatus,0.73,0.12,1,1,0.0876,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_caccae,0.52,0.19,1,0.88,0.086944,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__dna-directed rna polymerase,m__hmdb00097,s__roseburia_inulinivorans,0.71,0.16,0.99,0.77,0.08659728,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00619,s__escherichia_coli,1,0.48,1,0.18,0.0864,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00764,s__bacteroides_faecis,0.73,0.69,1,0.17,0.085629,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00764,s__eubacterium_ventriosum,0.73,0.69,0.17,1,0.085629,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.44,0.94,0.2,1,0.08272,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00619,s__bacteroides_fragilis,0.69,0.12,0.99,1,0.081972,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__akkermansia_muciniphila,0.62,0.13,1,1,0.0806,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__roseburia_inulinivorans,0.62,0.13,1,1,0.0806,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__roseburia_intestinalis,0.94,0.19,0.53,0.79,0.07477982,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00289,s__eubacterium_rectale,0.69,0.36,0.3,1,0.07452,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.44,0.19,0.97,0.91,0.07379372,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__eubacterium_ventriosum,0.94,0.5,1,0.15,0.0705,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__faecalibacterium_prausnitzii,0.62,0.13,0.93,0.94,0.07046052,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_xylanisolvens,0.11,0.94,0.66,1,0.068244,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00030,s__klebsiella_pneumoniae,1,0.22,0.3,1,0.066,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_cellulosilyticus,0.55,0.19,0.63,1,0.065835,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00097,s__faecalibacterium_prausnitzii,0.6,1,0.1,1,0.06,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__alistipes_shahii,0.55,0.19,0.53,1,0.055385,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00289,s__bacteroides_thetaiotaomicron,0.69,0.36,0.23,0.95,0.0542754,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__beta-lactamase,m__hmdb00619,s__eubacterium_rectale,0.34,0.84,0.29,0.63,0.05217912,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphopyruvate hydratase,m__hmdb00014,s__streptococcus_parasanguinis,1,1,0.14,0.37,0.0518,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__alistipes_shahii,0.24,0.39,0.53,1,0.049608,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,m__hmdb00619,s__clostridium_bolteae,0.39,0.84,1,0.15,0.04914,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00619,s__eubacterium_rectale,1,0.77,0.29,0.22,0.049126,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__odoribacter_splanchnicus,0.11,0.5,1,0.87,0.04785,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__bacteroides_finegoldii,0.98,0.13,1,0.37,0.047138,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_finegoldii,0.98,0.19,0.24,1,0.044688,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__alistipes_shahii,0.44,0.19,0.53,0.99,0.04386492,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__eubacterium_siraeum,0.98,0.13,0.76,0.44,0.04260256,FALSE,TRUE,FALSE,FALSE
s__bacteroides_faecis,,g__superoxide dismutase,m__hmdb00619,s__odoribacter_splanchnicus,0.42,0.77,1,0.13,0.042042,FALSE,TRUE,FALSE,FALSE
