T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__klebsiella_pneumoniae,,g__aspartate ammonia-lyase,m__hmdb00630,s__streptococcus_parasanguinis,1,0.35,1,1,0.35,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__aldose 1-epimerase,m__hmdb00296,s__bacteroides_fragilis,1,0.96,0.31,1,0.2976,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__5-formyltetrahydrofolate cyclo-ligase,m__hmdb01257,s__eubacterium_ventriosum,0.87,0.47,0.61,0.82,0.20453178,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__bacteroides_caccae,1,0.24,0.83,1,0.1992,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__alistipes_shahii,1,0.18,1,0.94,0.1692,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__transaldolase,m__hmdb00289,s__bacteroides_caccae,0.56,0.35,0.83,1,0.16268,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__ribulose-phosphate 3-epimerase,m__hmdb00195,s__bacteroides_uniformis,0.8,0.62,0.34,0.96,0.1618944,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,m__hmdb00619,s__ruminococcus_torques,0.86,0.55,0.34,1,0.16082,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__transaldolase,m__hmdb00289,s__bacteroides_uniformis,0.56,0.35,0.69,1,0.13524,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__transaldolase,m__hmdb00289,s__bacteroides_caccae,0.44,0.35,0.83,1,0.12782,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,m__hmdb00097,s__ruminococcus_torques,0.89,0.27,0.53,1,0.127359,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__dihydrolipoyl dehydrogenase,m__hmdb00020,s__roseburia_intestinalis,0.99,0.65,1,0.14,0.09009,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__beta-lactamase,m__hmdb00619,s__akkermansia_muciniphila,0.13,0.55,1,1,0.0715,FALSE,TRUE,FALSE,FALSE
s__streptococcus_parasanguinis,,g__peroxiredoxin,m__hmdb00251,s__streptococcus_parasanguinis,0.75,0.63,0.13,1,0.061425,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00020,s__haemophilus_parainfluenzae,0.47,0.35,1,0.34,0.05593,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__methionyl aminopeptidase,m__hmdb00030,s__eubacterium_ventriosum,1,0.1,0.37,1,0.037,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_finegoldii,0.96,0.11,0.33,1,0.034848,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__peroxiredoxin,m__hmdb00251,s__bacteroides_xylanisolvens,0.25,0.63,0.22,1,0.03465,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00043,s__bacteroides_ovatus,0.11,0.29,0.99,1,0.031581,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_stercoris,0.96,0.11,0.8,0.33,0.0278784,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__5-formyltetrahydrofolate cyclo-ligase,m__hmdb00289,s__bacteroides_cellulosilyticus,0.87,0.4,0.11,0.72,0.0275616,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__transaldolase,m__hmdb00043,s__eubacterium_ventriosum,0.56,0.16,1,0.17,0.015232,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphopyruvate hydratase,m__hmdb00043,s__bacteroides_stercoris,1,0.12,0.1,0.86,0.01032,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__roseburia_intestinalis,0.26,0.11,1,0.19,0.005434,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.26,0.11,0.17,1,0.004862,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__bacteroides_faecis,0.11,0.18,1,0.15,0.00297,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__dna helicase,,s__bacteroides_ovatus,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__rna helicase,,s__streptococcus_parasanguinis,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__aspartate ammonia-lyase,,s__klebsiella_pneumoniae,1,,0.99,1,0.99,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__thymidylate synthase,,s__eubacterium_ventriosum,1,,0.98,1,0.98,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,1,,0.96,1,0.96,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,0.93,,1,1,0.93,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.84,,1,1,0.84,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.83,,1,1,0.83,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__thymidylate synthase,,s__eubacterium_ventriosum,0.95,,0.98,0.82,0.76342,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dna-directed rna polymerase,,s__bacteroides_finegoldii,0.8,,0.81,1,0.648,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__phosphatidate cytidylyltransferase,,s__odoribacter_splanchnicus,1,,0.99,0.34,0.3366,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__pyruvate carboxylase,,s__clostridium_clostridioforme,1,,0.29,1,0.29,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__shikimate kinase,,s__eubacterium_rectale,1,,0.27,1,0.27,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.17,,1,1,0.17,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.17,,1,0.96,0.1632,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,1,,0.14,1,0.14,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_clostridioforme,0.76,,0.16,1,0.1216,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.84,,0.15,0.6,0.0756,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,0.17,,1,0.4,0.068,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__phosphopyruvate hydratase,,s__bacteroides_cellulosilyticus,0.99,,0.16,0.28,0.044352,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00043,s__eubacterium_ventriosum,,1,1,1,1,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00764,s__alistipes_shahii,,1,0.98,1,0.98,FALSE,FALSE,FALSE,TRUE
s__clostridium_clostridioforme,,,m__hmdb00089,s__clostridium_clostridioforme,,1,0.98,1,0.98,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__clostridium_bolteae,,0.94,1,1,0.94,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00043,s__eubacterium_ventriosum,,0.96,1,0.82,0.7872,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,0.46,1,1,0.46,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb01149,s__eubacterium_siraeum,,1,0.45,1,0.45,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__odoribacter_splanchnicus,,0.94,0.75,0.34,0.2397,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__clostridium_bolteae,,0.23,1,1,0.23,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__eubacterium_rectale,,1,0.23,1,0.23,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb01257,s__odoribacter_splanchnicus,,0.23,0.75,1,0.1725,FALSE,FALSE,FALSE,TRUE
